Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
10/31/2019 10:59:51,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
10/31/2019 11:00:54,Cage 1,Cage 1,3,Lunge,Cage 1,2,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:09:14,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,1,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:16:52,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,1,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:25:03,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,2,"Freeze/immobility, Sniff",,,
10/31/2019 11:25:15,Cage 1,Cage 1,3,Bite/Fight,Cage 1,1,Freeze/immobility,,,
10/31/2019 11:26:15,Cage 1,Cage 1,1,Bite/Fight,Cage 1,4,"Flee, Freeze/immobility",,,
10/31/2019 11:26:28,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,1,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:36:29,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,2,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:40:00,Cage 1,Cage 1,3,Bite/Fight,Cage 1,1,Freeze/immobility,,,
10/31/2019 11:40:11,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,2,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:44:37,Cage 1,Cage 1,3,Sniff,Cage 1,1,Sniff,,,
10/31/2019 11:47:48,Cage 1,Cage 1,3,"Bite/Fight, Chase",Cage 1,2,"Flee, Freeze/immobility",,,
10/31/2019 11:49:09,Cage 1,Cage 1,1,Bite/Fight,Cage 1,4,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:50:17,Cage 1,Cage 1,3,Bite/Fight,Cage 1,1,Subordinate posture,,,
10/31/2019 11:50:28,Cage 1,Cage 1,3,Bite/Fight,Cage 1,2,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:50:38,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,1,"Subordinate posture, Freeze/immobility",,,
10/31/2019 12:01:49,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,End,
10/31/2019 12:02:03,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
10/31/2019 12:03:17,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,4,"Subordinate posture, Freeze/immobility",,,
10/31/2019 12:58:36,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 1,1,"Flee, Freeze/immobility",,,
10/31/2019 11:00:18,Cage 2,Cage 2,3,Bite/Fight,Cage 2,2,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:00:30,Cage 2,Cage 2,3,Bite/Fight,Cage 2,2,"Flee, Freeze/immobility",,,
10/31/2019 11:01:48,Cage 2,Cage 2,3,"Lunge, Bite/Fight, Chase",Cage 2,1,"Flee, Subordinate posture",,,
10/31/2019 11:04:03,Cage 2,Cage 2,3,Bite/Fight,Cage 2,1,"Flee, Subordinate posture",,,
10/31/2019 11:04:28,Cage 2,Cage 2,3,"Lunge, Bite/Fight",Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:04:40,Cage 2,Cage 2,2,"Bite/Fight, Mount",Cage 2,1,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:06:42,Cage 2,Cage 2,3,Bite/Fight,Cage 2,1,Freeze/immobility,,,
10/31/2019 11:07:03,Cage 2,Cage 2,2,"Lunge, Sniff",Cage 2,1,Subordinate posture,,,
10/31/2019 11:08:27,Cage 2,Cage 2,3,"Lunge, Bite/Fight",Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:09:32,Cage 2,Cage 2,3,Bite/Fight,Cage 2,1,"Flee, Subordinate posture",,,
10/31/2019 11:10:55,Cage 2,Cage 2,3,"Bite/Fight, Chase",Cage 2,2,"Flee, Subordinate posture, Freeze/immobility",,,
10/31/2019 11:11:34,Cage 2,Cage 2,2,Bite/Fight,Cage 2,4,Subordinate posture,,,
10/31/2019 11:14:08,Cage 2,Cage 2,3,Lunge,Cage 2,1,Freeze/immobility,,,
10/31/2019 11:14:50,Cage 2,Cage 2,3,"Lunge, Bite/Fight",Cage 2,1,Subordinate posture,,,
10/31/2019 11:18:03,Cage 2,Cage 2,3,"Bite/Fight, Chase",Cage 2,4,"Flee, Subordinate posture",,,
10/31/2019 11:22:44,Cage 2,Cage 2,3,"Lunge, Bite/Fight",Cage 2,1,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:23:01,Cage 2,Cage 2,3,"Bite/Fight, Chase, Flee",Cage 2,2,Flee,,,
10/31/2019 11:26:48,Cage 2,Cage 2,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:27:14,Cage 2,Cage 2,2,"Bite/Fight, Chase",Cage 2,1,"Flee, Freeze/immobility",,,
10/31/2019 11:27:24,Cage 2,Cage 2,3,Bite/Fight,Cage 2,2,Flee,,,
10/31/2019 11:35:03,Cage 2,Cage 2,2,"Bite/Fight, Mount",Cage 2,1,"Flee, Freeze/immobility",,,
10/31/2019 11:35:59,Cage 2,Cage 2,3,Bite/Fight,Cage 2,4,Freeze/immobility,,,
10/31/2019 11:40:44,Cage 2,Cage 2,3,"Bite/Fight, Chase",Cage 2,4,"Flee, Freeze/immobility",,,
10/31/2019 11:41:02,Cage 2,Cage 2,2,Bite/Fight,Cage 2,1,Freeze/immobility,,,
10/31/2019 11:41:14,Cage 2,Cage 2,3,"Lunge, Bite/Fight",Cage 2,2,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:42:12,Cage 2,Cage 2,2,"Bite/Fight, Mount",Cage 2,1,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:42:23,Cage 2,Cage 2,3,Bite/Fight,Cage 2,2,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:42:36,Cage 2,Cage 2,3,Bite/Fight,Cage 2,1,"Flee, Subordinate posture",,,
10/31/2019 11:44:08,Cage 2,Cage 2,3,"Bite/Fight, Chase",Cage 2,4,"Flee, Subordinate posture",,,
10/31/2019 11:53:58,Cage 2,Cage 2,3,"Bite/Fight, Chase",Cage 2,1,"Flee, Subordinate posture",,,
10/31/2019 12:14:47,Cage 2,Cage 2,3,"Sniff, Allogroom",Cage 2,4,Freeze/immobility,,,
10/31/2019 12:31:32,Cage 2,Cage 2,2,Allogroom,Cage 2,1,N/A,,,
10/31/2019 12:40:21,Cage 2,Cage 2,3,"Sniff, Allogroom",Cage 2,1,Freeze/immobility,,,
10/31/2019 12:51:10,Cage 2,Cage 2,3,"Bite/Fight, Chase",Cage 2,4,"Flee, Freeze/immobility",,,
10/31/2019 12:52:02,Cage 2,Cage 2,2,Bite/Fight,Cage 2,1,Freeze/immobility,,,
10/31/2019 12:52:23,Cage 2,Cage 2,2,"Bite/Fight, Mount",Cage 2,1,"Flee, Freeze/immobility",,,
10/31/2019 12:52:36,Cage 2,Cage 2,3,Bite/Fight,Cage 2,1,Subordinate posture,,,
10/31/2019 12:59:20,Cage 2,Cage 2,3,Bite/Fight,Cage 2,2,Freeze/immobility,,,
10/31/2019 11:02:06,Cage 4,Cage 4,2,Bite/Fight,Cage 4,3,Subordinate posture,,,
10/31/2019 11:02:50,Cage 4,Cage 4,2,"Lunge, Bite/Fight",Cage 4,3,Flee,,,Yes
10/31/2019 11:10:23,Cage 4,Cage 4,2,Bite/Fight,Cage 4,3,"Flee, Subordinate posture",,,
10/31/2019 11:13:20,Cage 4,Cage 4,2,Bite/Fight,Cage 4,3,Subordinate posture,,,
10/31/2019 11:16:39,Cage 4,Cage 4,2,Bite/Fight,Cage 4,3,Freeze/immobility,,,
10/31/2019 11:20:32,Cage 4,Cage 4,3,"Bite/Fight, Chase",Cage 4,1,"Flee, Freeze/immobility",,,
10/31/2019 11:20:54,Cage 4,Cage 4,3,"Sniff, Allogroom",Cage 4,1,"Subordinate posture, Freeze/immobility",,,
10/31/2019 11:39:19,Cage 4,Cage 4,2,Bite/Fight,Cage 4,3,Freeze/immobility,,,
10/31/2019 11:49:44,Cage 4,Cage 4,2,Bite/Fight,Cage 4,4,Subordinate posture,,,
10/31/2019 11:50:00,Cage 4,Cage 4,2,"Lunge, Bite/Fight",Cage 4,3,"Flee, Subordinate posture",,,
10/31/2019 12:09:09,Cage 4,Cage 4,3,Bite/Fight,Cage 4,1,Freeze/immobility,,,
10/31/2019 12:19:16,Cage 4,Cage 4,2,Sniff,Cage 4,4,Subordinate posture,,,
10/31/2019 12:21:08,Cage 4,Cage 4,2,Sniff,Cage 4,4,Freeze/immobility,,,
10/31/2019 12:22:15,Cage 4,Cage 4,1,Allogroom,Cage 4,2,N/A,,,
10/31/2019 12:25:20,Cage 4,Cage 4,2,Allogroom,Cage 4,1,N/A,,,
10/31/2019 12:31:55,Cage 4,Cage 4,3,"Bite/Fight, Sniff",Cage 4,1,"Flee, Freeze/immobility",,,
10/31/2019 12:32:30,Cage 4,Cage 4,2,Bite/Fight,Cage 4,3,Freeze/immobility,,,
10/31/2019 12:33:30,Cage 4,Cage 4,2,Bite/Fight,Cage 4,1,Freeze/immobility,,,
10/31/2019 12:36:49,Cage 4,Cage 4,2,Bite/Fight,Cage 4,1,Freeze/immobility,,,
10/31/2019 12:37:06,Cage 4,Cage 4,2,Bite/Fight,Cage 4,1,Freeze/immobility,,,
