Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
10/3/2019 11:00:02,Cage 1,Cage 1,1,Bite/Fight,Cage 2,1,Subordinate posture,,,
10/3/2019 11:00:13,Cage 1,Cage 1,1,Bite/Fight,Cage 5,3,"Flee, Subordinate posture",,,
10/3/2019 11:01:17,Cage 2,Cage 1,2,Bite/Fight,Cage 3,1,Subordinate posture,,,
10/3/2019 11:14:54,Cage 1,Cage 1,1,"Bite/Fight, Chase",Cage 2,1,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 11:15:17,Cage 1,Cage 1,1,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:16:33,Cage 2,Cage 3,1,Allogroom,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:17:06,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Flee, Subordinate posture",,,
10/3/2019 11:17:22,Cage 1,Cage 1,1,Bite/Fight,Cage 5,3,Freeze/immobility,,,
10/3/2019 11:18:11,Cage 3,Cage 1,3,"Lunge, Bite/Fight",Cage 5,1,Freeze/immobility,,,
10/3/2019 11:19:05,Cage 1,Cage 3,2,Bite/Fight,Cage 5,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:19:19,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 3,2,Subordinate posture,,,
10/3/2019 11:20:16,Cage 5,Cage 4,1,Bite/Fight,Cage 4,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:20:46,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 5,3,"Flee, Subordinate posture",,,
10/3/2019 11:21:33,Cage 4,Cage 2,2,Bite/Fight,Cage 5,2,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:22:15,Cage 5,Cage 4,1,Bite/Fight,Cage 4,3,"Flee, Freeze/immobility",,,
10/3/2019 11:22:45,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:23:12,Cage 2,Cage 1,2,Bite/Fight,Cage 3,1,Subordinate posture,,,
10/3/2019 11:23:47,Cage 4,Cage 2,2,Bite/Fight,Cage 5,2,"Flee, Subordinate posture",,,
10/3/2019 11:24:09,Cage 4,Cage 2,2,Bite/Fight,Cage 3,3,Subordinate posture,,,
10/3/2019 11:25:28,Cage 2,Cage 2,4,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:26:03,Cage 3,Cage 2,3,"Lunge, Bite/Fight",Cage 1,3,Subordinate posture,,,
10/3/2019 11:26:47,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 5,4,"Flee, Subordinate posture",,,
10/3/2019 11:27:08,Cage 1,Cage 1,1,Bite/Fight,Cage 5,3,Flee,,,
10/3/2019 11:27:47,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 3,2,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:28:34,Cage 3,Cage 2,3,Bite/Fight,Cage 1,3,Subordinate posture,,,
10/3/2019 11:29:09,Cage 2,Cage 1,2,Bite/Fight,Cage 3,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:30:03,Cage 3,Cage 2,3,Lunge,Cage 5,1,"Flee, Subordinate posture",,,
10/3/2019 11:31:36,Cage 1,Cage 3,2,Bite/Fight,Cage 2,1,Subordinate posture,,,
10/3/2019 11:32:43,Cage 4,Cage 2,2,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:33:27,Cage 4,Cage 1,4,Bite/Fight,Cage 2,2,Flee,,,
10/3/2019 11:33:55,Cage 5,Cage 4,1,Bite/Fight,Cage 4,2,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:34:46,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 5,4,"Flee, Freeze/immobility",,,
10/3/2019 11:36:05,Cage 2,Cage 1,2,Bite/Fight,Cage 3,1,Subordinate posture,,,
10/3/2019 11:36:58,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:37:16,Cage 1,Cage 1,1,Bite/Fight,Cage 2,1,Subordinate posture,,,
10/3/2019 11:38:16,Cage 2,Cage 2,4,Bite/Fight,Cage 5,4,Flee,,,
10/3/2019 11:38:47,Cage 5,Cage 4,1,Bite/Fight,Cage 4,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:39:32,Cage 2,Cage 2,4,Bite/Fight,Cage 3,1,Flee,,,
10/3/2019 11:39:46,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:40:50,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,Freeze/immobility,,,
10/3/2019 11:41:11,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:41:41,Cage 2,Cage 1,2,Bite/Fight,Cage 3,1,Subordinate posture,,,
10/3/2019 11:42:17,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 2,1,Freeze/immobility,,,
10/3/2019 11:42:59,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:43:15,Cage 2,Cage 1,2,"Bite/Fight, Chase",Cage 5,4,Flee,,,
10/3/2019 11:44:21,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",Everyone sub,,
10/3/2019 11:44:55,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,Subordinate posture,,,
10/3/2019 11:45:08,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,Subordinate posture,,,
10/3/2019 11:45:57,Cage 1,Cage 1,1,"Lunge, Bite/Fight, Chase",Cage 5,3,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 11:46:22,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,Subordinate posture,,,
10/3/2019 11:47:09,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:47:55,Cage 2,Cage 1,2,Lunge,Cage 3,1,Freeze/immobility,,,
10/3/2019 11:48:08,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:48:25,Cage 1,Cage 1,1,"Bite/Fight, Chase",Cage 5,3,"Flee, Freeze/immobility",,,
10/3/2019 11:49:06,Cage 1,Cage 1,1,Bite/Fight,Cage 3,2,Freeze/immobility,,,
10/3/2019 11:49:23,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:50:28,Cage 5,Cage 4,1,"Lunge, Bite/Fight",Cage 4,4,"Flee, Freeze/immobility",,,
10/3/2019 11:51:18,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,Subordinate posture,Cage 1 two is beating everyone,,
10/3/2019 11:51:49,Cage 4,Cage 2,2,Bite/Fight,Cage 1,4,"Flee, Subordinate posture",,,
10/3/2019 11:52:12,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 5,3,"Flee, Subordinate posture",,,
10/3/2019 11:52:36,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Subordinate posture",,,
10/3/2019 11:52:54,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:53:50,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:54:35,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Freeze/immobility",,,
10/3/2019 11:55:03,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,"Flee, Freeze/immobility",,,
10/3/2019 11:55:55,Cage 2,Cage 1,2,Bite/Fight,Cage 3,1,"Flee, Subordinate posture",,,
10/3/2019 11:56:39,Cage 2,Cage 2,4,Sniff,Cage 3,1,"Subordinate posture, Walk away",,,
10/3/2019 11:57:32,Cage 3,Cage 2,3,"Lunge, Sniff",Cage 5,1,"Flee, Freeze/immobility",,,
10/3/2019 11:57:55,Cage 2,Cage 1,2,Bite/Fight,Cage 3,1,Subordinate posture,,,
10/3/2019 11:58:44,Cage 3,Cage 2,3,Bite/Fight,Cage 1,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 11:59:57,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 2,4,"Subordinate posture, Freeze/immobility",In tube,,
10/3/2019 12:00:17,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Subordinate posture",,,
10/3/2019 12:01:03,Cage 3,Cage 2,3,"Lunge, Bite/Fight",Cage 3,4,"Flee, Subordinate posture",,,
10/3/2019 12:01:47,Cage 1,Cage 3,2,Lunge,Cage 2,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:02:12,Cage 2,Cage 1,2,Bite/Fight,Cage 3,1,Subordinate posture,,,
10/3/2019 12:03:06,Cage 4,Cage 2,2,Bite/Fight,Cage 1,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:03:45,Cage 5,Cage 4,1,"Bite/Fight, Chase",Cage 4,2,"Flee, Subordinate posture",,,
10/3/2019 12:04:06,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,Subordinate posture,,,
10/3/2019 12:04:41,Cage 3,Cage 2,3,"Lunge, Bite/Fight",Cage 5,1,Flee,,,
10/3/2019 12:05:35,Cage 2,Cage 1,2,Sniff,Cage 5,4,Subordinate posture,,,
10/3/2019 12:06:46,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:08:38,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:08:59,Cage 4,Cage 2,2,Bite/Fight,Cage 1,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:10:22,Cage 5,Cage 4,1,"Lunge, Bite/Fight",Cage 4,2,Subordinate posture,,,
10/3/2019 12:10:47,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:11:56,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:12:38,Cage 3,Cage 2,3,"Bite/Fight, Chase",Cage 1,3,"Flee, Freeze/immobility",,,
10/3/2019 12:13:01,Cage 2,Cage 1,2,"Bite/Fight, Chase",Cage 5,4,Flee,,,
10/3/2019 12:13:12,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:14:26,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:15:21,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:15:46,Cage 3,Cage 2,3,Bite/Fight,Cage 1,3,Flee,,,
10/3/2019 12:16:15,Cage 4,Cage 2,2,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:16:56,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 2,1,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:17:13,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 2,4,Flee,,,
10/3/2019 12:17:49,Cage 3,Cage 2,3,"Lunge, Bite/Fight",Cage 3,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:18:55,Cage 3,Cage 2,3,"Bite/Fight, Chase",Cage 3,4,"Flee, Freeze/immobility",,,
10/3/2019 12:19:19,Cage 1,Cage 1,1,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:20:14,Cage 1,Cage 5,3,Bite/Fight,Cage 2,1,Subordinate posture,,,
10/3/2019 12:20:45,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:21:33,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 3,3,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:22:01,Cage 2,Cage 1,2,"Bite/Fight, Chase",Cage 2,4,"Flee, Subordinate posture",,,
10/3/2019 12:22:17,Cage 1,Cage 1,1,Bite/Fight,Cage 5,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:23:11,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 3,2,Flee,,,
10/3/2019 12:23:28,Cage 4,Cage 2,2,"Lunge, Bite/Fight, Chase",Cage 3,3,"Flee, Freeze/immobility",,,
10/3/2019 12:23:46,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 5,2,"Flee, Freeze/immobility",,,
10/3/2019 12:24:12,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:24:29,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 3,1,"Flee, Subordinate posture",,,
10/3/2019 12:24:56,Cage 5,Cage 4,1,"Lunge, Bite/Fight",Cage 4,4,"Flee, Freeze/immobility",,,
10/3/2019 12:25:30,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,"Flee, Subordinate posture",,,
10/3/2019 12:25:58,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 3,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:26:29,Cage 3,Cage 2,3,"Lunge, Sniff",Cage 5,1,Flee,,,
10/3/2019 12:27:28,Cage 4,Cage 1,4,"Chase, Mount",Cage 3,3,"Flee, Freeze/immobility",,,
10/3/2019 12:28:30,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:28:49,Cage 3,Cage 2,3,"Lunge, Sniff",Cage 1,3,Subordinate posture,,,
10/3/2019 12:29:08,Cage 4,Cage 1,4,"Lunge, Bite/Fight",Cage 5,2,"Flee, Freeze/immobility",,,
10/3/2019 12:29:24,Cage 1,Cage 1,1,"Lunge, Bite/Fight, Chase",Cage 3,2,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:29:54,Cage 4,Cage 2,2,Bite/Fight,Cage 1,4,Subordinate posture,,,
10/3/2019 12:30:23,Cage 5,Cage 4,1,Bite/Fight,Cage 4,4,"Flee, Freeze/immobility",,,
10/3/2019 12:31:07,Cage 4,Cage 1,4,"Bite/Fight, Chase",Cage 5,2,"Flee, Freeze/immobility",,,
10/3/2019 12:31:31,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:32:30,Cage 1,Cage 5,3,Lunge,Cage 2,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:32:42,Cage 1,Cage 1,1,"Bite/Fight, Chase",Cage 5,3,"Flee, Freeze/immobility",,,
10/3/2019 12:33:16,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:33:35,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:34:25,Cage 3,Cage 2,3,"Lunge, Bite/Fight",Cage 3,4,"Subordinate posture, Freeze/immobility",,,Yes
10/3/2019 12:34:57,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,Freeze/immobility,,,
10/3/2019 12:35:12,Cage 1,Cage 1,1,Bite/Fight,Cage 5,3,Subordinate posture,,,
10/3/2019 12:35:37,Cage 1,Cage 5,3,Bite/Fight,Cage 3,2,Subordinate posture,,,
10/3/2019 12:36:16,Cage 4,Cage 2,2,Bite/Fight,Cage 1,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:36:52,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:37:11,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 5,3,"Flee, Subordinate posture",,,
10/3/2019 12:37:35,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:38:00,Cage 2,Cage 1,2,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture",,,
10/3/2019 12:38:22,Cage 2,Cage 3,1,Sniff,Cage 5,4,Subordinate posture,,,
10/3/2019 12:38:56,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:39:15,Cage 4,Cage 1,4,"Bite/Fight, Chase",Cage 5,2,"Flee, Subordinate posture",,,
10/3/2019 12:39:46,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 3,1,"Subordinate posture, Freeze/immobility",All sub,,
10/3/2019 12:40:09,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:40:46,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Flee, Freeze/immobility",,,
10/3/2019 12:41:11,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 5,3,"Flee, Subordinate posture",,,
10/3/2019 12:41:42,Cage 3,Cage 2,3,Bite/Fight,Cage 1,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:42:04,Cage 4,Cage 2,2,Bite/Fight,Cage 5,2,Subordinate posture,,,
10/3/2019 12:42:37,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,Subordinate posture,,,
10/3/2019 12:43:24,Cage 3,Cage 2,3,Bite/Fight,Cage 1,3,Subordinate posture,,,
10/3/2019 12:43:35,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,"Flee, Subordinate posture",,,
10/3/2019 12:44:00,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:44:51,Cage 4,Cage 1,4,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:45:04,Cage 3,Cage 2,3,Bite/Fight,Cage 1,3,Freeze/immobility,,,
10/3/2019 12:45:53,Cage 3,Cage 1,3,Sniff,Cage 3,4,Subordinate posture,,,
10/3/2019 12:46:09,Cage 2,Cage 1,2,"Bite/Fight, Chase",Cage 2,4,Flee,,,
10/3/2019 12:47:48,Cage 1,Cage 1,1,"Lunge, Bite/Fight, Chase",Cage 5,3,"Flee, Subordinate posture",,,
10/3/2019 12:48:18,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:49:25,Cage 2,Cage 1,2,"Bite/Fight, Chase",Cage 2,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:50:03,Cage 2,Cage 1,2,"Lunge, Bite/Fight, Chase",Cage 5,4,"Flee, Freeze/immobility",,,
10/3/2019 12:50:24,Cage 2,Cage 1,2,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture",,,
10/3/2019 12:50:48,Cage 3,Cage 2,3,"Lunge, Bite/Fight",Cage 1,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:51:11,Cage 4,Cage 2,2,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:51:33,Cage 4,Cage 2,2,Bite/Fight,Cage 3,3,Subordinate posture,,,
10/3/2019 12:51:49,Cage 4,Cage 2,2,Bite/Fight,Cage 1,4,"Flee, Subordinate posture",,,
10/3/2019 12:52:04,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 5,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:52:39,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,Subordinate posture,,,
10/3/2019 12:53:05,Cage 4,Cage 2,2,"Lunge, Bite/Fight, Chase",Cage 1,4,"Flee, Freeze/immobility",,,
10/3/2019 12:53:22,Cage 3,Cage 2,3,Bite/Fight,Cage 1,3,Subordinate posture,,,
10/3/2019 12:54:24,Cage 2,Cage 1,2,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:55:03,Cage 4,Cage 2,2,Lunge,Cage 1,4,"Flee, Subordinate posture",,,
10/3/2019 12:55:30,Cage 3,Cage 3,4,Sniff,Cage 1,3,N/A,,,
10/3/2019 12:55:44,Cage 3,Cage 2,3,"Lunge, Bite/Fight",Cage 3,4,"Flee, Subordinate posture",,,
10/3/2019 12:56:07,Cage 3,Cage 2,3,Bite/Fight,Cage 3,4,Subordinate posture,,,
10/3/2019 12:56:46,Cage 2,Cage 1,2,Bite/Fight,Cage 5,4,Subordinate posture,,,
10/3/2019 12:57:06,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:57:21,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 3,2,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:58:02,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 12:58:36,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Subordinate posture, Freeze/immobility",,,
10/3/2019 12:59:59,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 5,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 13:00:15,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Subordinate posture",,,
10/3/2019 13:00:46,Cage 4,Cage 2,2,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 13:01:09,Cage 4,Cage 2,2,Bite/Fight,Cage 1,4,Subordinate posture,,,
10/3/2019 13:01:25,Cage 3,Cage 2,3,Bite/Fight,Cage 1,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 13:02:50,Cage 1,Cage 1,1,"Lunge, Bite/Fight",Cage 5,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 13:03:08,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,Subordinate posture,,,
10/3/2019 13:03:41,Cage 4,Cage 2,2,"Bite/Fight, Chase",Cage 1,4,"Flee, Subordinate posture",,,
10/3/2019 13:04:50,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,End,
10/3/2019 14:03:23,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
10/3/2019 14:03:55,Cage 2,Cage 2,4,"Bite/Fight, Sniff",Cage 5,4,Subordinate posture,,,
10/3/2019 14:04:41,Cage 1,Cage 1,1,Bite/Fight,Cage 5,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:06:06,Cage 2,Cage 1,2,"Lunge, Bite/Fight",Cage 3,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:06:23,Cage 1,Cage 1,1,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:07:11,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:08:12,Cage 1,Cage 3,2,Bite/Fight,Cage 5,3,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:08:48,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,Subordinate posture,,,
10/3/2019 14:09:11,Cage 4,Cage 2,2,"Bite/Fight, Mount",Cage 5,2,"Flee, Freeze/immobility",,,
10/3/2019 14:13:03,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,Freeze/immobility,,,
10/3/2019 14:13:33,Cage 4,Cage 2,2,Bite/Fight,Cage 5,2,Subordinate posture,,,
10/3/2019 14:14:00,Cage 3,Cage 3,4,Sniff,Cage 1,3,"Subordinate posture, Walk away",,,
10/3/2019 14:14:30,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:14:42,Cage 3,Cage 2,3,"Bite/Fight, Chase",Cage 5,1,"Flee, Subordinate posture",,,
10/3/2019 14:15:12,Cage 3,Cage 2,3,Lunge,Cage 5,1,Subordinate posture,,,
10/3/2019 14:16:03,Cage 3,Cage 2,3,"Lunge, Bite/Fight",Cage 5,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:16:28,Cage 4,Cage 2,2,Bite/Fight,Cage 1,4,Subordinate posture,,,
10/3/2019 14:16:45,Cage 3,Cage 2,3,Bite/Fight,Cage 5,1,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:17:09,Cage 1,Cage 1,1,Bite/Fight,Cage 5,3,"Flee, Subordinate posture",,,
10/3/2019 14:17:23,Cage 1,Cage 1,1,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
10/3/2019 14:17:59,Cage 2,Cage 1,2,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
