Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
12/12/2019 9:36:12,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
12/12/2019 9:37:08,Cage 1,Cage 5,3,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:37:49,Cage 2,Cage 1,3,"Lunge, Bite/Fight",Cage 4,3,Subordinate posture,,,
12/12/2019 9:38:03,Cage 2,Cage 1,3,"Bite/Fight, Mount",Cage 5,1,Freeze/immobility,,,
12/12/2019 9:38:20,Cage 1,Cage 5,3,Bite/Fight,Cage 3,3,"Flee, Freeze/immobility",,,
12/12/2019 9:38:59,Cage 1,Cage 3,3,"Lunge, Bite/Fight",Cage 4,2,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:40:16,Cage 2,Cage 1,3,Bite/Fight,Cage 3,4,"Flee, Freeze/immobility",,,
12/12/2019 9:40:35,Cage 3,Cage 1,1,"Bite/Fight, Chase",Cage 4,4,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:41:03,Cage 2,Cage 3,4,Bite/Fight,Cage 1,3,"Bite/Fight, Subordinate posture",,,
12/12/2019 9:41:44,Cage 1,Cage 3,3,"Lunge, Bite/Fight",Cage 4,2,"Flee, Freeze/immobility",,,
12/12/2019 9:42:45,Cage 1,Cage 4,2,"Sniff, Allogroom",Cage 5,3,Subordinate posture,,,
12/12/2019 9:43:00,Cage 1,Cage 3,3,"Lunge, Bite/Fight",Cage 5,3,"Flee, Subordinate posture",,,
12/12/2019 9:43:16,Cage 3,Cage 5,2,Bite/Fight,Cage 1,1,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:43:35,Cage 3,Cage 5,2,"Bite/Fight, Chase",Cage 1,1,"Flee, Freeze/immobility",,,
12/12/2019 9:43:55,Cage 3,Cage 5,2,Bite/Fight,Cage 3,1,"Flee, Subordinate posture",,,Yes
12/12/2019 9:44:37,Cage 2,Cage 4,3,"Lunge, Bite/Fight, Chase",Cage 3,4,"Flee, Subordinate posture",,,
12/12/2019 9:44:55,Cage 4,Cage 1,2,"Bite/Fight, Chase",Cage 3,2,"Flee, Subordinate posture",,,
12/12/2019 9:45:12,Cage 1,Cage 3,3,"Lunge, Bite/Fight",Cage 4,2,"Bite/Fight, Subordinate posture, Freeze/immobility",,,
12/12/2019 9:45:37,Cage 4,Cage 1,2,Bite/Fight,Cage 3,2,"Flee, Freeze/immobility",,,
12/12/2019 9:46:03,Cage 2,Cage 4,3,Bite/Fight,Cage 5,1,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:46:23,Cage 1,Cage 3,3,"Bite/Fight, Chase",Cage 1,4,"Flee, Freeze/immobility",,,
12/12/2019 9:46:54,Cage 4,Cage 1,2,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:47:06,Cage 4,Cage 1,2,Bite/Fight,Cage 4,1,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:47:17,Cage 4,Cage 1,2,Bite/Fight,Cage 4,1,"Flee, Subordinate posture",,,
12/12/2019 9:47:35,Cage 2,Cage 4,3,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:47:59,Cage 5,Cage 2,3,"Lunge, Bite/Fight",Cage 2,1,"Flee, Subordinate posture",,,
12/12/2019 9:48:18,Cage 4,Cage 1,2,Bite/Fight,Cage 4,1,Freeze/immobility,,,
12/12/2019 9:48:37,Cage 2,Cage 4,3,Bite/Fight,Cage 5,1,Subordinate posture,,,
12/12/2019 9:48:47,Cage 5,Cage 2,3,Bite/Fight,Cage 2,4,Flee,,,
12/12/2019 9:49:00,Cage 1,Cage 3,3,Bite/Fight,Cage 1,4,Flee,,,
12/12/2019 9:49:22,Cage 1,Cage 5,3,"Lunge, Bite/Fight",Cage 1,4,Freeze/immobility,,,
12/12/2019 9:49:34,Cage 1,Cage 3,3,"Lunge, Bite/Fight",Cage 5,3,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:50:14,Cage 3,Cage 5,2,"Bite/Fight, Chase",Cage 1,1,"Flee, Subordinate posture",,,
12/12/2019 9:50:37,Cage 3,Cage 5,2,"Lunge, Bite/Fight",Cage 4,4,Freeze/immobility,,,
12/12/2019 9:51:04,Cage 3,Cage 5,2,"Bite/Fight, Chase",Cage 3,1,"Flee, Freeze/immobility",,,
12/12/2019 9:51:36,Cage 2,Cage 1,3,Sniff,Cage 5,1,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:52:00,Cage 4,Cage 1,2,Bite/Fight,Cage 5,4,Subordinate posture,,,
12/12/2019 9:52:34,Cage 3,Cage 5,2,Bite/Fight,Cage 4,4,Freeze/immobility,,,
12/12/2019 9:52:50,Cage 1,Cage 3,3,"Lunge, Bite/Fight",Cage 5,3,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:53:28,Cage 3,Cage 5,2,"Lunge, Bite/Fight",Cage 4,4,"Subordinate posture, Freeze/immobility",,,
12/12/2019 9:54:01,Cage 3,Cage 5,2,Bite/Fight,Cage 4,4,Freeze/immobility,,,
12/12/2019 9:54:19,Cage 3,Cage 5,2,"Bite/Fight, Chase",Cage 1,1,"Flee, Freeze/immobility",,,
12/12/2019 9:54:42,Cage 4,Cage 1,2,Bite/Fight,Cage 4,1,Freeze/immobility,,,
