Timestamp,Cage,Animal 1,Animal 1- Behavior,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
10/18/2019 13:11:26,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/18/2019 13:15:47,Cage 1,1,Sniff,3,Walk away,,,
10/18/2019 13:26:21,Cage 1,1,"Bite/Fight, Chase, Mount",3,"Flee, Subordinate posture",,,
10/18/2019 13:33:17,Cage 1,1,Sniff,2,Walk away,,,
10/18/2019 13:55:13,Cage 1,1,Lunge,4,Flee,,,
10/18/2019 13:58:13,Cage 1,1,"Lunge, Bite/Fight",4,"Subordinate posture, Freeze/immobility",,,
10/18/2019 14:04:01,Cage 1,1,Sniff,4,Walk away,,,
10/18/2019 14:05:07,Cage 1,1,"Lunge, Bite/Fight",4,"Flee, Freeze/immobility",,,
10/18/2019 14:05:23,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/18/2019 14:05:40,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/18/2019 14:22:50,Cage 1,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/18/2019 14:32:15,Cage 1,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
10/18/2019 14:38:25,Cage 1,1,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
10/18/2019 14:58:37,Cage 1,1,Lunge,2,Flee,,,
10/18/2019 15:03:14,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/19/2019 11:28:10,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/19/2019 11:39:26,Cage 1,2,Sniff,3,Walk away,These guys are still sleeping 11:34,,
10/19/2019 12:00:18,Cage 1,2,Bite/Fight,4,Flee,This is so bad ,,
10/19/2019 12:00:28,Cage 1,1,"Bite/Fight, Chase",2,"Flee, Subordinate posture",,,
10/19/2019 12:24:13,Cage 1,1,Bite/Fight,4,Freeze/immobility,,,
10/19/2019 12:29:12,Cage 1,1,Lunge,1,Lunge,Tmm 1st hour was a joke,End ,
10/19/2019 12:29:26,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/19/2019 12:36:24,Cage 1,4,Bite/Fight,2,Freeze/immobility,,,
10/19/2019 12:36:37,Cage 1,1,Bite/Fight,4,Freeze/immobility,,,
10/19/2019 13:25:20,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/20/2019 12:31:17,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/20/2019 12:34:10,Cage 1,2,Bite/Fight,3,Freeze/immobility,,,
10/20/2019 12:34:23,Cage 1,2,"Bite/Fight, Allogroom",3,"Flee, Freeze/immobility",,,
10/20/2019 12:36:02,Cage 1,1,Bite/Fight,3,Flee,,,
10/20/2019 12:36:37,Cage 1,2,Allogroom,3,Freeze/immobility,,,
10/20/2019 12:40:40,Cage 1,2,Bite/Fight,3,"Flee, Freeze/immobility",,,
10/20/2019 12:50:33,Cage 1,2,Bite/Fight,3,Freeze/immobility,,,
10/20/2019 13:01:23,Cage 1,2,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/20/2019 13:01:55,Cage 1,2,Bite/Fight,3,Subordinate posture,,,
10/20/2019 13:15:48,Cage 1,1,Bite/Fight,2,"Flee, Freeze/immobility",,,
10/20/2019 13:18:19,Cage 1,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/20/2019 13:18:28,Cage 1,1,"Bite/Fight, Chase",2,"Flee, Subordinate posture",,,
10/20/2019 13:31:38,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/20/2019 13:31:50,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/20/2019 13:32:18,Cage 1,1,"Lunge, Bite/Fight",3,Freeze/immobility,,,
10/20/2019 13:33:39,Cage 1,1,"Bite/Fight, Chase",2,"Flee, Subordinate posture, Freeze/immobility",,,Yes
10/20/2019 13:55:23,Cage 1,1,Bite/Fight,4,"Flee, Freeze/immobility",,,
10/20/2019 13:56:19,Cage 1,1,"Bite/Fight, Chase",4,"Flee, Subordinate posture, Freeze/immobility",,,
10/20/2019 13:58:42,Cage 1,2,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
10/20/2019 14:14:01,Cage 1,2,Bite/Fight,4,"Flee, Freeze/immobility",,,
10/20/2019 14:14:48,Cage 1,1,"Bite/Fight, Chase",3,"Flee, Subordinate posture, Freeze/immobility",,,
10/20/2019 14:25:22,Cage 1,2,Bite/Fight,4,Subordinate posture,,,
10/20/2019 14:28:55,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/21/2019 14:49:16,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
10/21/2019 14:51:42,Cage 1,1,"Bite/Fight, Chase",3,"Flee, Subordinate posture, Freeze/immobility",,,
10/21/2019 14:54:25,Cage 1,1,Bite/Fight,3,Subordinate posture,,,
10/21/2019 14:54:56,Cage 1,1,"Bite/Fight, Chase",3,"Flee, Subordinate posture",,,
10/21/2019 14:56:56,Cage 1,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/21/2019 14:57:13,Cage 1,1,Sniff,4,Subordinate posture,,,
10/21/2019 14:58:27,Cage 1,1,"Bite/Fight, Chase",3,"Flee, Subordinate posture",,,
10/21/2019 15:03:39,Cage 1,1,Bite/Fight,3,"Flee, Subordinate posture",,,
10/21/2019 15:14:49,Cage 1,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/21/2019 15:19:58,Cage 1,1,Bite/Fight,4,Subordinate posture,,,
10/21/2019 15:20:13,Cage 1,1,"Bite/Fight, Chase",4,Flee,,,
10/21/2019 15:22:04,Cage 1,1,Lunge,3,Flee,,,
10/21/2019 15:23:09,Cage 1,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
10/21/2019 15:23:18,Cage 1,1,Bite/Fight,3,Flee,,,
10/21/2019 15:23:46,Cage 1,1,Bite/Fight,3,Subordinate posture,,,Yes
10/21/2019 15:23:58,Cage 1,1,Bite/Fight,2,Subordinate posture,,,
10/21/2019 15:27:50,Cage 1,1,"Bite/Fight, Sniff",3,"Flee, Subordinate posture, Freeze/immobility",,,
10/21/2019 15:29:26,Cage 1,1,Bite/Fight,3,Freeze/immobility,,,
10/21/2019 15:48:45,Cage 1,1,Lunge,1,Lunge,Tmm,End,
10/21/2019 15:49:04,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
