Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
1/17/2020 9:35:43,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
1/17/2020 9:37:57,Cage 2,Cage 1,3,"Lunge, Bite/Fight, Chase",Cage 3,3,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 9:38:10,Cage 1,Cage 3,4,Bite/Fight,Cage 1,4,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:38:39,Cage 4,Cage 1,2,Bite/Fight,Cage 3,1,Freeze/immobility,,,
1/17/2020 9:39:05,Cage 2,Cage 2,1,Bite/Fight,Cage 1,3,"Flee, Freeze/immobility",,,
1/17/2020 9:39:29,Cage 1,Cage 3,4,Bite/Fight,Cage 4,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:39:45,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:40:36,Cage 2,Cage 4,4,Bite/Fight,Cage 1,3,Freeze/immobility,,,
1/17/2020 9:41:06,Cage 5,Cage 5,4,Bite/Fight,Cage 5,1,Freeze/immobility,,,
1/17/2020 9:42:09,Cage 2,Cage 2,1,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,Yes
1/17/2020 9:42:30,Cage 3,Cage 4,2,"Bite/Fight, Chase",Cage 1,1,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 9:42:44,Cage 2,Cage 2,1,Bite/Fight,Cage 3,3,Freeze/immobility,,,
1/17/2020 9:43:06,Cage 3,Cage 4,2,Bite/Fight,Cage 1,1,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:43:24,Cage 4,Cage 1,2,Bite/Fight,Cage 2,2,Freeze/immobility,,,
1/17/2020 9:43:44,Cage 1,Cage 2,4,"Bite/Fight, Chase",Cage 1,4,Flee,,,Yes
1/17/2020 9:44:00,Cage 1,Cage 1,4,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:44:37,Cage 3,Cage 4,2,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:45:11,Cage 3,Cage 4,2,"Bite/Fight, Chase",Cage 3,2,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 9:45:29,Cage 2,Cage 2,1,"Bite/Fight, Chase",Cage 4,4,"Flee, Freeze/immobility",,,
1/17/2020 9:45:43,Cage 3,Cage 4,2,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:45:58,Cage 2,Cage 2,1,Bite/Fight,Cage 4,4,Flee,,,
1/17/2020 9:46:10,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 3,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:46:33,Cage 5,Cage 5,3,"Bite/Fight, Chase",Cage 5,1,"Flee, Freeze/immobility",,,
1/17/2020 9:46:54,Cage 3,Cage 4,2,Bite/Fight,Cage 1,1,Subordinate posture,,,
1/17/2020 9:47:05,Cage 3,Cage 4,2,"Bite/Fight, Chase",Cage 3,2,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 9:47:20,Cage 2,Cage 2,1,Bite/Fight,Cage 4,4,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:48:02,Cage 2,Cage 2,1,Bite/Fight,Cage 1,3,Freeze/immobility,,,
1/17/2020 9:48:11,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 4,4,Freeze/immobility,,,
1/17/2020 9:49:15,Cage 5,Cage 5,4,"Lunge, Bite/Fight",Cage 5,2,Freeze/immobility,,,
1/17/2020 9:49:32,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 4,4,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:50:54,Cage 3,Cage 4,2,Bite/Fight,Cage 3,2,Freeze/immobility,,,
1/17/2020 9:51:08,Cage 2,Cage 2,1,"Bite/Fight, Chase",Cage 4,4,"Flee, Freeze/immobility",,,
1/17/2020 9:51:54,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,3,"Flee, Freeze/immobility",,,
1/17/2020 9:52:08,Cage 2,Cage 2,1,Bite/Fight,Cage 1,3,"Flee, Freeze/immobility",,,
1/17/2020 9:52:37,Cage 1,Cage 3,4,Bite/Fight,Cage 1,4,Freeze/immobility,,,
1/17/2020 9:53:18,Cage 5,Cage 5,4,Mount,Cage 5,1,Freeze/immobility,,,Yes
1/17/2020 9:54:23,Cage 2,Cage 2,1,Bite/Fight,Cage 1,3,"Flee, Freeze/immobility",,,
1/17/2020 9:54:35,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 3,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:54:48,Cage 5,Cage 5,4,"Bite/Fight, Chase",Cage 5,1,"Flee, Freeze/immobility",,,
1/17/2020 9:55:28,Cage 4,Cage 3,1,Bite/Fight,Cage 2,2,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:55:51,Cage 3,Cage 4,2,"Bite/Fight, Chase",Cage 1,1,"Flee, Freeze/immobility",,,
1/17/2020 9:56:09,Cage 2,Cage 2,1,"Bite/Fight, Chase",Cage 3,3,"Flee, Freeze/immobility",,,
1/17/2020 9:56:22,Cage 3,Cage 4,2,Bite/Fight,Cage 2,3,"Flee, Subordinate posture",,,
1/17/2020 9:56:57,Cage 3,Cage 4,2,Lunge,Cage 3,2,Subordinate posture,,,
1/17/2020 9:57:30,Cage 1,Cage 3,4,Bite/Fight,Cage 2,4,Freeze/immobility,,,
1/17/2020 9:57:41,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 3,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 9:59:02,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:01:22,Cage 4,Cage 3,1,Bite/Fight,Cage 2,2,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:01:31,Cage 3,Cage 3,2,Bite/Fight,Cage 1,1,Freeze/immobility,,,
1/17/2020 10:01:56,Cage 3,Cage 4,2,Bite/Fight,Cage 1,1,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:02:25,Cage 2,Cage 2,1,"Bite/Fight, Chase",Cage 1,3,"Flee, Subordinate posture",,,
1/17/2020 10:03:02,Cage 5,Cage 5,3,"Bite/Fight, Chase",Cage 5,1,"Flee, Freeze/immobility",,,
1/17/2020 10:03:45,Cage 4,Cage 1,2,Bite/Fight,Cage 3,1,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 10:03:45,Cage 5,Cage 5,3,"Lunge, Bite/Fight",Cage 5,4,Freeze/immobility,,,
1/17/2020 10:03:45,Cage 5,Cage 5,3,"Bite/Fight, Chase",Cage 5,1,"Flee, Freeze/immobility",,,
1/17/2020 10:06:16,Cage 3,Cage 4,2,"Lunge, Bite/Fight",Cage 1,1,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:06:35,Cage 4,Cage 1,2,Bite/Fight,Cage 3,1,Freeze/immobility,,,
1/17/2020 10:06:37,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,3,Freeze/immobility,,,
1/17/2020 10:06:51,Cage 5,Cage 5,3,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:09:16,Cage 2,Cage 2,1,"Lunge, Bite/Fight, Chase",Cage 1,3,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 10:10:41,Cage 2,Cage 2,1,Lunge,Cage 4,4,Flee,,,
1/17/2020 10:14:50,Cage 5,Cage 5,3,Bite/Fight,Cage 5,1,"Flee, Freeze/immobility",,,
1/17/2020 10:15:43,Cage 2,Cage 2,1,"Bite/Fight, Chase",Cage 1,3,"Flee, Subordinate posture",,,
1/17/2020 10:17:12,Cage 5,Cage 5,3,"Lunge, Bite/Fight",Cage 5,2,Freeze/immobility,,,
1/17/2020 10:17:29,Cage 3,Cage 4,2,"Lunge, Bite/Fight",Cage 3,2,"Flee, Freeze/immobility",,,
1/17/2020 10:18:00,Cage 2,Cage 2,1,Bite/Fight,Cage 1,3,"Flee, Freeze/immobility",,,
1/17/2020 10:18:09,Cage 2,Cage 2,1,"Bite/Fight, Chase",Cage 4,4,"Flee, Subordinate posture",,,
1/17/2020 10:18:31,Cage 1,Cage 2,4,Bite/Fight,Cage 1,4,Freeze/immobility,,,
1/17/2020 10:19:37,Cage 3,Cage 4,2,"Bite/Fight, Chase",Cage 3,2,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 10:19:57,Cage 3,Cage 4,2,"Lunge, Bite/Fight",Cage 2,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:20:46,Cage 5,Cage 5,4,Mount,Cage 5,1,Freeze/immobility,,,
1/17/2020 10:21:09,Cage 3,Cage 4,2,"Lunge, Bite/Fight",Cage 3,2,"Flee, Subordinate posture",,,
1/17/2020 10:21:33,Cage 1,Cage 3,4,Bite/Fight,Cage 1,4,Flee,,,
1/17/2020 10:22:18,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:22:30,Cage 3,Cage 4,2,"Bite/Fight, Chase",Cage 2,3,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 10:23:02,Cage 1,Cage 3,4,Sniff,Cage 2,4,Subordinate posture,,,
1/17/2020 10:23:31,Cage 3,Cage 4,2,Bite/Fight,Cage 2,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:23:41,Cage 2,Cage 2,1,Bite/Fight,Cage 1,3,Freeze/immobility,,,
1/17/2020 10:25:23,Cage 3,Cage 4,2,"Lunge, Bite/Fight",Cage 3,2,"Flee, Freeze/immobility",,,
1/17/2020 10:25:34,Cage 3,Cage 4,2,Bite/Fight,Cage 1,1,Freeze/immobility,,,
1/17/2020 10:26:40,Cage 3,Cage 4,2,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:26:52,Cage 2,Cage 2,1,"Bite/Fight, Chase",Cage 1,3,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 10:27:38,Cage 4,Cage 3,1,Bite/Fight,Cage 4,1,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:29:33,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,3,"Flee, Freeze/immobility",,,
1/17/2020 10:29:57,Cage 3,Cage 4,2,"Lunge, Bite/Fight, Chase, Allogroom",Cage 1,1,"Flee, Subordinate posture, Freeze/immobility",,,
1/17/2020 10:30:13,Cage 2,Cage 4,4,Bite/Fight,Cage 1,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:32:10,Cage 2,Cage 1,3,Lunge,Cage 3,3,Freeze/immobility,,,
1/17/2020 10:37:20,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 3,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:38:13,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,3,Freeze/immobility,,,
1/17/2020 10:38:31,Cage 3,Cage 4,2,"Bite/Fight, Chase",Cage 2,3,"Flee, Freeze/immobility",,,
1/17/2020 10:38:31,Cage 4,Cage 1,2,Bite/Fight,Cage 2,2,Freeze/immobility,,,
1/17/2020 10:39:33,Cage 3,Cage 4,2,"Lunge, Bite/Fight",Cage 3,2,"Flee, Freeze/immobility",,,
1/17/2020 10:39:54,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 3,3,"Subordinate posture, Freeze/immobility",,,
1/17/2020 10:40:24,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,End,
