Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
12/13/2019 9:36:47,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
12/13/2019 9:37:51,Cage 1,Cage 4,4,"Lunge, Bite/Fight",Cage 3,4,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:38:08,Cage 5,Cage 5,2,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture",,,
12/13/2019 9:39:06,Cage 2,Cage 3,2,Sniff,Cage 2,1,"Subordinate posture, Walk away",,,
12/13/2019 9:40:51,Cage 1,Cage 4,4,Bite/Fight,Cage 3,4,Subordinate posture,,,
12/13/2019 9:41:08,Cage 1,Cage 4,4,Bite/Fight,Cage 1,3,Subordinate posture,,,
12/13/2019 9:41:27,Cage 1,Cage 4,4,"Bite/Fight, Chase",Cage 2,2,"Flee, Subordinate posture, Freeze/immobility",,,
12/13/2019 9:41:50,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 4,2,"Flee, Subordinate posture",,,
12/13/2019 9:42:08,Cage 2,Cage 2,1,Bite/Fight,Cage 1,1,"Flee, Subordinate posture",,,
12/13/2019 9:43:18,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 4,2,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:44:05,Cage 5,Cage 5,2,"Lunge, Bite/Fight",Cage 5,3,Subordinate posture,,,
12/13/2019 9:44:16,Cage 1,Cage 4,4,"Lunge, Bite/Fight",Cage 2,2,Freeze/immobility,,,
12/13/2019 9:45:20,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,1,Freeze/immobility,,,
12/13/2019 9:46:24,Cage 5,Cage 5,2,"Lunge, Bite/Fight",Cage 5,4,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:46:40,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 4,2,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:46:51,Cage 2,Cage 2,1,Bite/Fight,Cage 3,2,Flee,,,
12/13/2019 9:48:06,Cage 1,Cage 4,4,Bite/Fight,Cage 2,2,Flee,,,
12/13/2019 9:48:25,Cage 1,Cage 4,4,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:48:43,Cage 2,Cage 2,1,"Bite/Fight, Chase, Sniff",Cage 3,2,"Flee, Freeze/immobility",,,
12/13/2019 9:49:07,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 3,2,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:50:12,Cage 1,Cage 4,4,"Bite/Fight, Sniff",Cage 3,4,Subordinate posture,,,
12/13/2019 9:50:32,Cage 4,Cage 3,3,"Bite/Fight, Chase",Cage 4,3,"Flee, Subordinate posture",,,
12/13/2019 9:51:07,Cage 3,Cage 4,1,"Bite/Fight, Chase, Sniff",Cage 2,4,"Flee, Subordinate posture, Freeze/immobility",,,
12/13/2019 9:51:51,Cage 3,Cage 4,1,"Bite/Fight, Chase",Cage 1,2,"Flee, Freeze/immobility",,,
12/13/2019 9:52:07,Cage 3,Cage 4,1,"Lunge, Bite/Fight",Cage 2,4,Freeze/immobility,,,
12/13/2019 9:52:34,Cage 5,Cage 5,2,Bite/Fight,Cage 5,3,Subordinate posture,,,
12/13/2019 9:52:49,Cage 5,Cage 5,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:53:01,Cage 1,Cage 4,4,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:53:32,Cage 4,Cage 4,3,Bite/Fight,Cage 2,3,Freeze/immobility,,,
12/13/2019 9:53:54,Cage 2,Cage 2,1,Bite/Fight,Cage 1,1,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:54:17,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 1,1,"Flee, Freeze/immobility",,,
12/13/2019 9:55:00,Cage 3,Cage 4,1,"Bite/Fight, Chase",Cage 1,2,"Flee, Freeze/immobility",,,
12/13/2019 9:55:18,Cage 3,Cage 4,1,Bite/Fight,Cage 2,4,Freeze/immobility,,,
12/13/2019 9:55:45,Cage 4,Cage 4,3,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,
12/13/2019 9:56:07,Cage 5,Cage 5,2,Bite/Fight,Cage 5,3,Freeze/immobility,,,
12/13/2019 9:56:28,Cage 4,Cage 3,3,"Lunge, Chase",Cage 1,4,Flee,,,
12/13/2019 9:56:40,Cage 1,Cage 4,4,Bite/Fight,Cage 3,4,Freeze/immobility,,,
12/13/2019 9:57:07,Cage 4,Cage 3,3,"Bite/Fight, Chase",Cage 4,3,"Flee, Subordinate posture, Freeze/immobility",,,
