Timestamp,Cage,Animal 1,Animal 1- Behavior,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
11/1/2019 15:02:12,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
11/1/2019 15:02:45,Cage 5,1,Bite/Fight,2,Freeze/immobility,,,
11/1/2019 15:06:52,Cage 5,4,Bite/Fight,2,Flee,,,
11/1/2019 15:08:19,Cage 5,1,Lunge,4,Flee,,,
11/1/2019 15:08:36,Cage 5,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
11/1/2019 15:08:53,Cage 5,1,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
11/1/2019 15:09:25,Cage 5,1,Bite/Fight,3,"Flee, Subordinate posture",,,
11/1/2019 15:11:17,Cage 3,2,Sniff,3,"Subordinate posture, Freeze/immobility",,,
11/1/2019 15:12:55,Cage 3,2,Bite/Fight,4,Freeze/immobility,,,
11/1/2019 15:15:42,Cage 5,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/1/2019 15:17:16,Cage 3,2,Sniff,1,Subordinate posture,,,
11/1/2019 15:17:56,Cage 3,2,"Lunge, Bite/Fight",1,"Flee, Freeze/immobility",,,
11/1/2019 15:19:02,Cage 3,2,Bite/Fight,3,Freeze/immobility,,,
11/1/2019 15:19:42,Cage 4,1,Bite/Fight,4,Freeze/immobility,,,
11/1/2019 15:20:09,Cage 5,4,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
11/1/2019 15:23:04,Cage 2,2,Bite/Fight,4,Flee,,,
11/1/2019 15:26:11,Cage 1,1,Allogroom,2,N/A,,,
11/1/2019 15:26:44,Cage 3,3,Lunge,4,Flee,,,
11/1/2019 15:28:57,Cage 5,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
11/1/2019 15:30:30,Cage 3,2,Bite/Fight,3,"Flee, Subordinate posture, Freeze/immobility",,,
11/1/2019 15:31:56,Cage 5,1,"Bite/Fight, Chase",2,"Flee, Subordinate posture, Freeze/immobility",,,
11/1/2019 15:35:19,Cage 2,2,"Lunge, Bite/Fight",1,"Flee, Freeze/immobility",,,
11/1/2019 15:36:44,Cage 1,1,"Sniff, Allogroom",4,Freeze/immobility,,,
11/1/2019 15:36:51,Cage 2,2,Bite/Fight,1,Subordinate posture,,,Yes
11/1/2019 15:41:00,Cage 4,2,Bite/Fight,3,"Flee, Freeze/immobility",,,
11/1/2019 15:42:19,Cage 4,2,"Bite/Fight, Chase",3,Flee,,,
11/1/2019 15:42:32,Cage 3,4,Bite/Fight,1,Subordinate posture,,,
11/1/2019 15:43:50,Cage 3,2,Bite/Fight,1,"Flee, Subordinate posture",,,
11/1/2019 15:45:59,Cage 3,3,"Lunge, Bite/Fight",1,"Flee, Freeze/immobility",,,
11/1/2019 15:46:59,Cage 2,2,"Bite/Fight, Chase",4,"Flee, Subordinate posture, Freeze/immobility",,,
11/1/2019 15:47:07,Cage 2,2,Bite/Fight,3,Freeze/immobility,,,
11/1/2019 15:47:23,Cage 2,2,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,Yes
11/1/2019 15:48:15,Cage 4,1,"Lunge, Bite/Fight",3,"Subordinate posture, Freeze/immobility",,,
11/1/2019 15:48:34,Cage 4,1,Bite/Fight,3,Freeze/immobility,,,
11/1/2019 15:50:02,Cage 3,2,"Lunge, Bite/Fight",3,"Flee, Freeze/immobility",,,
11/1/2019 15:50:20,Cage 4,1,Sniff,3,Flee,,,
11/1/2019 15:50:53,Cage 5,1,"Lunge, Bite/Fight, Chase",4,"Flee, Subordinate posture, Freeze/immobility",,,
11/1/2019 15:51:23,Cage 1,4,"Bite/Fight, Mount",2,"Subordinate posture, Freeze/immobility",,,
11/1/2019 15:51:47,Cage 3,2,"Lunge, Bite/Fight",3,"Subordinate posture, Freeze/immobility",,,
11/1/2019 15:53:21,Cage 4,1,Mount,3,Freeze/immobility,,,
11/1/2019 15:53:43,Cage 2,2,"Bite/Fight, Chase",4,"Flee, Subordinate posture",,,
11/1/2019 16:00:21,Cage 1,1,Lunge,1,Lunge,Tmm,End,
11/2/2019 11:28:48,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
11/2/2019 11:30:36,Cage 2,2,"Lunge, Bite/Fight",1,Freeze/immobility,,,
11/2/2019 11:31:30,Cage 3,1,Bite/Fight,4,"Flee, Freeze/immobility",,,
11/2/2019 11:32:07,Cage 5,1,Bite/Fight,3,Freeze/immobility,,,
11/2/2019 11:32:42,Cage 5,1,"Lunge, Bite/Fight",4,"Subordinate posture, Freeze/immobility",,,
11/2/2019 11:33:02,Cage 2,2,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
11/2/2019 11:34:03,Cage 5,4,"Lunge, Bite/Fight",3,Freeze/immobility,,,
11/2/2019 11:34:29,Cage 4,2,"Chase, Mount",3,"Flee, Freeze/immobility",,,
11/2/2019 11:35:43,Cage 4,4,Bite/Fight,2,Freeze/immobility,,,
11/2/2019 11:36:02,Cage 5,4,"Lunge, Bite/Fight, Sniff",3,"Flee, Freeze/immobility",,,
11/2/2019 11:36:12,Cage 5,4,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/2/2019 11:36:37,Cage 5,4,"Lunge, Bite/Fight",3,Freeze/immobility,,,
11/2/2019 11:40:05,Cage 5,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/2/2019 11:41:26,Cage 5,1,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
11/2/2019 11:44:14,Cage 4,3,Allogroom,1,N/A,,,
11/2/2019 11:44:58,Cage 5,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/2/2019 11:45:31,Cage 5,1,Bite/Fight,4,Freeze/immobility,,,
11/2/2019 11:46:13,Cage 2,2,"Lunge, Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
11/2/2019 11:47:34,Cage 5,1,"Lunge, Bite/Fight",3,Flee,,,
11/2/2019 11:48:22,Cage 5,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/2/2019 11:50:23,Cage 5,4,"Sniff, Allogroom",2,Freeze/immobility,,,
11/2/2019 11:50:41,Cage 2,2,"Chase, Sniff",4,"Chase, Subordinate posture",,,
