Timestamp,Cage,Animal 1,Animal 1- Behavior,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
12/6/2019 13:29:18,Cage 1,1,Lunge,1,Lunge,Tmm ,Start,
12/6/2019 13:31:27,Cage 5,3,Bite/Fight,2,Subordinate posture,,,
12/6/2019 13:33:23,Cage 2,3,Bite/Fight,4,Flee,,,
12/6/2019 13:33:32,Cage 2,3,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
12/6/2019 13:34:04,Cage 5,3,"Lunge, Bite/Fight",2,"Subordinate posture, Freeze/immobility",,,
12/6/2019 13:37:15,Cage 5,3,Bite/Fight,1,Freeze/immobility,,,
12/6/2019 13:40:05,Cage 3,4,"Lunge, Bite/Fight",2,Freeze/immobility,,,
12/6/2019 13:40:22,Cage 5,3,"Lunge, Bite/Fight",1,"Subordinate posture, Freeze/immobility",,,
12/6/2019 13:45:06,Cage 2,3,Bite/Fight,4,Subordinate posture,,,
12/6/2019 13:45:26,Cage 5,3,"Lunge, Chase",1,"Flee, Subordinate posture",,,
12/6/2019 13:45:50,Cage 3,1,Bite/Fight,4,Freeze/immobility,,,
12/6/2019 13:46:23,Cage 2,3,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
12/6/2019 13:49:38,Cage 5,3,"Lunge, Bite/Fight",1,"Flee, Subordinate posture, Freeze/immobility",,,
12/6/2019 13:50:16,Cage 2,3,"Bite/Fight, Chase",4,Flee,,,
12/6/2019 13:51:26,Cage 2,3,Bite/Fight,4,Freeze/immobility,,,
12/6/2019 13:55:59,Cage 5,3,"Bite/Fight, Chase",1,"Flee, Subordinate posture, Freeze/immobility",,,
12/6/2019 13:56:58,Cage 5,3,"Lunge, Bite/Fight",1,Subordinate posture,,,
12/6/2019 13:57:43,Cage 5,3,"Lunge, Bite/Fight",4,"Subordinate posture, Freeze/immobility",,,
12/6/2019 13:58:50,Cage 5,3,Bite/Fight,1,Subordinate posture,,,
12/6/2019 14:00:18,Cage 2,3,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
12/6/2019 14:01:43,Cage 5,3,"Lunge, Chase",4,Flee,,,
12/6/2019 14:02:17,Cage 3,4,Sniff,2,Walk away,,,
12/6/2019 14:05:35,Cage 4,2,Bite/Fight,3,Freeze/immobility,,,
