Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
1/16/2020 9:36:25,Cage 1,Cage 5,4,Bite/Fight,Cage 2,1,Subordinate posture,,,Yes
1/16/2020 9:38:49,Cage 1,Cage 1,3,"Lunge, Bite/Fight, Subordinate posture",Cage 5,4,"Bite/Fight, Chase, Subordinate posture",,,
1/16/2020 9:39:17,Cage 1,Cage 1,3,Bite/Fight,Cage 5,4,"Bite/Fight, Flee",,,
1/16/2020 9:39:40,Cage 1,Cage 1,3,Bite/Fight,Cage 5,4,"Bite/Fight, Subordinate posture, Walk away",,,Yes
1/16/2020 9:42:58,Cage 1,Cage 1,3,"Lunge, Bite/Fight, Subordinate posture",Cage 5,4,Bite/Fight,,,
1/16/2020 9:46:46,Cage 1,Cage 1,3,"Bite/Fight, Chase",Cage 2,1,"Flee, Freeze/immobility",,,
1/16/2020 9:49:25,Cage 1,Cage 5,4,Bite/Fight,Cage 4,3,Freeze/immobility,,,
1/16/2020 9:49:53,Cage 1,Cage 1,3,"Bite/Fight, Sniff",Cage 4,3,"Subordinate posture, Freeze/immobility",,,Yes
1/16/2020 9:50:58,Cage 1,Cage 5,4,"Bite/Fight, Sniff",Cage 4,3,Subordinate posture,,,
1/16/2020 9:53:48,Cage 1,Cage 5,4,Bite/Fight,Cage 4,3,"Subordinate posture, Freeze/immobility",,,
1/16/2020 9:55:45,Cage 1,Cage 5,4,"Lunge, Bite/Fight, Flee",Cage 1,3,"Bite/Fight, Chase, Subordinate posture",,,
1/16/2020 9:56:01,Cage 1,Cage 1,3,Bite/Fight,Cage 2,1,"Subordinate posture, Freeze/immobility",,,
1/16/2020 10:01:02,Cage 1,Cage 1,3,"Bite/Fight, Sniff",Cage 5,4,"Subordinate posture, Freeze/immobility",,,
1/16/2020 10:02:29,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 5,4,"Bite/Fight, Flee",,,
1/16/2020 10:04:54,Cage 1,Cage 1,3,Sniff,Cage 2,1,Freeze/immobility,,,
1/16/2020 10:08:32,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 5,4,"Subordinate posture, Freeze/immobility",,,
1/16/2020 10:08:49,Cage 1,Cage 1,3,Bite/Fight,Cage 4,3,"Subordinate posture, Freeze/immobility",,,
1/16/2020 10:09:12,Cage 1,Cage 1,3,"Lunge, Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture",,,
1/16/2020 10:09:25,Cage 1,Cage 5,4,Bite/Fight,Cage 4,3,Freeze/immobility,,,
1/16/2020 10:09:49,Cage 1,Cage 1,3,"Lunge, Bite/Fight",Cage 5,4,Freeze/immobility,,,
