Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
11/7/2019 9:36:36,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
11/7/2019 9:37:23,Cage 2,Cage 2,3,Bite/Fight,Cage 5,4,"Flee, Freeze/immobility",,,
11/7/2019 9:37:41,Cage 1,Cage 5,1,Bite/Fight,Cage 2,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:38:48,Cage 1,Cage 4,1,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:39:26,Cage 3,Cage 2,1,Bite/Fight,Cage 5,3,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:40:09,Cage 2,Cage 3,3,Bite/Fight,Cage 2,3,"Flee, Subordinate posture",,,
11/7/2019 9:40:37,Cage 2,Cage 3,3,"Lunge, Bite/Fight",Cage 5,4,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:40:51,Cage 2,Cage 3,3,"Lunge, Bite/Fight",Cage 2,3,Flee,,,
11/7/2019 9:41:13,Cage 2,Cage 4,2,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:41:39,Cage 1,Cage 4,1,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:41:58,Cage 1,Cage 4,1,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:42:17,Cage 3,Cage 2,1,Bite/Fight,Cage 5,3,Freeze/immobility,,,
11/7/2019 9:42:43,Cage 3,Cage 2,1,Bite/Fight,Cage 3,1,"Subordinate posture, Freeze/immobility",,,Yes
11/7/2019 9:43:26,Cage 2,Cage 3,3,"Lunge, Bite/Fight",Cage 5,4,Subordinate posture,,,
11/7/2019 9:43:46,Cage 1,Cage 4,1,Bite/Fight,Cage 2,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:44:14,Cage 1,Cage 4,1,Bite/Fight,Cage 2,2,Freeze/immobility,,,
11/7/2019 9:44:28,Cage 1,Cage 4,1,Bite/Fight,Cage 5,1,"Flee, Subordinate posture, Freeze/immobility",,,
11/7/2019 9:45:23,Cage 3,Cage 2,1,Bite/Fight,Cage 4,4,Freeze/immobility,,,
11/7/2019 9:45:49,Cage 2,Cage 3,3,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture, Freeze/immobility",,,
11/7/2019 9:46:14,Cage 3,Cage 2,1,Bite/Fight,Cage 4,4,Freeze/immobility,,,
11/7/2019 9:47:07,Cage 2,Cage 3,3,Bite/Fight,Cage 5,4,Flee,,,
11/7/2019 9:47:23,Cage 3,Cage 2,1,"Bite/Fight, Chase",Cage 4,4,"Flee, Freeze/immobility",,,
11/7/2019 9:47:53,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 2,2,"Subordinate posture, Freeze/immobility",,,Yes
11/7/2019 9:48:04,Cage 1,Cage 4,1,Bite/Fight,Cage 3,2,Freeze/immobility,,,
11/7/2019 9:48:27,Cage 2,Cage 3,3,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture, Freeze/immobility",,,
11/7/2019 9:49:02,Cage 2,Cage 3,3,"Lunge, Bite/Fight",Cage 4,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:49:22,Cage 1,Cage 3,2,Bite/Fight,Cage 2,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:49:57,Cage 2,Cage 3,3,Bite/Fight,Cage 2,3,"Flee, Subordinate posture",,,
11/7/2019 9:50:18,Cage 1,Cage 4,1,Bite/Fight,Cage 2,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:51:15,Cage 5,Cage 1,2,Bite/Fight,Cage 1,3,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:51:38,Cage 5,Cage 1,2,Bite/Fight,Cage 1,3,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:51:56,Cage 3,Cage 2,1,"Lunge, Bite/Fight",Cage 4,4,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:52:33,Cage 2,Cage 3,3,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture, Freeze/immobility",,,Yes
11/7/2019 9:53:00,Cage 3,Cage 2,1,Bite/Fight,Cage 3,1,"Flee, Freeze/immobility",,,
11/7/2019 9:53:15,Cage 3,Cage 2,1,"Lunge, Bite/Fight",Cage 3,1,Subordinate posture,,,
11/7/2019 9:53:42,Cage 3,Cage 2,1,"Lunge, Bite/Fight",Cage 5,3,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:54:02,Cage 2,Cage 3,3,Bite/Fight,Cage 2,3,Subordinate posture,,,Yes
11/7/2019 9:54:29,Cage 3,Cage 2,1,"Bite/Fight, Chase",Cage 3,1,"Flee, Subordinate posture, Freeze/immobility",,,Yes
11/7/2019 9:54:45,Cage 1,Cage 4,1,Bite/Fight,Cage 5,1,"Flee, Subordinate posture",,,
11/7/2019 9:55:39,Cage 2,Cage 2,3,Lunge,Cage 4,2,Subordinate posture,,,
11/7/2019 9:56:35,Cage 2,Cage 3,3,Bite/Fight,Cage 4,2,"Flee, Freeze/immobility",,,
11/7/2019 9:57:05,Cage 2,Cage 3,3,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
11/7/2019 9:57:42,Cage 2,Cage 3,3,Bite/Fight,Cage 5,4,"Flee, Freeze/immobility",,,
11/7/2019 9:58:03,Cage 3,Cage 2,1,"Bite/Fight, Chase",Cage 4,4,"Flee, Freeze/immobility",,,
11/7/2019 9:58:18,Cage 3,Cage 2,1,Bite/Fight,Cage 5,3,Freeze/immobility,,,
11/7/2019 9:58:44,Cage 1,Cage 4,1,Bite/Fight,Cage 5,1,Subordinate posture,,,
11/7/2019 9:58:59,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 5,1,"Flee, Subordinate posture",,,
11/7/2019 9:59:33,Cage 3,Cage 2,1,"Lunge, Bite/Fight",Cage 3,1,"Subordinate posture, Freeze/immobility",,,
11/7/2019 10:00:25,Cage 2,Cage 3,3,Bite/Fight,Cage 2,3,Flee,,,
11/7/2019 10:00:43,Cage 2,Cage 3,3,Bite/Fight,Cage 2,3,"Flee, Subordinate posture",,,
11/7/2019 10:01:45,Cage 2,Cage 3,3,"Bite/Fight, Chase",Cage 5,4,Flee,,,
11/7/2019 10:02:03,Cage 2,Cage 3,3,Bite/Fight,Cage 2,3,Subordinate posture,,,
11/7/2019 10:02:58,Cage 5,Cage 1,1,Bite/Fight,Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/7/2019 10:03:09,Cage 5,Cage 1,1,Bite/Fight,Cage 1,4,Flee,,,
11/7/2019 10:03:27,Cage 3,Cage 2,1,"Bite/Fight, Chase",Cage 4,4,"Flee, Freeze/immobility",,,
