Timestamp,Cage,Animal 1,Animal 1- Behavior,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
9/27/2019 10:59:42,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
9/27/2019 11:01:23,Cage 4,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:02:08,Cage 4,1,Bite/Fight,2,Freeze/immobility,,,
9/27/2019 11:03:01,Cage 5,3,"Lunge, Sniff",4,Subordinate posture,,,
9/27/2019 11:03:27,Cage 3,1,Mount,2,Walk away,,,
9/27/2019 11:05:25,Cage 4,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:05:39,Cage 4,1,"Bite/Fight, Sniff",4,Subordinate posture,,,
9/27/2019 11:07:39,Cage 4,1,"Bite/Fight, Sniff",4,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:10:34,Cage 4,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:11:14,Cage 3,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:12:25,Cage 3,1,Sniff,3,Walk away,,,
9/27/2019 11:13:45,Cage 4,2,"Subordinate posture, Freeze/immobility, Sniff",1,"Lunge, Bite/Fight",,,
9/27/2019 11:14:04,Cage 4,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:14:30,Cage 4,1,"Lunge, Bite/Fight",4,Subordinate posture,Cage 4 - 1 is dom,,
9/27/2019 11:15:13,Cage 5,3,"Bite/Fight, Chase",1,"Flee, Freeze/immobility",,,
9/27/2019 11:16:32,Cage 3,1,Mount,3,Freeze/immobility,,,
9/27/2019 11:17:00,Cage 3,2,"Lunge, Bite/Fight, Chase",4,"Flee, Subordinate posture, Freeze/immobility, Sniff",,,
9/27/2019 11:17:27,Cage 2,1,Bite/Fight,3,"Flee, Subordinate posture",,,
9/27/2019 11:18:27,Cage 5,1,Bite/Fight,2,Subordinate posture,,,
9/27/2019 11:18:59,Cage 4,1,Bite/Fight,2,Freeze/immobility,,,
9/27/2019 11:24:14,Cage 4,1,Bite/Fight,2,Freeze/immobility,,,
9/27/2019 11:25:12,Cage 1,1,Chase,2,"Flee, Freeze/immobility",,,
9/27/2019 11:26:36,Cage 1,1,Bite/Fight,3,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:27:57,Cage 1,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:28:24,Cage 1,2,Lunge,4,Freeze/immobility,,,
9/27/2019 11:28:39,Cage 1,1,"Lunge, Bite/Fight, Mount",2,"Flee, Subordinate posture",,,
9/27/2019 11:29:35,Cage 4,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:30:02,Cage 1,1,"Lunge, Bite/Fight",3,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:30:47,Cage 3,1,"Bite/Fight, Mount",3,"Freeze/immobility, Walk away",,,
9/27/2019 11:31:59,Cage 3,2,Allogroom,1,N/A,,,
9/27/2019 11:32:15,Cage 3,2,Mount,3,"Flee, Freeze/immobility",,,
9/27/2019 11:33:09,Cage 4,1,Lunge,4,Subordinate posture,,,
9/27/2019 11:34:16,Cage 3,1,"Lunge, Mount",3,"Flee, Freeze/immobility",,,
9/27/2019 11:40:52,Cage 1,1,Lunge,4,Freeze/immobility,,,
9/27/2019 11:44:27,Cage 3,1,"Bite/Fight, Mount",3,Freeze/immobility,,,
9/27/2019 11:48:38,Cage 1,1,"Lunge, Bite/Fight",2,"Subordinate posture, Walk away",,,
9/27/2019 11:48:56,Cage 1,1,Sniff,3,Subordinate posture,,,
9/27/2019 11:50:07,Cage 3,1,"Lunge, Bite/Fight",3,"Subordinate posture, Freeze/immobility",,,
9/27/2019 11:50:32,Cage 1,1,"Bite/Fight, Chase",4,"Flee, Subordinate posture, Freeze/immobility",,,
9/27/2019 11:52:29,Cage 3,3,Allogroom,4,N/A,,,
9/27/2019 11:59:23,Cage 1,1,Lunge,1,Lunge,Tmm,End,
9/27/2019 14:26:18,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
9/27/2019 14:27:35,Cage 4,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
9/27/2019 14:28:33,Cage 4,1,"Lunge, Bite/Fight",3,"Subordinate posture, Freeze/immobility",,,
9/27/2019 14:33:06,Cage 1,3,Sniff,1,"Sniff, Walk away",,,
9/27/2019 14:33:37,Cage 1,1,"Bite/Fight, Sniff",3,"Subordinate posture, Freeze/immobility",,,
9/27/2019 14:35:01,Cage 3,4,Allogroom,1,N/A,,,
9/27/2019 14:37:13,Cage 3,1,"Bite/Fight, Mount",3,"Flee, Freeze/immobility",,,
9/27/2019 14:38:23,Cage 1,1,Lunge,3,Subordinate posture,,,
9/27/2019 14:39:58,Cage 3,1,"Lunge, Mount",3,Freeze/immobility,,,
9/27/2019 14:42:42,Cage 2,1,Bite/Fight,4,Freeze/immobility,,,
9/27/2019 14:48:37,Cage 5,3,"Lunge, Chase",4,"Flee, Subordinate posture",,,
9/27/2019 14:48:54,Cage 5,3,Bite/Fight,4,Subordinate posture,,,
9/27/2019 14:52:42,Cage 5,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
9/27/2019 14:53:29,Cage 5,4,Sniff,1,Flee,,,
9/27/2019 14:54:54,Cage 5,3,Bite/Fight,1,Subordinate posture,,,
9/27/2019 14:55:18,Cage 5,3,Bite/Fight,2,Subordinate posture,,,
9/27/2019 14:55:35,Cage 5,3,Lunge,4,Flee,,,
9/27/2019 15:08:05,Cage 4,1,Bite/Fight,2,Subordinate posture,,,
9/27/2019 15:10:19,Cage 1,3,Sniff,4,Walk away,,,
9/27/2019 15:17:21,Cage 4,1,"Sniff, Allogroom",4,Subordinate posture,,,
9/27/2019 15:17:50,Cage 4,1,"Lunge, Bite/Fight",2,"Subordinate posture, Freeze/immobility",,,
9/27/2019 15:19:16,Cage 4,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
9/27/2019 15:19:40,Cage 4,1,Bite/Fight,4,Subordinate posture,,,
9/27/2019 15:22:09,Cage 1,1,Lunge,3,Flee,,,
9/27/2019 15:22:22,Cage 1,1,Bite/Fight,2,Flee,,,
9/27/2019 15:23:07,Cage 1,1,Lunge,1,Lunge,Tmm,End,
9/28/2019 12:58:59,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
9/28/2019 12:59:24,Cage 2,4,Mount,2,Freeze/immobility,,,
9/28/2019 12:59:50,Cage 4,1,Bite/Fight,4,"Flee, Freeze/immobility",,,
9/28/2019 13:01:33,Cage 3,1,Mount,4,Freeze/immobility,,,
9/28/2019 13:02:25,Cage 2,4,Mount,3,Freeze/immobility,,,
9/28/2019 13:02:56,Cage 1,2,"Lunge, Bite/Fight",3,"Subordinate posture, Freeze/immobility",,,
9/28/2019 13:03:37,Cage 1,2,Bite/Fight,3,Subordinate posture,,,
9/28/2019 13:04:31,Cage 3,1,"Chase, Mount",3,"Flee, Subordinate posture",,,
9/28/2019 13:05:03,Cage 2,1,Bite/Fight,4,"Flee, Freeze/immobility",,,
9/28/2019 13:05:34,Cage 2,1,"Bite/Fight, Mount",3,Subordinate posture,,,
9/28/2019 13:06:14,Cage 5,3,Bite/Fight,1,Freeze/immobility,,,
9/28/2019 13:07:24,Cage 3,1,Allogroom,2,N/A,,,
9/28/2019 13:07:47,Cage 5,1,Sniff,2,Sniff,,,
9/28/2019 13:08:14,Cage 5,1,"Lunge, Sniff",2,"Subordinate posture, Freeze/immobility",,,
9/28/2019 13:09:24,Cage 5,3,"Lunge, Bite/Fight",4,Subordinate posture,,,
9/28/2019 13:10:39,Cage 2,4,Mount,2,Freeze/immobility,,,
9/28/2019 13:13:33,Cage 2,1,"Mount, Sniff",4,"Freeze/immobility, Walk away",,,
9/28/2019 13:15:46,Cage 1,2,Bite/Fight,3,Subordinate posture,,,
9/28/2019 13:16:19,Cage 2,4,Mount,2,"Flee, Freeze/immobility",,,
9/28/2019 13:17:14,Cage 1,1,"Bite/Fight, Chase",3,"Flee, Subordinate posture",,,
9/28/2019 13:20:21,Cage 4,2,Sniff,4,Walk away,,,
9/28/2019 13:20:49,Cage 1,1,"Lunge, Bite/Fight",2,Freeze/immobility,,,
9/28/2019 13:22:18,Cage 1,1,"Bite/Fight, Chase",4,"Flee, Subordinate posture",,,
