Timestamp,Cage,Animal 1,Animal 1- Behavior,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
11/30/2019 11:16:51,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
11/30/2019 11:17:34,Cage 4,3,Bite/Fight,1,Freeze/immobility,,,
11/30/2019 11:18:21,Cage 2,1,Sniff,3,"Flee, Freeze/immobility",,,
11/30/2019 11:19:38,Cage 3,4,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
11/30/2019 11:19:53,Cage 3,4,"Lunge, Bite/Fight",1,Subordinate posture,,,
11/30/2019 11:23:53,Cage 5,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,Yes
11/30/2019 11:24:55,Cage 5,3,"Bite/Fight, Chase",1,"Flee, Subordinate posture",,,
11/30/2019 11:26:33,Cage 3,4,"Lunge, Bite/Fight",1,"Subordinate posture, Freeze/immobility",,,
11/30/2019 11:26:43,Cage 3,4,Lunge,3,Subordinate posture,,,
11/30/2019 11:30:31,Cage 3,4,"Lunge, Bite/Fight",3,"Subordinate posture, Freeze/immobility",,,
11/30/2019 11:31:10,Cage 1,2,Bite/Fight,4,Flee,,,
11/30/2019 11:31:19,Cage 1,3,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
11/30/2019 11:31:30,Cage 1,2,Bite/Fight,1,Flee,,,
11/30/2019 11:31:43,Cage 1,2,"Bite/Fight, Sniff",4,"Subordinate posture, Freeze/immobility",,,
11/30/2019 11:32:19,Cage 5,3,Bite/Fight,1,Subordinate posture,,,
11/30/2019 11:33:55,Cage 1,3,Lunge,1,Flee,,,
11/30/2019 11:37:06,Cage 3,4,"Lunge, Bite/Fight, Chase",3,"Flee, Subordinate posture, Freeze/immobility",,,
11/30/2019 11:38:14,Cage 1,3,Bite/Fight,2,Freeze/immobility,,,
11/30/2019 11:38:25,Cage 1,3,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
11/30/2019 11:38:32,Cage 1,3,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
11/30/2019 11:40:15,Cage 2,4,Bite/Fight,1,Freeze/immobility,,,
11/30/2019 11:47:53,Cage 4,3,Bite/Fight,4,Freeze/immobility,,,
11/30/2019 11:49:18,Cage 1,3,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
11/30/2019 11:50:10,Cage 1,4,Sniff,2,"Subordinate posture, Walk away",,,
11/30/2019 11:53:14,Cage 1,2,"Bite/Fight, Mount",1,"Flee, Freeze/immobility",,,
11/30/2019 11:53:23,Cage 1,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/30/2019 11:53:36,Cage 1,3,"Lunge, Bite/Fight",4,"Flee, Subordinate posture",,,
11/30/2019 11:59:45,Cage 4,1,Bite/Fight,4,"Flee, Subordinate posture",,,
11/30/2019 11:59:58,Cage 2,3,Mount,4,Freeze/immobility,,,
11/30/2019 12:05:19,Cage 4,1,Bite/Fight,4,"Flee, Freeze/immobility",,,
11/30/2019 12:05:33,Cage 4,1,"Bite/Fight, Chase",4,Flee,,,
11/30/2019 12:06:12,Cage 4,1,Bite/Fight,4,"Flee, Freeze/immobility",,,
11/30/2019 12:08:57,Cage 1,3,"Lunge, Chase",4,Flee,,,
11/30/2019 12:09:45,Cage 4,1,Chase,4,Flee,,,
11/30/2019 12:10:09,Cage 4,3,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
11/30/2019 12:10:51,Cage 4,2,Bite/Fight,1,Freeze/immobility,,,
11/30/2019 12:11:25,Cage 4,2,"Lunge, Bite/Fight",4,Flee,,,
11/30/2019 12:11:46,Cage 2,1,Sniff,3,Walk away,,,
11/30/2019 12:15:13,Cage 1,1,Lunge,1,Lunge,Tmm,End,
12/1/2019 14:30:51,Cage 1,1,Lunge,1,Lunge,Tmm,End,
12/1/2019 14:31:04,Cage 1,1,Lunge,1,Lunge,Tmm,End,
12/1/2019 14:31:21,Cage 1,2,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
12/1/2019 14:32:01,Cage 1,3,"Bite/Fight, Chase",4,"Flee, Subordinate posture",,,
12/1/2019 14:32:13,Cage 1,3,Bite/Fight,1,Subordinate posture,,,
12/1/2019 14:32:32,Cage 1,3,"Bite/Fight, Chase",2,"Flee, Subordinate posture, Freeze/immobility",,,
12/1/2019 14:33:01,Cage 2,1,Sniff,2,Subordinate posture,,,
12/1/2019 14:33:43,Cage 2,1,"Bite/Fight, Chase",3,Flee,,,
12/1/2019 14:34:06,Cage 2,1,Bite/Fight,4,"Subordinate posture, Freeze/immobility",,,
12/1/2019 14:35:27,Cage 4,3,Bite/Fight,1,Freeze/immobility,,,
12/1/2019 14:36:30,Cage 1,3,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
12/1/2019 14:36:42,Cage 1,3,Bite/Fight,4,Flee,,,
12/1/2019 14:36:52,Cage 4,3,"Bite/Fight, Chase",1,Flee,,,
