Timestamp,Cage,Animal 1,Animal 1- Behavior,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
1/10/2020 10:44:08,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
1/10/2020 10:53:28,Cage 2,1,Sniff,4,Freeze/immobility,,,
1/10/2020 10:55:06,Cage 5,4,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
1/10/2020 10:56:27,Cage 4,3,Bite/Fight,4,Freeze/immobility,,,
1/10/2020 10:56:59,Cage 4,3,"Lunge, Bite/Fight",4,Freeze/immobility,,,
1/10/2020 10:57:22,Cage 4,3,"Bite/Fight, Chase",4,"Flee, Freeze/immobility",,,
1/10/2020 10:58:10,Cage 5,4,Bite/Fight,2,Freeze/immobility,,,
1/10/2020 10:58:21,Cage 5,4,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
1/10/2020 10:59:54,Cage 5,4,Mount,3,Freeze/immobility,,,
1/10/2020 11:03:15,Cage 5,4,Mount,3,Freeze/immobility,,,
1/10/2020 11:09:57,Cage 4,3,Mount,4,Freeze/immobility,,,
1/10/2020 11:11:01,Cage 4,3,"Lunge, Bite/Fight",2,Freeze/immobility,,,
1/10/2020 11:12:55,Cage 2,1,Mount,2,Freeze/immobility,,,
1/10/2020 11:13:06,Cage 4,3,Lunge,2,Flee,,,
1/10/2020 11:13:17,Cage 2,1,Bite/Fight,2,Freeze/immobility,,,
1/10/2020 11:15:46,Cage 2,1,Mount,2,Freeze/immobility,,,
1/10/2020 11:18:20,Cage 5,4,"Lunge, Bite/Fight",2,"Subordinate posture, Freeze/immobility",,,
1/10/2020 11:22:20,Cage 4,3,"Bite/Fight, Chase",1,Freeze/immobility,,,
1/10/2020 11:24:36,Cage 2,1,Mount,3,Freeze/immobility,,,
1/10/2020 11:25:11,Cage 3,4,"Lunge, Chase",1,Flee,,,
1/10/2020 11:25:40,Cage 5,4,Bite/Fight,2,Subordinate posture,,,
1/10/2020 11:27:40,Cage 2,1,Mount,3,"Subordinate posture, Freeze/immobility",,,
1/10/2020 11:33:04,Cage 2,1,Mount,3,"Subordinate posture, Freeze/immobility",,,
1/10/2020 11:33:17,Cage 2,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
1/10/2020 11:33:30,Cage 2,1,"Lunge, Bite/Fight",2,"Flee, Freeze/immobility",,,
1/10/2020 11:41:22,Cage 3,4,Bite/Fight,1,"Subordinate posture, Freeze/immobility",,,
1/10/2020 11:42:19,Cage 2,1,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
1/10/2020 11:42:42,Cage 2,2,Bite/Fight,2,Subordinate posture,,,
1/10/2020 11:45:32,Cage 1,1,Lunge,1,Lunge,Tmm,End,
1/10/2020 11:45:45,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
1/10/2020 11:47:18,Cage 3,4,"Lunge, Chase",3,Flee,,,
1/10/2020 11:47:46,Cage 3,4,"Chase, Sniff",3,"Flee, Freeze/immobility",,,
1/10/2020 11:51:48,Cage 4,3,"Bite/Fight, Mount",1,Freeze/immobility,,,
1/10/2020 11:53:13,Cage 2,2,"Lunge, Bite/Fight, Subordinate posture",1,Bite/Fight,,,
1/10/2020 11:53:33,Cage 2,1,"Lunge, Bite/Fight",2,"Subordinate posture, Freeze/immobility",2 on back,,
1/10/2020 11:54:06,Cage 1,4,"Chase, Sniff",1,Flee,,,
