Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
11/28/2019 9:33:41,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
11/28/2019 9:44:34,Cage 1,Cage 1,2,"Lunge, Sniff",Cage 4,1,"Lunge, Bite/Fight, Subordinate posture, Walk away",,,
11/28/2019 9:47:17,Cage 1,Cage 1,2,Bite/Fight,Cage 3,4,Subordinate posture,,,
11/28/2019 9:48:08,Cage 1,Cage 4,1,Lunge,Cage 1,2,Subordinate posture,,,
11/28/2019 9:50:01,Cage 1,Cage 3,4,Sniff,Cage 5,4,N/A,,,
11/28/2019 9:51:54,Cage 1,Cage 4,1,Bite/Fight,Cage 1,2,Subordinate posture,,,
11/28/2019 9:59:50,Cage 1,Cage 4,1,Lunge,Cage 1,2,Subordinate posture,,,
11/28/2019 10:03:29,Cage 1,Cage 4,1,Bite/Fight,Cage 5,4,Subordinate posture,,,
11/28/2019 10:05:36,Cage 1,Cage 4,1,Bite/Fight,Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/28/2019 10:06:03,Cage 1,Cage 4,1,"Bite/Fight, Chase",Cage 1,2,"Bite/Fight, Flee, Subordinate posture",,,
11/28/2019 10:08:48,Cage 1,Cage 4,1,Bite/Fight,Cage 1,2,Freeze/immobility,,,
11/28/2019 10:11:10,Cage 1,Cage 4,1,Lunge,Cage 1,2,Subordinate posture,,,
11/28/2019 10:25:11,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 3,4,Subordinate posture,,,
11/28/2019 10:33:46,Cage 1,Cage 1,2,Sniff,Cage 5,4,"Flee, Walk away",,,
11/28/2019 10:44:11,Cage 1,Cage 1,2,"Bite/Fight, Sniff",Cage 3,4,Subordinate posture,,,
11/28/2019 10:51:28,Cage 1,Cage 4,1,Lunge,Cage 1,2,Flee,,,
11/28/2019 10:59:54,Cage 1,Cage 4,1,Lunge,Cage 1,2,"Flee, Subordinate posture",,,
11/28/2019 11:01:37,Cage 1,Cage 1,2,Sniff,Cage 5,4,Subordinate posture,,,
11/28/2019 11:11:14,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/28/2019 11:14:55,Cage 1,Cage 1,2,"Chase, Sniff",Cage 3,4,"Flee, Subordinate posture",,,
11/28/2019 11:19:46,Cage 1,Cage 1,2,Sniff,Cage 3,4,N/A,,,
11/28/2019 11:23:56,Cage 1,Cage 1,2,Sniff,Cage 4,1,"Flee, N/A",,,
11/28/2019 11:30:30,Cage 1,Cage 1,2,Sniff,Cage 4,1,Walk away,,,
11/28/2019 11:51:03,Cage 1,Cage 4,1,"Lunge, Sniff",Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/28/2019 11:57:03,Cage 1,Cage 4,1,"Bite/Fight, Mount",Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/28/2019 11:59:58,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,End,
11/28/2019 13:03:05,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
11/28/2019 13:03:19,Cage 1,Cage 4,1,Lunge,Cage 5,4,Subordinate posture,,,
11/28/2019 13:04:42,Cage 1,Cage 4,1,Bite/Fight,Cage 5,4,Freeze/immobility,,,
11/28/2019 13:06:33,Cage 1,Cage 4,1,Lunge,Cage 1,2,Freeze/immobility,,,
11/28/2019 13:07:20,Cage 1,Cage 4,1,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
11/28/2019 13:20:11,Cage 1,Cage 4,1,Bite/Fight,Cage 5,4,Subordinate posture,,,
11/28/2019 13:21:03,Cage 1,Cage 5,4,"Sniff, Allogroom",Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/28/2019 13:22:51,Cage 1,Cage 4,1,Bite/Fight,Cage 3,4,Subordinate posture,,,
11/28/2019 13:25:20,Cage 1,Cage 4,1,Sniff,Cage 1,2,Subordinate posture,,,
11/28/2019 13:25:31,Cage 1,Cage 1,2,"Bite/Fight, Sniff",Cage 3,4,Subordinate posture,,,
11/28/2019 13:26:13,Cage 1,Cage 4,1,Bite/Fight,Cage 5,4,Flee,,,
11/28/2019 13:30:53,Cage 1,Cage 4,1,Bite/Fight,Cage 3,4,Flee,,,
11/28/2019 13:31:11,Cage 1,Cage 4,1,"Bite/Fight, Chase",Cage 3,4,"Flee, Freeze/immobility",,,
11/28/2019 13:31:26,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 5,4,"Subordinate posture, Freeze/immobility",,,
11/28/2019 13:31:36,Cage 1,Cage 4,1,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture",,,
11/28/2019 13:31:51,Cage 1,Cage 4,1,Bite/Fight,Cage 3,4,Flee,,,
11/28/2019 13:32:15,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/28/2019 13:32:59,Cage 1,Cage 4,1,Bite/Fight,Cage 5,4,Subordinate posture,,,
11/28/2019 13:34:58,Cage 1,Cage 4,1,"Bite/Fight, Chase",Cage 5,4,"Flee, Subordinate posture",,,
11/28/2019 13:35:24,Cage 1,Cage 5,4,Bite/Fight,Cage 3,4,Subordinate posture,,,
11/28/2019 13:38:06,Cage 1,Cage 4,1,Bite/Fight,Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/28/2019 13:38:17,Cage 1,Cage 4,1,"Bite/Fight, Chase",Cage 5,4,Flee,,,
11/28/2019 13:38:31,Cage 1,Cage 4,1,"Bite/Fight, Chase",Cage 5,4,"Flee, Freeze/immobility",,,
11/28/2019 13:38:45,Cage 1,Cage 4,1,Lunge,Cage 3,4,Subordinate posture,,,
11/28/2019 13:39:37,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 5,4,Freeze/immobility,,,
11/28/2019 13:40:04,Cage 1,Cage 4,1,Lunge,Cage 3,4,"Subordinate posture, Freeze/immobility",,,Yes
11/28/2019 13:41:36,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 5,4,"Flee, Freeze/immobility",,,
11/28/2019 13:42:39,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 1,2,"Subordinate posture, Freeze/immobility",,,
11/28/2019 13:42:50,Cage 1,Cage 4,1,Bite/Fight,Cage 5,4,Flee,,,
11/28/2019 13:46:10,Cage 1,Cage 4,1,Bite/Fight,Cage 5,4,Freeze/immobility,,,
11/28/2019 13:46:28,Cage 1,Cage 4,1,"Bite/Fight, Chase",Cage 3,4,Flee,,,
11/28/2019 13:47:38,Cage 1,Cage 4,1,Sniff,Cage 1,2,Subordinate posture,,,
11/28/2019 13:48:17,Cage 1,Cage 4,1,"Bite/Fight, Chase",Cage 5,4,"Flee, Freeze/immobility",,,
11/28/2019 13:48:31,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 3,4,"Subordinate posture, Freeze/immobility",,,
11/28/2019 13:53:05,Cage 1,Cage 4,1,"Lunge, Bite/Fight",Cage 1,2,Freeze/immobility,,,
11/28/2019 13:54:47,Cage 1,Cage 1,2,"Lunge, Bite/Fight",Cage 5,4,Subordinate posture,,,
11/28/2019 13:56:26,Cage 1,Cage 4,1,Bite/Fight,Cage 1,2,"Subordinate posture, Freeze/immobility",,,
