Timestamp,Cage,Animal 1,Animal 1- Behavior,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
11/22/2019 14:02:31,Cage 1,1,Lunge,1,Lunge,Tmm,Start,
11/22/2019 14:03:57,Cage 5,4,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/22/2019 14:04:30,Cage 5,4,Bite/Fight,3,Freeze/immobility,,,
11/22/2019 14:05:58,Cage 5,4,"Bite/Fight, Chase",2,Flee,,,
11/22/2019 14:06:51,Cage 5,4,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
11/22/2019 14:10:32,Cage 5,4,Bite/Fight,3,"Flee, Subordinate posture",,,
11/22/2019 14:10:50,Cage 5,4,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
11/22/2019 14:13:49,Cage 5,4,"Lunge, Bite/Fight",2,"Flee, Freeze/immobility",,,
11/22/2019 14:14:38,Cage 5,4,"Bite/Fight, Chase",2,"Flee, Freeze/immobility",,,
11/22/2019 14:15:07,Cage 5,3,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/22/2019 14:15:49,Cage 5,3,Bite/Fight,2,Freeze/immobility,,,
11/22/2019 14:16:32,Cage 5,4,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/22/2019 14:17:00,Cage 4,3,Sniff,4,N/A,,,
11/22/2019 14:17:15,Cage 5,4,Bite/Fight,3,Freeze/immobility,,,
11/22/2019 14:17:51,Cage 4,3,Sniff,4,Walk away,,,
11/22/2019 14:18:39,Cage 4,1,"Lunge, Bite/Fight",3,Freeze/immobility,,,
11/22/2019 14:18:57,Cage 4,1,"Bite/Fight, Sniff",4,"Flee, Freeze/immobility",,,
11/22/2019 14:22:39,Cage 1,4,Bite/Fight,1,Freeze/immobility,,,
11/22/2019 14:23:55,Cage 1,4,Bite/Fight,1,Freeze/immobility,,,
11/22/2019 14:24:16,Cage 1,2,"Chase, Sniff",4,Flee,,,
11/22/2019 14:24:48,Cage 1,4,Bite/Fight,3,Freeze/immobility,,,
11/22/2019 14:25:11,Cage 1,2,Chase,4,Flee,,,
11/22/2019 14:26:21,Cage 5,4,"Lunge, Bite/Fight",3,Flee,,,
11/22/2019 14:26:31,Cage 5,3,Lunge,1,Flee,,,
11/22/2019 14:28:13,Cage 5,4,"Chase, Sniff",3,Flee,,,
11/22/2019 14:30:03,Cage 4,3,"Lunge, Mount",4,Freeze/immobility,,,
11/22/2019 14:30:27,Cage 4,4,Bite/Fight,2,"Subordinate posture, Freeze/immobility",,,
11/22/2019 14:31:28,Cage 2,3,"Bite/Fight, Sniff",4,Subordinate posture,,,
11/22/2019 14:32:43,Cage 5,4,"Chase, Sniff",2,Flee,,,
11/22/2019 14:33:17,Cage 5,4,"Bite/Fight, Chase",2,"Flee, Subordinate posture",,,
11/22/2019 14:33:42,Cage 5,4,"Bite/Fight, Sniff",3,Freeze/immobility,,,
11/22/2019 14:36:08,Cage 4,3,Lunge,4,Freeze/immobility,,,
11/22/2019 14:36:24,Cage 4,1,"Lunge, Bite/Fight",4,Subordinate posture,,,
11/22/2019 14:37:56,Cage 1,2,Bite/Fight,3,Freeze/immobility,,,
11/22/2019 14:38:33,Cage 2,3,"Sniff, Allogroom",2,Freeze/immobility,,,
11/22/2019 14:39:15,Cage 2,3,Sniff,4,Subordinate posture,,,
