Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
12/6/2019 9:37:15,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
12/6/2019 9:37:34,Cage 4,Cage 3,1,Bite/Fight,Cage 1,1,Subordinate posture,,,
12/6/2019 9:38:01,Cage 3,Cage 4,2,Bite/Fight,Cage 5,2,Subordinate posture,,,
12/6/2019 9:38:30,Cage 3,Cage 4,2,Bite/Fight,Cage 5,2,Freeze/immobility,,,
12/6/2019 9:38:46,Cage 3,Cage 4,2,Bite/Fight,Cage 3,2,Freeze/immobility,,,
12/6/2019 9:39:13,Cage 1,Cage 5,3,Bite/Fight,Cage 3,4,Subordinate posture,,,
12/6/2019 9:39:47,Cage 3,Cage 4,2,"Bite/Fight, Chase",Cage 1,4,Flee,,,
12/6/2019 9:40:10,Cage 4,Cage 3,1,Bite/Fight,Cage 4,1,"Subordinate posture, Freeze/immobility",,,
12/6/2019 9:40:27,Cage 2,Cage 4,4,Bite/Fight,Cage 1,2,Subordinate posture,,,
12/6/2019 9:40:50,Cage 4,Cage 3,1,Bite/Fight,Cage 4,1,"Subordinate posture, Freeze/immobility",,,
12/6/2019 9:41:12,Cage 2,Cage 3,3,Bite/Fight,Cage 5,4,Subordinate posture,,,
12/6/2019 9:41:25,Cage 4,Cage 3,1,Bite/Fight,Cage 4,1,Subordinate posture,,,
12/6/2019 9:41:59,Cage 3,Cage 4,2,Bite/Fight,Cage 1,4,Freeze/immobility,,,
12/6/2019 9:42:10,Cage 2,Cage 4,4,Bite/Fight,Cage 3,3,"Subordinate posture, Freeze/immobility",,,
12/6/2019 9:42:33,Cage 2,Cage 4,4,Bite/Fight,Cage 1,2,"Flee, Subordinate posture",,,
12/6/2019 9:42:41,Cage 2,Cage 4,4,Bite/Fight,Cage 5,4,Subordinate posture,,,
12/6/2019 9:43:19,Cage 5,Cage 2,1,Bite/Fight,Cage 2,4,Freeze/immobility,,,
12/6/2019 9:43:39,Cage 2,Cage 4,4,Bite/Fight,Cage 5,4,"Subordinate posture, Freeze/immobility",,,
12/6/2019 9:44:00,Cage 1,Cage 1,3,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
12/6/2019 9:44:18,Cage 1,Cage 1,3,Bite/Fight,Cage 4,3,Freeze/immobility,,,
12/6/2019 9:44:43,Cage 1,Cage 1,3,"Bite/Fight, Chase",Cage 5,3,Flee,,,
12/6/2019 9:44:57,Cage 1,Cage 1,3,Bite/Fight,Cage 3,4,"Subordinate posture, Freeze/immobility",,,
12/6/2019 9:45:08,Cage 1,Cage 1,3,Bite/Fight,Cage 5,3,Freeze/immobility,,,
