Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
12/5/2019 9:35:07,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,Start,
12/5/2019 9:35:34,Cage 1,Cage 3,4,Chase,Cage 4,4,Subordinate posture,,,
12/5/2019 9:35:50,Cage 1,Cage 3,4,Bite/Fight,Cage 2,4,Subordinate posture,,,
12/5/2019 9:36:36,Cage 4,Cage 4,1,Bite/Fight,Cage 3,2,Flee,,,
12/5/2019 9:36:50,Cage 1,Cage 3,4,"Lunge, Bite/Fight",Cage 4,4,"Subordinate posture, Freeze/immobility",,,Yes
12/5/2019 9:37:22,Cage 4,Cage 4,1,Bite/Fight,Cage 3,2,Freeze/immobility,,,
12/5/2019 9:37:45,Cage 1,Cage 4,4,Bite/Fight,Cage 2,4,Subordinate posture,,,
12/5/2019 9:38:18,Cage 1,Cage 3,4,Bite/Fight,Cage 1,3,Flee,,,
12/5/2019 9:38:50,Cage 2,Cage 3,1,Bite/Fight,Cage 2,3,"Flee, Freeze/immobility",,,Yes
12/5/2019 9:39:01,Cage 1,Cage 3,4,Bite/Fight,Cage 2,4,"Subordinate posture, Freeze/immobility",,,
12/5/2019 9:39:23,Cage 1,Cage 3,4,Bite/Fight,Cage 4,4,"Subordinate posture, Freeze/immobility",,,
12/5/2019 9:39:36,Cage 1,Cage 3,4,Bite/Fight,Cage 1,3,"Subordinate posture, Freeze/immobility",,,
12/5/2019 9:40:30,Cage 4,Cage 4,1,"Bite/Fight, Chase",Cage 3,2,"Flee, Freeze/immobility",,,
12/5/2019 9:41:11,Cage 2,Cage 3,1,"Lunge, Bite/Fight",Cage 4,3,"Flee, Freeze/immobility",,,
12/5/2019 9:41:22,Cage 2,Cage 3,1,Bite/Fight,Cage 4,3,Freeze/immobility,,,Yes
12/5/2019 9:41:44,Cage 4,Cage 4,1,Bite/Fight,Cage 3,2,"Subordinate posture, Freeze/immobility",,,
