Timestamp,Cage ,OG Cage Animal 1,Animal 1,Animal 1- Behavior,OG Cage Animal 2,Animal 2,Animal 2- Behavior,Observer name/Comments,Start/End,Outside of designated observation time
2/1/2020 9:36:57,Cage 1,Cage 1,2,"Bite/Fight, Subordinate posture",Cage 2,3,Bite/Fight,,,
2/1/2020 9:37:29,Cage 1,Cage 1,2,Bite/Fight,Cage 2,3,"Subordinate posture, Freeze/immobility",,,
2/1/2020 9:42:20,Cage 1,Cage 2,3,Bite/Fight,Cage 1,2,"Flee, Freeze/immobility",,,
2/1/2020 9:43:21,Cage 1,Cage 1,2,Bite/Fight,Cage 2,3,"Subordinate posture, Freeze/immobility",12 bleeding,,
2/1/2020 9:45:12,Cage 1,Cage 1,2,Bite/Fight,Cage 4,2,"Subordinate posture, Freeze/immobility",,,
2/1/2020 9:45:23,Cage 1,Cage 1,2,Bite/Fight,Cage 2,3,Freeze/immobility,,,
2/1/2020 9:48:00,Cage 1,Cage 1,2,Bite/Fight,Cage 4,2,Freeze/immobility,,,
2/1/2020 9:48:42,Cage 1,Cage 1,2,Bite/Fight,Cage 6,4,"Subordinate posture, Freeze/immobility",,,
2/1/2020 9:51:52,Cage 1,Cage 1,2,Bite/Fight,Cage 2,3,"Bite/Fight, Subordinate posture, Freeze/immobility",,,
2/1/2020 9:58:04,Cage 1,Cage 1,2,Bite/Fight,Cage 4,2,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:05:40,Cage 1,Cage 1,2,Bite/Fight,Cage 6,4,"Flee, Freeze/immobility",,,
2/1/2020 10:10:51,Cage 1,Cage 1,2,Bite/Fight,Cage 4,2,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:40:13,Cage 1,Cage 1,1,Lunge,Cage 1,1,Lunge,Tmm,End,
2/1/2020 9:37:42,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 6,2,"Flee, Freeze/immobility",,,
2/1/2020 9:37:59,Cage 2,Cage 4,3,Bite/Fight,Cage 2,1,Flee,,,
2/1/2020 9:38:50,Cage 2,Cage 4,3,Bite/Fight,Cage 1,3,"Flee, Freeze/immobility",,,
2/1/2020 9:40:28,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 6,2,"Subordinate posture, Freeze/immobility",,,
2/1/2020 9:44:27,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 1,3,"Flee, Subordinate posture",,,
2/1/2020 9:45:42,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 1,3,"Flee, Freeze/immobility",,,
2/1/2020 9:45:57,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 2,1,Flee,,,
2/1/2020 9:46:11,Cage 2,Cage 4,3,"Bite/Fight, Chase",Cage 6,2,"Flee, Freeze/immobility",,,
2/1/2020 9:47:09,Cage 2,Cage 4,3,"Bite/Fight, Chase",Cage 2,1,"Flee, Freeze/immobility",,,
2/1/2020 9:49:45,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 2,1,"Subordinate posture, Freeze/immobility",,,
2/1/2020 9:51:27,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 2,1,Freeze/immobility,,,
2/1/2020 9:53:23,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 1,3,"Flee, Freeze/immobility",,,
2/1/2020 9:54:07,Cage 2,Cage 4,3,Lunge,Cage 6,2,Subordinate posture,,,
2/1/2020 9:56:20,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 2,1,"Subordinate posture, Freeze/immobility",,,
2/1/2020 9:57:37,Cage 2,Cage 2,1,"Lunge, Subordinate posture",Cage 1,3,Subordinate posture,,,
2/1/2020 10:01:02,Cage 2,Cage 4,3,Bite/Fight,Cage 1,3,Flee,,,
2/1/2020 10:02:12,Cage 2,Cage 4,3,"Bite/Fight, Chase",Cage 6,2,Flee,,,
2/1/2020 10:03:34,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 2,1,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:03:49,Cage 2,Cage 4,3,Lunge,Cage 6,2,Freeze/immobility,,,
2/1/2020 10:04:06,Cage 2,Cage 1,3,Bite/Fight,Cage 2,1,"Flee, Subordinate posture",,,
2/1/2020 10:07:37,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 6,2,"Flee, Freeze/immobility",,,
2/1/2020 10:08:39,Cage 2,Cage 4,3,Bite/Fight,Cage 2,1,"Flee, Freeze/immobility",,,
2/1/2020 10:09:50,Cage 2,Cage 4,3,Bite/Fight,Cage 2,1,"Flee, Freeze/immobility",,,
2/1/2020 10:10:00,Cage 2,Cage 4,3,Lunge,Cage 1,3,Flee,,,
2/1/2020 10:14:33,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 6,2,"Flee, Freeze/immobility",,,
2/1/2020 10:16:27,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 6,2,"Flee, Freeze/immobility",,,
2/1/2020 10:16:38,Cage 2,Cage 4,3,Lunge,Cage 1,3,Freeze/immobility,,,
2/1/2020 10:17:25,Cage 2,Cage 4,3,Lunge,Cage 1,3,Flee,,,
2/1/2020 10:18:03,Cage 2,Cage 4,3,"Lunge, Bite/Fight, Chase",Cage 1,3,"Flee, Subordinate posture, Freeze/immobility",,,
2/1/2020 10:19:29,Cage 2,Cage 2,1,"Lunge, Bite/Fight",Cage 6,2,Subordinate posture,,,
2/1/2020 10:20:48,Cage 2,Cage 1,3,Bite/Fight,Cage 2,1,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:21:02,Cage 2,Cage 1,3,"Lunge, Bite/Fight",Cage 6,2,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:22:53,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 2,1,Freeze/immobility,,,
2/1/2020 10:23:34,Cage 2,Cage 1,3,"Lunge, Bite/Fight, Chase",Cage 2,1,Flee,,,
2/1/2020 10:23:43,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 1,3,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:24:39,Cage 2,Cage 4,3,Lunge,Cage 6,2,Flee,,,
2/1/2020 10:26:28,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 6,2,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:26:47,Cage 2,Cage 4,3,"Lunge, Bite/Fight",Cage 2,1,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:27:01,Cage 2,Cage 4,3,Bite/Fight,Cage 6,2,"Subordinate posture, Freeze/immobility",,,
2/1/2020 10:29:27,Cage 2,Cage 4,3,Bite/Fight,Cage 2,1,"Flee, Freeze/immobility",,,
