"symbol","as_logFC","as_pv","time","ds_logFC","ds_pv","regulated","condition"
"Olfr291",-0.64622605270673,0.0446,70,-0.778741246715053,0.0162,"down","TRN vs SUB"
"Mog",0.763706549961634,0.0448,70,0.875989198316149,0.0234,"up","TRN vs SUB"
"Adam28",-0.407365591963882,0.045,70,-0.409333025918835,0.04,"down","TRN vs SUB"
"Tmem144",0.431338385562208,0.045,70,0.443288929593066,0.0342,"up","TRN vs SUB"
"D430041D05Rik",-0.278844781994044,0.045,70,-0.525178017376325,2e-04,"down","TRN vs SUB"
"Cnih2",0.289671299576648,0.0456,70,0.394918925448122,0.006,"up","TRN vs SUB"
"Grm1",-0.234104552615207,0.046,70,-0.427530824992214,2e-04,"down","TRN vs SUB"
"Hdac7",-0.226114954261011,0.046,70,-0.234397291704443,0.0328,"down","TRN vs SUB"
"Inhbe",-0.300014342214689,0.0464,70,-0.348317847046671,0.0188,"down","TRN vs SUB"
"Atp2b4",-0.273457953486524,0.0466,70,-0.483552677190296,0.0012,"down","TRN vs SUB"
"Cap1",0.535466835493503,0.0466,70,0.693225341544039,0.0086,"up","TRN vs SUB"
"P2rx4",-0.22623898359291,0.0466,70,-0.223058596093849,0.0418,"down","TRN vs SUB"
"Pigp",0.319110792010098,0.0476,70,0.436306101831717,0.005,"up","TRN vs SUB"
"Ctsc",0.639298024379549,0.0476,70,0.93627739574021,0.0012,"up","TRN vs SUB"
"Htr1b",-0.467398243814467,0.0476,70,-0.625510620813695,0.0096,"down","TRN vs SUB"
"Ugp2",0.218487833143373,0.048,70,0.24712311983571,0.0236,"up","TRN vs SUB"
"Axl",0.382919116708317,0.0484,70,0.499808087036805,0.0118,"up","TRN vs SUB"
"Fibcd1",1.05379916439502,0.0484,70,1.26783648924653,0.0184,"up","TRN vs SUB"
"Dalrd3",0.23670317142498,0.0492,70,0.280552192312099,0.0202,"up","TRN vs SUB"
"Epop",-0.408804932275025,0.0496,70,-0.614095650529815,0.0056,"down","TRN vs SUB"
"Mal",0.516298846371416,0.0498,70,0.605549462050326,0.023,"up","TRN vs SUB"
"Sardh",-0.732105600380983,0,25,-0.401950109364139,0.0396,"down","TRN vs SUB"
"Sema4b",0.34131273452992,0,25,0.362643141321992,4e-04,"up","TRN vs SUB"
"Stx11",0.637955934336812,0,25,0.51291030179821,0.009,"up","TRN vs SUB"
"Zfp282",0.300086585823637,2e-04,25,0.316342764067326,4e-04,"up","TRN vs SUB"
"Vmn1r73",0.622737230597074,2e-04,25,0.469382589738195,0.01,"up","TRN vs SUB"
"Mief1",0.312931092142355,4e-04,25,0.225881728684771,0.0154,"up","TRN vs SUB"
"Acss3",0.369492773897735,4e-04,25,0.388467062417923,0.001,"up","TRN vs SUB"
"Ppcdc",0.327685603238766,6e-04,25,0.258949764314292,0.0104,"up","TRN vs SUB"
"Exosc9",-0.500748092088926,8e-04,25,-0.439622684887228,0.0052,"down","TRN vs SUB"
"Cenpc1",0.246379933251724,8e-04,25,0.265747465729715,8e-04,"up","TRN vs SUB"
"Mmab",-0.497097848910776,0.001,25,-0.301564286868746,0.0386,"down","TRN vs SUB"
"Amd1",-0.494000202213989,0.001,25,-0.364936129680161,0.0152,"down","TRN vs SUB"
"Apbb1ip",0.422658450071662,0.0012,25,0.526664484690706,2e-04,"up","TRN vs SUB"
"Gpr155",0.296250952732918,0.0012,25,0.267337119457545,0.0048,"up","TRN vs SUB"
"H13",0.381917231155168,0.0014,25,0.239464867139674,0.0446,"up","TRN vs SUB"
"Cdc23",0.342226364027328,0.0014,25,0.362048469488915,0.0012,"up","TRN vs SUB"
"Tada1",0.504756101371902,0.0016,25,0.548173882741422,0.0012,"up","TRN vs SUB"
"Pcp4",0.826877508417248,0.0016,25,0.673773555627758,0.015,"up","TRN vs SUB"
"Vrk3",0.317296004435199,0.0018,25,0.235278444282754,0.0288,"up","TRN vs SUB"
"Esrrg",0.559072787739207,0.0018,25,0.579573500133571,0.0024,"up","TRN vs SUB"
"Rnh1",-0.235500737362426,0.002,25,-0.200115629413553,0.0102,"down","TRN vs SUB"
"Rnaset2a",-0.476000446463608,0.0022,25,-0.354682048634568,0.0314,"down","TRN vs SUB"
"Trpc4",0.45497260182494,0.0024,25,0.656088483927021,0,"up","TRN vs SUB"
"Dusp28",-0.53928608665791,0.0026,25,-0.399576594865373,0.0318,"down","TRN vs SUB"
"Olfr15",0.524654394509199,0.0026,25,0.576674859931671,0.003,"up","TRN vs SUB"
"Slc44a1",0.359150221076403,0.0028,25,0.288421244267461,0.0166,"up","TRN vs SUB"
"Cttnbp2",0.268826002619397,0.003,25,0.215949256584387,0.0202,"up","TRN vs SUB"
"Zfp84",0.398746490138968,0.003,25,0.278974513884118,0.0324,"up","TRN vs SUB"
"Fkbp4",0.227099840357655,0.0032,25,0.22763798365438,0.0032,"up","TRN vs SUB"
"Scarb1",0.307633975657958,0.0032,25,0.348390403372834,0.0036,"up","TRN vs SUB"
"Glrx5",0.302669697798534,0.0038,25,0.23052105583935,0.0382,"up","TRN vs SUB"
"D16Ertd472e",-0.524417396463098,0.0038,25,-0.775817846811404,2e-04,"down","TRN vs SUB"
"Plvap",-0.69896623614741,0.004,25,-0.658642639048625,0.0066,"down","TRN vs SUB"
"Olfr45",0.273882080911637,0.004,25,0.241001157185577,0.0148,"up","TRN vs SUB"
"Fam169b",0.512678314650763,0.004,25,0.417524499530836,0.0268,"up","TRN vs SUB"
"Map4k5",0.293568707028185,0.0044,25,0.230917162201359,0.0404,"up","TRN vs SUB"
"Nsmce1",-0.457881341917544,0.0054,25,-0.453831608403683,0.0108,"down","TRN vs SUB"
"Grk3",-0.276891814298554,0.0054,25,-0.273654025563188,0.0074,"down","TRN vs SUB"
"Nxt2",-0.380856424566146,0.0054,25,-0.401879810898388,0.0062,"down","TRN vs SUB"
"Mlycd",-0.334971694226089,0.0054,25,-0.262967386051736,0.0282,"down","TRN vs SUB"
"Zfp367",-0.454314015751406,0.0058,25,-0.732026985284826,2e-04,"down","TRN vs SUB"
"Cntn2",0.392286081628131,0.0058,25,0.452732301581403,0.0038,"up","TRN vs SUB"
"Elavl1",0.263168399303778,0.006,25,0.219847090624198,0.0238,"up","TRN vs SUB"
"Smim1",-0.694317901991431,0.006,25,-0.729109398592986,0.0078,"down","TRN vs SUB"
"Dnah7a",-0.554572756823169,0.006,25,-0.583644193282428,0.0116,"down","TRN vs SUB"
"Rapgef1",-0.224461329749284,0.0062,25,-0.231521198916621,0.008,"down","TRN vs SUB"
"Olfr1262",0.667915503941587,0.0062,25,0.835230731011409,0,"up","TRN vs SUB"
"Zscan18",-0.452659842520126,0.0062,25,-0.363443218045755,0.0292,"down","TRN vs SUB"
"Mmut",-0.468787346345985,0.0064,25,-0.586267872762082,0.004,"down","TRN vs SUB"
"Gstm7",-0.49109474376593,0.0068,25,-0.498376188462806,0.0102,"down","TRN vs SUB"
"Tpk1",0.440586164844303,0.0068,25,0.397424870023723,0.023,"up","TRN vs SUB"
"Cchcr1",0.326482582982645,0.0068,25,0.314453825878326,0.0136,"up","TRN vs SUB"
"Tmem203",-0.563056123760396,0.007,25,-0.726465484376283,0.0038,"down","TRN vs SUB"
"Dpysl5",0.519791544696112,0.008,25,0.599664960290892,0.0036,"up","TRN vs SUB"
"Cdc42ep3",-0.332049095783636,0.008,25,-0.310462174486478,0.0204,"down","TRN vs SUB"
"Jchain",0.52507574855779,0.008,25,0.546463841310952,0.0068,"up","TRN vs SUB"
"Dtd2",-0.521962646866976,0.0086,25,-0.391933094616144,0.0496,"down","TRN vs SUB"
"Gpr45",0.35555417959269,0.0086,25,0.405929885141675,0.0044,"up","TRN vs SUB"
"Hbp1",0.437420565499301,0.0088,25,0.399238154930341,0.022,"up","TRN vs SUB"
"Gmds",0.632305598977601,0.0088,25,0.544219043716294,0.0282,"up","TRN vs SUB"
"Mocs3",-0.486650890008625,0.0092,25,-0.431554283856646,0.0288,"down","TRN vs SUB"
"Olfr46",0.275997196343795,0.0092,25,0.320421964580969,0.0046,"up","TRN vs SUB"
"A430005L14Rik",-0.407386129701752,0.0096,25,-0.422690809315255,0.0114,"down","TRN vs SUB"
"Med17",0.248355671820987,0.0098,25,0.277005762046705,0.0056,"up","TRN vs SUB"
"Vmn2r107",0.429475785611294,0.01,25,0.361992655086111,0.0378,"up","TRN vs SUB"
"Limd1",-0.339170720162347,0.0104,25,-0.402644714082975,0.0046,"down","TRN vs SUB"
"Alkbh1",0.236087300300824,0.0106,25,0.21197914435205,0.0228,"up","TRN vs SUB"
"Alkbh1",0.236087300300824,0.0106,25,0.21197914435205,0.0228,"up","TRN vs SUB"
"Alkbh1",0.236087300300824,0.0106,25,0.21197914435205,0.0228,"up","TRN vs SUB"
"Alkbh1",0.236087300300824,0.0106,25,0.21197914435205,0.0228,"up","TRN vs SUB"
"Alkbh1",0.236087300300824,0.0106,25,0.21197914435205,0.0228,"up","TRN vs SUB"
"Alkbh1",0.236087300300824,0.0106,25,0.21197914435205,0.0228,"up","TRN vs SUB"
"Alkbh1",0.236087300300824,0.0106,25,0.21197914435205,0.0228,"up","TRN vs SUB"
"Alkbh1",0.236087300300824,0.0106,25,0.21197914435205,0.0228,"up","TRN vs SUB"
"Zbed3",-0.43857427180889,0.0108,25,-0.404214261998312,0.0316,"down","TRN vs SUB"
"Tmcc1",0.226637983800002,0.012,25,0.207163433201993,0.0318,"up","TRN vs SUB"
"Mkrn2os",0.461258007510642,0.0124,25,0.622929025712782,0.0016,"up","TRN vs SUB"
"Pde4a",0.360037927012517,0.0128,25,0.337591616508676,0.0224,"up","TRN vs SUB"
"E2f4",0.266964181058588,0.0132,25,0.244482488610279,0.0278,"up","TRN vs SUB"
"Tbc1d16",0.452921117268879,0.0132,25,0.725229276206741,2e-04,"up","TRN vs SUB"
"Mill2",0.448940590107935,0.0132,25,0.479366142224121,0.0116,"up","TRN vs SUB"
"P4ha2",0.361420576034882,0.0134,25,0.321158964204035,0.0356,"up","TRN vs SUB"
"Ica1",-0.291356319252632,0.0136,25,-0.255212383681606,0.0328,"down","TRN vs SUB"
"Metrnl",-0.846898833327295,0.0138,25,-1.06695004087054,0.0074,"down","TRN vs SUB"
"Myoz3",0.720881133091572,0.0138,25,0.745506374857729,0.0166,"up","TRN vs SUB"
"Use1",-0.214480118403116,0.014,25,-0.255011043651441,0.0076,"down","TRN vs SUB"
"Cntln",-0.307207480159373,0.014,25,-0.270045627528591,0.0322,"down","TRN vs SUB"
"Fpgt",-0.346568572205115,0.014,25,-0.336794476475095,0.0272,"down","TRN vs SUB"
"Abraxas2",0.246626374002513,0.0142,25,0.306451548257162,0.0034,"up","TRN vs SUB"
"Idua",0.40902297940179,0.0144,25,0.440687945753457,0.0134,"up","TRN vs SUB"
"Nyap2",-0.37448453833982,0.0144,25,-0.402921680540817,0.012,"down","TRN vs SUB"
"Sez6l2",-0.226434434984439,0.0154,25,-0.25622072009454,0.008,"down","TRN vs SUB"
"Pign",0.230782127876702,0.016,25,0.261849666635507,0.0084,"up","TRN vs SUB"
"Cnga3",0.31988589546108,0.0162,25,0.365121815439689,0.0072,"up","TRN vs SUB"
"Fam117b",-0.252964886583019,0.0162,25,-0.217517984766184,0.0388,"down","TRN vs SUB"
"Cabin1",-0.20465893453592,0.0164,25,-0.200515133770506,0.0274,"down","TRN vs SUB"
"Iffo2",0.361728601620498,0.0164,25,0.344702369523782,0.0276,"up","TRN vs SUB"
"Myo15",0.713866501071029,0.0168,25,0.853047102854766,0.0034,"up","TRN vs SUB"
"Atf6",-0.272312654911365,0.0172,25,-0.265356633774217,0.0282,"down","TRN vs SUB"
"Txndc12",-0.421102405095623,0.0172,25,-0.367100572976549,0.0496,"down","TRN vs SUB"
"Slc25a53",0.301075609729342,0.0172,25,0.301436973341762,0.0266,"up","TRN vs SUB"
"Cenpb",-0.295828596829605,0.0172,25,-0.287066307162791,0.023,"down","TRN vs SUB"
"Exo5",-0.591759759205479,0.0176,25,-0.616802516942941,0.022,"down","TRN vs SUB"
"Dclk1",0.224843350083178,0.0178,25,0.211530865357918,0.0366,"up","TRN vs SUB"
"Synm",-0.277553368060887,0.018,25,-0.284657964431095,0.0168,"down","TRN vs SUB"
"Dact2",-0.524506189432861,0.0182,25,-0.564061553256281,0.0162,"down","TRN vs SUB"
"Olfr161",0.225396447208029,0.0186,25,0.323623604994596,0.0018,"up","TRN vs SUB"
"Jsrp1",-0.581767989349921,0.019,25,-0.569417780469291,0.033,"down","TRN vs SUB"
"Hilpda",-0.708790961676779,0.0192,25,-0.689903655278129,0.0288,"down","TRN vs SUB"
"Vmn1r216",0.238563067796041,0.0198,25,0.329025596113952,0.0022,"up","TRN vs SUB"
"Cd83",-0.569930820591221,0.021,25,-0.593622243757429,0.0304,"down","TRN vs SUB"
"Rpp38",-0.388185760006722,0.0214,25,-0.416245367807993,0.0232,"down","TRN vs SUB"
"Mturn",-0.318097317175523,0.022,25,-0.336705307290763,0.021,"down","TRN vs SUB"
"Nfkb1",0.270386623690142,0.0226,25,0.302439016097968,0.0176,"up","TRN vs SUB"
"Parp11",0.314079059796556,0.0228,25,0.33342723409113,0.021,"up","TRN vs SUB"
"Pdk2",-0.285626201018641,0.0232,25,-0.262587147108683,0.0484,"down","TRN vs SUB"
"Mobp",0.752202108610999,0.0238,25,0.774250258759825,0.0224,"up","TRN vs SUB"
"H4f16",0.534689891779754,0.0238,25,0.797054907641312,0.0016,"up","TRN vs SUB"
"Ugt8a",0.440459223369988,0.0246,25,0.512206825254859,0.0148,"up","TRN vs SUB"
"Ksr1",0.422303867124228,0.0254,25,0.591802670354991,0.0032,"up","TRN vs SUB"
"Wnt10a",-0.60822233715484,0.0256,25,-0.794229349657406,0.0102,"down","TRN vs SUB"
"Kpna4",-0.215243067714874,0.0264,25,-0.203098257705841,0.046,"down","TRN vs SUB"
"Olfr479",0.498448310814194,0.0264,25,0.749710168965549,0.0024,"up","TRN vs SUB"
"Magi3",-0.296893961678304,0.0264,25,-0.347912571343173,0.0124,"down","TRN vs SUB"
"Lamb1",-0.384755768019788,0.0268,25,-0.392428653315635,0.0358,"down","TRN vs SUB"
"Pter",-0.543561679942981,0.027,25,-0.574342181517009,0.0264,"down","TRN vs SUB"
"Ccr4",0.500962869985776,0.0274,25,0.478128552207075,0.0476,"up","TRN vs SUB"
"Bcl11b",0.570677020041853,0.0276,25,0.858791198496877,0.003,"up","TRN vs SUB"
"Zbtb46",-0.267645908418352,0.0282,25,-0.263138403200002,0.0342,"down","TRN vs SUB"
"Olfr1564",0.311091173583111,0.0288,25,0.396487316502592,0.009,"up","TRN vs SUB"
"Runx2",0.321770016710945,0.0306,25,0.376953370551243,0.0152,"up","TRN vs SUB"
"Pea15a",-0.25267860065944,0.0308,25,-0.284359976094796,0.0198,"down","TRN vs SUB"
"Baiap2l1",1.01022128955836,0.031,25,1.01253254693292,0.0368,"up","TRN vs SUB"
"Dennd1c",0.352685584873882,0.0312,25,0.391405427941367,0.0198,"up","TRN vs SUB"
"Nefh",0.51960901577264,0.0312,25,0.847326039651816,0.0012,"up","TRN vs SUB"
"Olfr1341",0.412240854719125,0.0312,25,0.428484349931983,0.0284,"up","TRN vs SUB"
"1700128F08Rik",0.318131594955911,0.0314,25,0.44479656234603,0.0034,"up","TRN vs SUB"
"Cmbl",-0.57459581119166,0.0322,25,-0.734949861842491,0.019,"down","TRN vs SUB"
"Asah2",0.454220578397478,0.0322,25,0.517508438689987,0.024,"up","TRN vs SUB"
"Olfr133",0.447766463446174,0.0328,25,0.547429948433515,0.011,"up","TRN vs SUB"
"4931406B18Rik",0.372478499359497,0.033,25,0.377844493762998,0.0394,"up","TRN vs SUB"
"Vstm2a",-0.248452431102068,0.0334,25,-0.273685010966399,0.0248,"down","TRN vs SUB"
"Pnkd",0.268185878994133,0.0344,25,0.300623481849076,0.0268,"up","TRN vs SUB"
"Atp1a1",-0.312790917964723,0.0344,25,-0.349410538514055,0.0238,"down","TRN vs SUB"
"Car5b",0.215438121156989,0.0352,25,0.261349150810742,0.0122,"up","TRN vs SUB"
"Tbrg4",0.208921632355233,0.0358,25,0.209447618390874,0.0402,"up","TRN vs SUB"
"Tesk1",-0.420273404074075,0.036,25,-0.451850168179635,0.0418,"down","TRN vs SUB"
"Casp9",-0.241525059768685,0.0366,25,-0.3067588390622,0.0122,"down","TRN vs SUB"
"Exog",0.328699541103385,0.0366,25,0.397921141029207,0.017,"up","TRN vs SUB"
"Zcchc4",0.293547525984571,0.037,25,0.392788528446061,0.0084,"up","TRN vs SUB"
"Sbk1",0.283377575857149,0.037,25,0.283101125597701,0.0408,"up","TRN vs SUB"
"Olfr1173",0.41683226013975,0.0372,25,0.555892384448557,0.006,"up","TRN vs SUB"
"Itga7",0.310023520281923,0.0384,25,0.318133325554202,0.0368,"up","TRN vs SUB"
"Tmem216",-0.337901294071735,0.0388,25,-0.410522653431183,0.0198,"down","TRN vs SUB"
"Trim12c",0.294871321822861,0.0392,25,0.354072465553269,0.0198,"up","TRN vs SUB"
"T2",0.456285591267373,0.0396,25,0.50676235437767,0.0314,"up","TRN vs SUB"
"Zfp945",-0.391475232101921,0.0402,25,-0.459138370569767,0.0268,"down","TRN vs SUB"
"Lcp2",0.311913325150272,0.0404,25,0.324946037188492,0.0458,"up","TRN vs SUB"
"Olfr243",0.341457582758924,0.0404,25,0.393034407509614,0.0266,"up","TRN vs SUB"
"Adora3",0.322063929977135,0.041,25,0.369466518710884,0.0256,"up","TRN vs SUB"
"Adora3",0.322063929977135,0.041,25,0.369466518710884,0.0256,"up","TRN vs SUB"
"Adora3",0.322063929977135,0.041,25,0.369466518710884,0.0256,"up","TRN vs SUB"
"Adora3",0.322063929977135,0.041,25,0.369466518710884,0.0256,"up","TRN vs SUB"
"Adora3",0.322063929977135,0.041,25,0.369466518710884,0.0256,"up","TRN vs SUB"
"Adora3",0.322063929977135,0.041,25,0.369466518710884,0.0256,"up","TRN vs SUB"
"Adora3",0.322063929977135,0.041,25,0.369466518710884,0.0256,"up","TRN vs SUB"
"Adora3",0.322063929977135,0.041,25,0.369466518710884,0.0256,"up","TRN vs SUB"
"Cmtm3",-0.460961505723822,0.041,25,-0.71622461435888,0.004,"down","TRN vs SUB"
"Lmcd1",-0.451724224137277,0.0418,25,-0.629276787116366,0.0144,"down","TRN vs SUB"
"Nasp",0.213049621340645,0.042,25,0.311154462685647,0.0094,"up","TRN vs SUB"
"Pex1",0.605013622776298,0.0424,25,0.625976637577132,0.0428,"up","TRN vs SUB"
"Sec24a",0.230667983914377,0.0424,25,0.238215479757997,0.0358,"up","TRN vs SUB"
"Pdcd2l",0.361963315872966,0.0426,25,0.398982198374287,0.0254,"up","TRN vs SUB"
"Dffa",0.239875398900889,0.0426,25,0.271868632622112,0.0318,"up","TRN vs SUB"
"Ift122",-0.25558269841821,0.0434,25,-0.383093369400331,0.0054,"down","TRN vs SUB"
"Bcat1",0.444216609902902,0.044,25,0.45382020050898,0.0466,"up","TRN vs SUB"
"Ctbs",0.425812346179955,0.0442,25,0.489942973872304,0.0272,"up","TRN vs SUB"
"Vmn1r88",0.203601550660418,0.0446,25,0.269437882213249,0.01,"up","TRN vs SUB"
"Cdk15",0.41872421074294,0.0448,25,0.45268810659186,0.0426,"up","TRN vs SUB"
"Colec12",0.970658908955978,0.045,25,1.06144177030284,0.0394,"up","TRN vs SUB"
"Smad7",0.29287658995864,0.0452,25,0.313726984721872,0.0444,"up","TRN vs SUB"
"Sned1",-0.508792419579148,0.0454,25,-0.769955820135394,0.0098,"down","TRN vs SUB"
"Ephx1",-0.443156386457373,0.0456,25,-0.614560474496002,0.014,"down","TRN vs SUB"
"Rusf1",-0.374173154207119,0.0466,25,-0.667849686302026,0.0024,"down","TRN vs SUB"
"Tmprss11d",0.335887347812521,0.047,25,0.375438858069069,0.0274,"up","TRN vs SUB"
"Il18r1",0.274918617070942,0.0476,25,0.43333260726818,0.0038,"up","TRN vs SUB"
"Dclre1a",-0.416742284191734,0.0488,25,-0.55576015402113,0.0198,"down","TRN vs SUB"
"Pdzrn3",-0.419869897011666,0.0488,25,-0.522245443527072,0.0232,"down","TRN vs SUB"
"Tsnax",-0.256997672496772,0.049,25,-0.356814366034235,0.0116,"down","TRN vs SUB"
"Gm5415",0.372231711151427,0.049,25,0.537237718842961,0.0102,"up","TRN vs SUB"
"Pias3",-0.206458744386508,0.0492,25,-0.298129373067801,0.009,"down","TRN vs SUB"
"Bola3",-0.232196577456105,0.0494,25,-0.307599233681335,0.0154,"down","TRN vs SUB"
