"","symbol","as_logFC","as_pv","time","adom_logFC","adom_pv"
"7545","S100a8",-1.13257479604831,0.4258,70,-0.527312399779618,0.746
"7546","Tha1",-0.234267284284381,0.4266,70,-0.339657464257442,0.2574
"7547","Ptgs2",0.226845112344888,0.427,70,0.220416028755812,0.4686
"7548","Olfr578",-0.237239865014444,0.4272,70,-0.497254510902572,0.0966
"7549","Morn2",0.268000162799471,0.4328,70,0.318274519299893,0.3702
"7550","Gal3st1",0.248084825985504,0.4336,70,0.244533789849951,0.4844
"7551","Npas4",-0.221075654038153,0.4356,70,-0.250639539552601,0.394
"7552","Rnf213",-0.286287409842126,0.4428,70,-0.497199613617813,0.1914
"7553","4930523C07Rik",-0.203067242269234,0.4458,70,-0.272068374594199,0.3328
"7554","Psg29",-0.219844565097948,0.4566,70,-0.202646386144645,0.5082
"7555","Olfr352",0.202260330353619,0.4602,70,0.356504019354232,0.2202
"7556","Efna2",0.233669888010378,0.4654,70,0.2819772068574,0.4048
"7557","Mc5r",0.425819963028698,0.4692,70,0.45426211794862,0.4712
"7558","Bpifa1",-0.828442298081649,0.4702,70,-0.626887996923616,0.5894
"7559","9930111J21Rik1",-0.220796952526792,0.4704,70,-0.288987813870089,0.3538
"7560","Pros1",0.235531361643276,0.4714,70,0.210104998465661,0.5478
"7561","Ppl",-0.204860950764046,0.4726,70,-0.466604173779439,0.1168
"7562","Tfeb",-0.274725066776935,0.4752,70,-0.414489474210327,0.2666
"7563","Tcp11",0.264114892576311,0.4756,70,0.320603109269478,0.4112
"7564","Tpm2",0.308664274200545,0.4784,70,0.213757445552367,0.633
"7565","Rhoj",0.290882017527942,0.4786,70,0.730286465441,0.129
"7566","Exoc3l",-0.264318369560589,0.4802,70,-0.445413707265839,0.2178
"7567","Capza1",-0.207001090248796,0.4818,70,-0.337517877905276,0.2688
"7568","Slc22a6",-0.543930669531711,0.4854,70,-0.529131368951595,0.5
"7569","Stk25",0.201210360743191,0.4886,70,0.462098875736275,0.1248
"7570","Slfn4",0.57598305215984,0.4888,70,0.434382556142429,0.5962
"7571","F13a1",-0.25677759049842,0.4934,70,-0.332319806321314,0.3872
"7572","Glyat",0.239591240168272,0.5036,70,0.250783684662202,0.5108
"7573","Tuba1c",-0.467813368068504,0.5058,70,-0.202124107108136,0.8002
"7574","C3",-0.547102655546021,0.506,70,-0.809094624681811,0.3262
"7575","Nat8f4",0.511686490378679,0.508,70,0.894507033694723,0.3022
"7576","Il11ra1",-0.291244224025776,0.5166,70,-0.567353784952228,0.1996
"7577","Olfr1109",-0.224531939684929,0.5204,70,-0.360157782003977,0.2974
"7578","Mitf",-0.213181221024065,0.5218,70,-0.827052462101336,0.007
"7579","Slc12a3",0.210845881188668,0.5234,70,0.484293027803457,0.1816
"7580","Glra1",0.548603235394102,0.5254,70,0.431053703425466,0.6258
"7581","Lancl3",-0.207186670318643,0.5258,70,-0.662478255225729,0.0344
"7582","Fhit",-0.204071765744349,0.5276,70,-0.519073253188552,0.1022
"7583","Gm10110",-0.264824446153102,0.5276,70,-0.341901317673316,0.4464
"7584","Il36g",0.237711596328206,0.5304,70,0.304060182426809,0.4464
"7585","Hkdc1",0.329503117184088,0.5308,70,0.530729758612514,0.3616
"7586","Ccn1",-0.326755331563726,0.5438,70,-0.930740170216545,0.071
"7587","Col5a1",-0.34444049719191,0.5482,70,-0.590337928213898,0.299
"7588","Zmat5",0.289473782320508,0.5492,70,0.273598510392991,0.5748
"7589","Cyp26b1",0.28216717070141,0.5492,70,0.465283067809353,0.388
"7590","Syde1",-0.219089585790544,0.5522,70,-0.270252824543271,0.4672
"7591","Runx1",-0.322086376072795,0.5548,70,-0.470072689974619,0.3904
"7592","Prcd",-0.227397505152384,0.563,70,-0.211854098180511,0.6102
"7593","Myl1",0.221936723876359,0.5708,70,0.490058279424144,0.2566
"7594","Ush1g",-0.299648776735325,0.5832,70,-0.879210067848464,0.0822
"7595","Nbeal2",-0.209322540252912,0.5908,70,-0.454710287881783,0.2332
"7596","Drd2",-0.23328337679607,0.5944,70,-0.746324783536757,0.0834
"7597","Marveld1",0.207482958375859,0.6216,70,0.400079921245052,0.375
"7598","Cdh15",-0.31544554558844,0.6314,70,-0.527610650135812,0.4116
"7599","Crispld2",0.253145539728935,0.6496,70,0.61724857164171,0.3276
"7600","Scgb1c1",-0.458140402182122,0.652,70,-0.483519612933618,0.6372
"7601","Lrrc32",0.248747699818679,0.6596,70,0.24740676814159,0.689
"7602","Stoml3",-0.204168755560784,0.665,70,-0.31143429258335,0.4962
"7603","Ogn",-0.392967732092941,0.6672,70,-0.346144400848688,0.7036
"7604","Crygs",-0.420142301027049,0.6702,70,-0.994649107797678,0.2684
"7605","S100a5",-0.445309339150021,0.6754,70,-1.12786217846532,0.2738
"7606","Il1r1",-0.249939133073954,0.6804,70,-0.732542065140012,0.2018
"7607","",-0.0982199747181856,0.6892,70,-0.369748001437818,0.1234
"7630","",-0.0982199747181856,0.6892,70,-0.344269082837763,0.1434
"7653","",-0.0982199747181856,0.6892,70,-0.215096277571236,0.2498
"7676","",-0.0982199747181856,0.6892,70,-0.0787914459799892,0.7528
"9723","Cyp2g1",-0.372580000648269,0.694,70,-0.604704145974739,0.532
"9724","Lrg1",-0.356554707657509,0.709,70,-0.370215231752424,0.7136
"9725","Igtp",0.237445784950406,0.719,70,0.411955445544995,0.5724
"9726","Slc6a12",-0.288395229079833,0.7232,70,-0.356039038489742,0.6776
"9727","Slc22a2",0.243128390526148,0.7562,70,0.337968250251611,0.6688
"9728","Obp2a",0.471835030667288,0.7636,70,1.17713221476682,0.5114
"9729","Obp2b",-0.317073998335295,0.7996,70,-0.503308267868186,0.6884
"9730","Bpifb9b",-0.315503092864097,0.8432,70,-1.24514729287696,0.401
"9731","Cd46",0.385389740696018,0,25,0.3196419143832,6e-04
"9732","4930503L19Rik",0.701513982673077,0,25,0.670092481558159,0
"9733","Gtf2a1",-0.240041766372822,2e-04,25,-0.215277549495677,0.0012
"9734","Vmn1r73",0.622737230597074,2e-04,25,0.325106019830223,0.036
"9735","Mief1",0.312931092142355,4e-04,25,0.375749158308898,0
"9736","Stac2",0.531372889992612,6e-04,25,0.41557561348713,0.0052
"9737","Exosc9",-0.500748092088926,8e-04,25,-0.402551268040622,0.0048
"9738","Rpl3",-0.323073032391118,0.0012,25,-0.254906255025124,0.0084
"9739","Cdc23",0.342226364027328,0.0014,25,0.269387119191442,0.0122
"9740","Pip5k1b",-0.505651259312982,0.0014,25,-0.412936501683824,0.0108
"9741","Pcp4",0.826877508417248,0.0016,25,0.549029729487598,0.0334
"9742","Vrk3",0.317296004435199,0.0018,25,0.241892316831722,0.018
"9743","Kdelr1",-0.283910978647706,0.0018,25,-0.206218920486084,0.0214
"9744","Esrrg",0.559072787739207,0.0018,25,0.48691541643371,0.0056
"9745","Wdr73",-0.360556043873322,0.002,25,-0.262761904647911,0.018
"9746","Btc",0.531408075008183,0.0024,25,0.549113790217274,6e-04
"9747","Thsd7b",0.617837259709322,0.0026,25,0.391644893057696,0.0358
"9748","Afap1l2",-0.63129348378953,0.0028,25,-0.524319906131863,0.0164
"9749","Slc44a1",0.359150221076403,0.0028,25,0.252188684005007,0.0252
"9750","Nfe2l1",-0.238221197628515,0.003,25,-0.257736230135897,0.002
"9751","Plppr3",-0.371924321313057,0.0036,25,-0.26343736796774,0.0352
"9752","Dclk2",0.412878545987361,0.0038,25,0.335222712745283,0.016
"9753","Ubl5",-0.255199203126931,0.0038,25,-0.207026757128686,0.0198
"9754","Inpp5b",0.319542262802508,0.004,25,0.324266278129337,0.0032
"9755","Ammecr1l",0.312857949476756,0.004,25,0.294569780047396,0.0032
"9756","Fam169b",0.512678314650763,0.004,25,0.484314300268215,0.0058
"9757","Vps51",-0.83090508523241,0.0048,25,-0.653915856434624,0.0274
"9758","Focad",0.466291301329993,0.0048,25,0.523063827215437,0.0016
"9759","Snrpd2",-0.318043573788685,0.0048,25,-0.242823349697979,0.033
"9760","Rpl23a",-0.222972410665894,0.0054,25,-0.250662546294254,0.001
"9764","Mlycd",-0.334971694226089,0.0054,25,-0.238213029340904,0.042
"9765","Retreg1",0.379636296921746,0.0056,25,0.290868021475156,0.028
"9766","Elavl1",0.263168399303778,0.006,25,0.220549589928249,0.0146
"9767","Zscan18",-0.452659842520126,0.0062,25,-0.417374722002319,0.0074
"9768","Gstm7",-0.49109474376593,0.0068,25,-0.435286282618284,0.013
"9769","Triml1",0.577493193769226,0.0068,25,0.491359654881686,0.0152
"9770","Cchcr1",0.326482582982645,0.0068,25,0.245419116046913,0.033
"9771","Mycl",-0.546646567773675,0.007,25,-0.430775611653467,0.0286
"9772","Mmgt2",0.347165591669992,0.0072,25,0.335551834572072,0.006
"9773","Raf1",0.355419863805662,0.0086,25,0.351045308531315,0.0086
"9774","Uvssa",-0.248104046198145,0.0088,25,-0.240365992473019,0.0082
"9775","Rprd1b",0.258143757751276,0.0096,25,0.200022015377918,0.0418
"9776","Snrpg",-0.649803363193996,0.0096,25,-0.483203517681041,0.049
"9777","Zfp646",-0.324478422905228,0.01,25,-0.25003884807424,0.0418
"9778","Rpl37",-0.33075233079961,0.0104,25,-0.321639425274396,0.0138
"9782","Cacna1b",-0.278219082859936,0.0112,25,-0.25296604015997,0.0222
"9783","Snrnp25",-0.328707140219287,0.0128,25,-0.305083967949237,0.0228
"9784","Gadd45gip1",-0.415508256155706,0.0132,25,-0.409944710143896,0.0124
"9785","Map7",-0.326874982217346,0.0134,25,-0.358099057271304,0.0052
"9786","Cygb",-0.344593099161676,0.0138,25,-0.27590271353392,0.0446
"9787","Carmil1",0.324301805205612,0.0144,25,0.332715798079742,0.0124
"9788","Cntnap4",0.725842318282515,0.0156,25,0.61481024854052,0.0232
"9789","Taf13",0.210449761201922,0.016,25,0.215419533530201,0.0128
"9790","Fam117b",-0.252964886583019,0.0162,25,-0.257346608583523,0.0106
"9791","Zfp354c",-0.269291218685228,0.0162,25,-0.377154153543287,2e-04
"9792","Etf1",-0.234794250910627,0.0164,25,-0.223535556336755,0.022
"9793","Samd1",0.273221968729604,0.0172,25,0.23516720991112,0.032
"9794","Cox18",-0.387727472319056,0.0176,25,-0.309818028725992,0.048
"9795","Atp10d",0.344249341869702,0.0176,25,0.450511692028431,0.0024
"9796","Prr14",0.240745397491853,0.0178,25,0.237254533698453,0.015
"9797","Synm",-0.277553368060887,0.018,25,-0.351338799327188,0.001
"9798","Vmn2r88",0.45876855997652,0.0182,25,0.39527224176979,0.0364
"9799","Pde6h",0.324881416666728,0.0186,25,0.293898675669272,0.0262
"9800","Agk",0.246699261472825,0.019,25,0.241680094243137,0.019
"9801","Manbal",-0.254097797637368,0.0194,25,-0.224592340952331,0.0382
"9802","Cd83",-0.569930820591221,0.021,25,-0.504720920203744,0.039
"9803","Adamts13",0.540324750524505,0.0216,25,0.511133760111985,0.0278
"9804","Zfp46",-0.342543810771232,0.0218,25,-0.430270596889168,0.0044
"9805","Nfkb1",0.270386623690142,0.0226,25,0.292157927753089,0.016
"9806","Ifi203",0.374277266852595,0.0226,25,0.44372738281159,0.0062
"9807","Olfr1349",0.295924900437948,0.0226,25,0.299624206112104,0.0208
"9808","Gabrb1",-0.261244861133568,0.0228,25,-0.272473123903165,0.0162
"9809","Nfrkb",0.288078800164913,0.0228,25,0.265578584483213,0.033
"9810","Zfp787",0.209078529113087,0.023,25,0.318461248339641,4e-04
"9811","Crx",0.475957696825597,0.0232,25,0.441734893691843,0.0322
"9812","Rpl37a",-0.375689014280367,0.0238,25,-0.358476152415143,0.0358
"9813","Mzt1",-0.361480562381916,0.0246,25,-0.340821718479897,0.0412
"9814","Dtx3",0.3327634629669,0.025,25,0.347075990446451,0.0178
"9815","Dmpk",0.250643372815309,0.0254,25,0.307142788397273,0.0068
"9816","Ano4",0.451877420773173,0.0254,25,0.494418918175907,0.0106
"9817","Ddx19b",0.245263167193338,0.0258,25,0.218065371245845,0.0438
"9818","Rps10",-0.236276364213644,0.0264,25,-0.230966998853359,0.0322
"9819","Olfr810",0.54039875184115,0.0266,25,0.458129326669293,0.0476
"9820","Unc13b",-0.294990391021407,0.0272,25,-0.286991571666095,0.0282
"9821","Rbbp7",-0.317963849171024,0.0272,25,-0.277376008420572,0.0466
"9822","Olfr1109",0.372533757828034,0.0282,25,0.426279278771319,0.0164
"9823","Orai2",-0.252920722873982,0.0288,25,-0.255105400611342,0.0222
"9824","Rbms3",0.35341572575091,0.0296,25,0.357058990080265,0.0256
"9825","Ap2b1",-0.229401650054328,0.0298,25,-0.24592783342078,0.0188
"9826","Cpeb2",-0.331392593025137,0.0304,25,-0.318697681708508,0.0314
"9827","Krt9",-0.779388569419098,0.0308,25,-0.89816650221838,0.0124
"9828","Tll1",0.616718239417921,0.0314,25,0.557055482163414,0.0458
"9829","Rai14",0.647809130111329,0.0318,25,0.645072748478201,0.0212
"9830","Mroh1",0.218430984959213,0.0324,25,0.226477176758535,0.0274
"9831","Skp2",0.359224349359175,0.0326,25,0.440937077875752,0.0088
"9832","Rpl32l",0.922084583007052,0.0326,25,0.832822113922743,0.0474
"9833","Olfr1537",0.440567402103681,0.0334,25,0.527662111649395,0.0136
"9834","Bpifb4",1.66535539450046,0.0366,25,1.97135644458378,0.0166
"9835","4930590J08Rik",0.289001633931663,0.0374,25,0.278363120917848,0.0456
"9836","Atp10a",0.488013582483803,0.0396,25,0.48724084990388,0.04
"9837","Olfr341",0.330724652983401,0.0404,25,0.331094884616686,0.0434
"9838","Smg9",0.252199029597579,0.0406,25,0.249501887001447,0.0422
"9839","Atp8a1",-0.263185261180364,0.0408,25,-0.301042542415785,0.0176
"9840","Fbxo25",-0.220217850746673,0.041,25,-0.244114790621797,0.0294
"9841","Il5ra",0.37538808090717,0.0412,25,0.35966925308962,0.0476
"9842","Sub1",-0.230947069147188,0.0412,25,-0.218849343156062,0.0456
"9843","Hdhd3",-0.503623097590086,0.0418,25,-0.545246013045595,0.0274
"9844","Ly6h",-0.28389074226803,0.042,25,-0.370935928809782,0.0102
"9845","Rgs2",-0.266479068455339,0.043,25,-0.33095111196165,0.0148
"9846","Casp2",0.484350373670163,0.0434,25,0.614828207875648,0.0118
"9847","AU040320",-0.211505867881949,0.0436,25,-0.25079724961632,0.0164
"9848","Bhlhe22",-0.473706040905745,0.0442,25,-0.473115859617076,0.0426
"9849","Zfp93",0.391574403888125,0.0444,25,0.487401334709066,0.0152
"9850","Cracr2a",0.275841378562023,0.045,25,0.309825195931896,0.0296
"9851","Rap1gds1",0.200399449308252,0.0466,25,0.200897103672876,0.0458
"9852","Coprs",-0.260248761146283,0.0472,25,-0.273546269408325,0.0362
"9853","Plxnc1",-0.244462022205013,0.0484,25,-0.284253076869685,0.0252
