"symbol","logFCStatus","P.ValueStatus","adj.P.ValStatus","entrez","contrast","regStatus","logFCCort","P.ValueCort","adj.P.ValCort","regCort"
"Pdpn",0.496007270365957,0.02044143320395,0.964858709547307,14726,"CON-SUB","up",0.87177475698878,0.0145950251545521,0.998219107886468,"up"
"Pdpn",0.496007270365957,0.02044143320395,0.964858709547307,14726,"CON-SUB","up",0.87177475698878,0.0145950251545521,0.998219107886468,"up"
"Pdpn",0.496007270365957,0.02044143320395,0.964858709547307,14726,"CON-SUB","up",0.87177475698878,0.0145950251545521,0.998219107886468,"up"
"Pdpn",0.496007270365957,0.02044143320395,0.964858709547307,14726,"CON-SUB","up",0.87177475698878,0.0145950251545521,0.998219107886468,"up"
"C4b",0.817551165218411,0.0305334938839586,0.964858709547307,12268,"CON-SUB","up",1.3231047842987,0.0232002602118916,0.998219107886468,"up"
"Lcn2",2.40795496240076,0.0367631106164556,0.964858709547307,16819,"CON-SUB","up",4.2438094814744,0.00429864084434865,0.998219107886468,"up"
"Unkl",0.679352905962802,0.0180746182404577,0.999712399328831,74154,"CON-ASC","up",1.07653285607086,0.0168175337044676,0.998219107886468,"up"
"Ttc12",0.663029285028625,0.0193937118593129,0.999712399328831,235330,"CON-ASC","up",1.35101075420607,0.00158379106189719,0.998219107886468,"up"
"Cdh9",-0.623323183372496,0.0223295413591911,0.999712399328831,12565,"CON-ASC","down",-1.27777526975918,0.0191328594151304,0.998219107886468,"down"
"Tagln",1.13747539608949,0.0489253250473514,0.999712399328831,21345,"CON-ASC","up",1.8364451270087,0.0472587103631331,0.998219107886468,"up"
"Rps24",0.323542216768974,0.00367776327788943,0.336404563924537,20088,"SUB-ASC","up",0.492677385238186,0.0158320529593227,0.998219107886468,"up"
"Mllt3",0.274816723545378,0.00406194376074658,0.338479614591535,70122,"SUB-ASC","up",0.442255806159121,0.00929686705340082,0.998219107886468,"up"
"Cdh9",-0.770400790224999,0.00484182344482474,0.338479614591535,12565,"SUB-ASC","down",-1.27777526975918,0.0191328594151304,0.998219107886468,"down"
"Osgin2",-0.50237878853935,0.00506381623283784,0.344321600860422,209212,"SUB-ASC","down",-0.847960086014788,0.0136156181727497,0.998219107886468,"down"
"Prkcd",-0.523931857593373,0.0105166108614313,0.385433450188919,18753,"SUB-ASC","down",-0.850594152625319,0.0363905768395598,0.998219107886468,"down"
"Fam174b",0.403309342081553,0.0124917335779681,0.387240850987855,100038347,"SUB-ASC","up",0.655003032556361,0.0164170616725629,0.998219107886468,"up"
"Vav3",-0.552284867185568,0.0127253551013957,0.387240850987855,57257,"SUB-ASC","down",-0.895890530303488,0.0354697454601634,0.998219107886468,"down"
"Zfp358",0.351551015444325,0.0127329561740811,0.387240850987855,140482,"SUB-ASC","up",0.645208307169045,0.00776203875039311,0.998219107886468,"up"
"Chst2",-0.286073641423441,0.0144406749504859,0.403707307538981,54371,"SUB-ASC","down",-0.586574340627367,0.0038298325900715,0.998219107886468,"down"
"Whrn",-0.548908210938104,0.0153676113492942,0.403707307538981,73750,"SUB-ASC","down",-0.929548636022942,0.0314912348679909,0.998219107886468,"down"
"Pop4",-0.523341865171607,0.0171669855272302,0.403707307538981,66161,"SUB-ASC","down",-1.00394259890673,0.0164620101559112,0.998219107886468,"down"
"Cd200r2",-0.90290285695109,0.0205524491901376,0.41302611369432,271375,"SUB-ASC","down",-1.59721455657461,0.0346598871061022,0.998219107886468,"down"
"Spi1",0.853927176579811,0.0211758286228568,0.41302611369432,20375,"SUB-ASC","up",1.57352074697221,0.0089206631047633,0.998219107886468,"up"
"Phlda1",0.281828170201365,0.0214379016882699,0.41302611369432,21664,"SUB-ASC","up",0.555176343496647,0.0107091610415331,0.998219107886468,"up"
"Olfr653",-0.573160944104493,0.0229647226651772,0.413672348475958,57250,"SUB-ASC","down",-1.03175710088241,0.0271558175789971,0.998219107886468,"down"
"Ttc12",0.615051123338721,0.0238340514389977,0.415018719366949,235330,"SUB-ASC","up",1.35101075420607,0.00158379106189719,0.998219107886468,"up"
"Nudc",0.267563485461827,0.0245321644996895,0.41806544616213,18221,"SUB-ASC","up",0.440043867823632,0.0384464026332091,0.998219107886468,"up"
"Ecel1",-0.53406634434641,0.0261627492926839,0.425641398705844,13599,"SUB-ASC","down",-0.911991640574108,0.0450926632316396,0.998219107886468,"down"
"Rnf138rt1",0.746186412010054,0.0263772523975627,0.425641398705844,74264,"SUB-ASC","up",1.15521641816972,0.0337042739562833,0.998219107886468,"up"
"Pgm3",0.743705564247314,0.0263807619039134,0.425641398705844,109785,"SUB-ASC","up",1.31236701710356,0.0156255704591439,0.998219107886468,"up"
"Ptov1",0.305157916120129,0.0277088115682753,0.429515678435531,84113,"SUB-ASC","up",0.539713483382251,0.0358023196040997,0.998219107886468,"up"
