"symbol","domdes_LF","domdes_PV"
"Mog",1.75512037750556,1.06034498982123e-06
"Lpar1",1.65068279717172,1.33952831159149e-06
"Egr4",-1.23299863534044,1.4293243672064e-06
"Ttyh2",1.28650998731574,1.4723673252286e-06
"Mal",1.44915503409524,2.22885457788542e-06
"Tprn",1.10606383070939,3.28541940021903e-06
"Cttnbp2nl",0.668216441914304,3.69771583993636e-06
"Ugt8a",1.49396647364316,5.31339150093632e-06
"Cryab",1.24405095320838,5.37000703255295e-06
"Ermn",1.49408138798916,7.19341782343379e-06
"Mobp",1.59204245366201,7.5466022573671e-06
"Nr4a2",-1.10750957620461,1.04272983304402e-05
"Bcas1",1.41611640633394,1.2644326002568e-05
"Serpinb1a",1.78393944214842,1.50720030124335e-05
"Junb",-0.892716387509269,1.5645697408376e-05
"Tspan2",1.11235226919894,1.72133717598346e-05
"Slc44a1",0.768398711027734,1.76280850267769e-05
"Fa2h",1.61169902062499,1.79791191088663e-05
"Rgs14",-0.69487637999545,1.8381955686198e-05
"Erbin",0.745821323937704,1.9229063261531e-05
"Lhx9",-1.32548027416253,2.05149892846826e-05
"Mag",1.41058287401144,2.09457726981172e-05
"Mbp",1.39846437736994,2.12440527623335e-05
"Retreg1",0.827484709369437,2.21701694456385e-05
"Sema6d",0.788228606001807,2.38195426804102e-05
"Evi2a",1.39929362625435,2.68427742766026e-05
"Cldn11",1.3909084277531,2.76639822530543e-05
"Enpp2",1.00601311996233,2.81471996602241e-05
"Sowaha",-0.875618403267581,2.82486708415801e-05
"Rhobtb3",0.784324191215268,2.89323060925231e-05
"Slc16a7",-0.714553158333784,3.14819015334569e-05
"Ctxn1",-0.634812738215826,3.2208095008726e-05
"Rreb1",-1.01447589015899,3.66343262098862e-05
"Olfm3",0.991921642644779,4.07344953646242e-05
"Rhog",0.968720700914586,4.73210233488186e-05
"Ndrg1",0.840240377088878,4.81855676824755e-05
"Rcbtb1",0.507299148670676,5.55744487272836e-05
"Syt16",-0.621213230997223,5.66276024014998e-05
"Plp1",1.31026455336101,6.10248179516667e-05
"Vmn2r121",-1.52583885968616,6.10776514457793e-05
"Cntn2",0.804271606837609,6.17192087244165e-05
"Ednrb",0.574001671257371,6.47457361419275e-05
"Nell2",-0.569952119958029,6.59903398733021e-05
"Col23a1",-0.953247017229546,6.87122414862611e-05
"Mtus1",0.700505773309187,7.46937975334377e-05
"Cyp2d22",0.706876012384874,7.89486098590512e-05
"Clic4",0.788802292298059,7.92927151762615e-05
"Rapgefl1",-0.670610188683637,8.01429334144955e-05
"Myrf",1.13898678748821,8.63824931373235e-05
"Rnf152",0.82469648479691,8.69379909935567e-05
"Unc5a",-0.852089672391441,9.75474252714487e-05
"Dusp18",-0.9019172528709,0.00010116399151396
"As3mt",0.959790042785557,0.000105990425976413
"Mchr1",-0.950050547301812,0.000115019818840815
"Pde8a",1.47196474422271,0.000118247308570931
"Fstl5",0.770441729851859,0.000126156280948314
"Gjc2",1.50559444342041,0.000136884106125493
"Tmem88b",0.962014510840974,0.000143562512551801
"Scd2",0.414423645424943,0.000164102535189449
"Sema3c",0.847870535533466,0.000181026102492206
"Tmem63a",1.26994961033356,0.000185178379674943
"Ephb1",0.88114143661332,0.000192114613429817
"Iqsec3",0.622905951706337,0.000197374273407799
"Tshz3",-0.783236880881756,0.00022153503504052
"Dnajb5",-0.599242540780615,0.000231466410715151
"Usp8",0.371800735462902,0.000232945632766659
"Itpk1",0.564796649797971,0.000234751125554469
"Arhgef10",0.802476232769535,0.000236852939599459
"Cnih3",-0.729368617817857,0.000242941895458836
"A830018L16Rik",-0.576913887715949,0.000246288465824748
"Shd",0.646128438705761,0.000282382168183113
"Ptchd1",0.992480214418543,0.000305996488795723
"Palm",-0.453232087957546,0.000322949026138601
"Endod1",0.559525284638923,0.000343543511925427
"Tfeb",1.22604489461459,0.000345494939285627
"Kcns1",-1.44456303524855,0.000387693214847844
"Zfpm2",-1.17259910379368,0.000395854248567329
"Cd9",0.686194933452537,0.00040781941349591
"Tspan13",-0.364899460077999,0.000418375123367506
"Dnajb2",0.493910238217372,0.000429593443015758
"Auts2",-0.595016350170057,0.000460982413148096
"Adamts4",1.11126942435504,0.000461436719016628
"Hrk",-1.06718367546396,0.00046441637118142
"Pou3f4",0.81043230043763,0.000473518256934742
"Il33",0.729813213538118,0.000485029708429869
"Cacnb1",-0.412788876172892,0.000553886238071231
"Crym",-1.81433520161733,0.00055983228320659
"Abat",0.537190798014487,0.000594302966397588
"Fkbp1a",-0.426453694874706,0.000605468133413009
"Foxn3",0.501296018430142,0.000619997106208863
"Slitrk6",1.63368732016588,0.00062006063915348
"Fosl2",-0.827600042891056,0.000628409659597216
"Pgbd5",-0.49265258705658,0.000632635826874233
"Oprk1",0.79317600624414,0.000635430496103522
"Dtl",-0.613047431516412,0.000667628951423933
"Tonsl",0.720346478552854,0.000681152796031364
"Dgkg",-0.787901855566275,0.00075761068053722
"Elmo2",-0.541491837906098,0.000773158678385084
"Slc32a1",0.743704549199237,0.000806958364644585
"Brinp2",-0.593825730201471,0.000814532829501635
"Mxd3",-1.48160175485413,0.000816898614906908
"Cpm",0.82716357748741,0.000825992208000332
"Srgap1",0.757492642528717,0.00085166609482769
"Itpka",-1.05840655583556,0.000886372277974401
"Eya1",-1.24565376702428,0.000910662803433304
"Zic5",-1.5938588449558,0.000966110220401796
"Ptpn3",-0.790706769333257,0.000971477905002737
"Nkrf",0.507125381419402,0.000977393776161907
"Dusp14",-0.631762890616891,0.00107650138703924
"Tspan33",-0.57345875112847,0.00108366908509806
"Dgkk",1.08403186289752,0.00110322590503487
"Qk",0.395735832779419,0.00111511569355579
"Opn3",0.960000079702802,0.0011260163201292
"Clcn6",0.385169667500628,0.00116242891859295
"Smim1",0.809514991752124,0.00117184098078437
"Josd1",-0.342662860068281,0.00119552708034804
"Thop1",-0.58892882886909,0.00120409851766276
"Aspa",1.03829464894244,0.00121778315676962
"Necab2",-0.419474734349589,0.00121968596796949
"Slc16a2",-0.750670191123637,0.00124688208369575
"H2-DMa",-0.65819245452986,0.00129513553956167
"Ppp1r9b",-0.292591357884642,0.0013066703196092
"Lhfpl3",0.753756415812895,0.00131778258883327
"Dpy19l1",0.47740287574367,0.00133847454092135
"Vip",-1.77727286254192,0.00138752633465109
"Cdkl5",-0.441224522943579,0.00139784767844002
"Kcnv1",-0.980856195764878,0.00145677291846111
"Ptk2b",-0.686735443836111,0.00146409678572106
"Olfr801",-1.1364828462957,0.00147181121385613
"Lrfn1",-0.430383289595984,0.00147208186731051
"Pacs2",0.509536752014027,0.00147232184255641
"Gad2",0.642602410483843,0.00147572187416047
"Zfp503",0.965989537627547,0.0015373287020233
"S1pr5",1.33661320709012,0.00154571491181074
"Ctnna1",0.317079348066803,0.0015527460439981
"Bbs5",-0.465077079604979,0.00155286447106527
"Fam131a",-0.607360618955293,0.0015533654388568
"Ppfibp2",1.18634973680721,0.00155628772518695
"Tmem41a",0.641038555585279,0.00159744199181467
"Klhl1",0.986876500088312,0.00160252306048668
"Unc5c",-0.639733217308,0.00163741643521571
"Vwc2l",0.785626974417203,0.00165857105663123
"Padi2",0.704154019254408,0.00165971991318895
"Otud1",-0.499190531809339,0.00187207087960484
"Rasd1",-1.1975648528571,0.00189043261889948
"Cthrc1",1.4231010172652,0.00190134836905446
"Clcn5",0.496143611789797,0.00191392634110431
"Extl1",-0.67447958708612,0.00194597012871909
"Adgrb1",-0.39329484833262,0.00195076672066307
"Zfhx3",0.785693519367404,0.00198510214669338
"Inpp5a",0.611948703659105,0.00200385986303944
"Rilpl2",-0.426882573416114,0.00212571584066679
"Nab2",-0.64877093179135,0.00214111040508453
"Gpr153",0.662935012838316,0.00216745292271625
"Neurod1",-1.42552097937926,0.00216846599113369
"Tbc1d9",0.422793271113576,0.00225004039479185
"Col4a1",-0.599174138079564,0.0022661436115444
"Fam185a",-0.708601669625106,0.00226616937677208
"Chn2",0.77011072940558,0.00228269349648748
"Phlpp1",0.44122697011073,0.00231381757816083
"Mpp2",-0.414848542461733,0.00233415209123282
"Cplx3",-1.07227143581493,0.00243042164876612
"Hgf",-1.62565176216305,0.0024418712846315
"Oxsr1",0.47960422582091,0.00245332150923308
"Dlgap2",-0.512353161716125,0.00246768473016599
