"symbol","domdes_LF","domdes_PV"
"Slc7a4",-0.642381968885469,0.00250477004847804
"Emx1",-2.51372087243637,0.0025065268008652
"Pdzrn3",-0.922685566667732,0.00251713263316808
"Mink1",-0.300154366136045,0.00253022969201477
"Smad3",-0.741329913509778,0.00258756344636413
"Eepd1",-0.761065850292738,0.0026876509721243
"Meis2",0.945720088565519,0.0028432725822989
"Flrt3",0.61902541562465,0.00288330864440552
"Tsnax",-0.294212979572437,0.00296366706059957
"Siglech",0.53717147650719,0.00296790277210699
"Cckbr",-0.488894956056942,0.00298926672492936
"Frmd6",-0.641377918207885,0.00305993173366084
"Ptges3l",-0.679016884668108,0.00307696991791406
"Rtn4r",-0.960095829950128,0.00307860451684462
"Kcnmb4",-0.369731142740303,0.00308268423857637
"Pde4d",0.412166175412159,0.00316965570887123
"Nrep",0.496418904361946,0.00319255954843666
"Lhx2",-0.762984555696145,0.00323936036255223
"Cntnap2",0.449820153386072,0.00331809187045914
"Ptpn14",-1.57437954655536,0.00334471526300794
"Pdcd7",0.318331281305994,0.00343115340841752
"Coro1a",-0.489102726073058,0.00343327092851042
"Spata2l",-0.421243102737771,0.00346505673662145
"Ybx2",-1.06838355534114,0.00348849934446867
"Paqr6",0.551219829783612,0.0035262718531827
"Spink8",-1.76073741618441,0.00353626518026458
"Plxnd1",-1.1861818998758,0.00356230359614885
"Kif5b",0.302776168598792,0.00374358341637583
"Epm2aip1",0.27297339344751,0.00376596609590935
"Tnfaip6",0.586289162763433,0.00380668079611249
"Nbas",0.430226878422841,0.00383542731385603
"Nanog",-0.723684474574266,0.00389600023308849
"Sgpp2",0.681692664017073,0.00389907364163947
"Shb",0.938943964809576,0.0039249046884205
"Vmn2r70",-0.630626413116581,0.00400259641466916
"Plxnb3",1.24107832365246,0.0040069094585258
"Gpr139",1.22849966284444,0.00408390433542994
"Mas1",-1.84235349580869,0.00411837510681134
"Tal1",-1.35149838905736,0.00413257306510765
"Mpp3",-0.367552352570397,0.00418034413485346
"Slco3a1",-0.434957401029573,0.00422450564525009
"Dzank1",0.342694982055198,0.00424940747633696
"Cebpzos",-0.487558872670803,0.0043263975752565
"Dmrtb1",1.55410624853028,0.00439171284007946
"Cdc42ep2",0.559719541822073,0.00441502519782213
"Flrt2",0.46332745309221,0.00444695389504641
"Tmem65",0.7127504830513,0.00450106681564961
"Gadd45g",-0.583330585467871,0.00451597644484295
"Egr2",-1.11552131893306,0.0045918749858146
"Olfr6",-0.917571687457324,0.004598589121005
"Unc13c",0.414072084630559,0.00462684412973008
"Rpusd4",0.723108053463189,0.00479080991335761
"Slc44a5",-0.705580016213583,0.0049673484473593
"Ptms",-0.350400082403087,0.00499682152927998
"Fosb",-0.98712707956753,0.00502477730407388
"Pcdh17",-0.614655427424678,0.00507439876797976
"Bhlhe22",-1.62358843215145,0.00510186650061544
"Fscn1",-0.276580432287063,0.00511290653105139
"Erbb3",1.69196281267587,0.00513692595950578
"Ces5a",-1.17954300006711,0.00515649056881122
"Cnih2",-0.372006891547046,0.00524827938730443
"Mical2",-0.614124388967628,0.00536810689020767
"Mical2",-0.614124388967628,0.00536810689020767
"Rtn4rl1",-0.707600700905455,0.00546849450107823
"Lrfn2",-0.442804836101319,0.00566496050847843
"Scrn1",0.311354410818657,0.00566743864625805
"Zfp14",0.56338589594478,0.00567150937241494
"Fut9",0.343193455368186,0.00571909688870642
"Tubgcp5",0.410731423935317,0.00579162372270803
"Trabd2b",-1.3415808303807,0.00582039907158484
"Gadd45b",-0.742191609618263,0.00584661921094874
"Elavl4",0.336468665208078,0.0058709379909864
"Rmi2",-0.396402427656579,0.00589962562077246
"Lmo7",-0.677536595663259,0.00591238537275137
"Msc",-0.820112404152572,0.00594764502848863
"Olfr597",-0.709136711720615,0.00608005434248204
"Arf5",-0.348958980369073,0.00624693866714486
"Ints10",-0.385106990176319,0.00627345757680064
"Cwf19l2",0.34611228319723,0.00632204397539965
"Pik3r2",-0.370511409781589,0.00635959882362306
"Dpysl3",0.352171767822843,0.00645450452923873
"Grb7",2.02897522197734,0.00652823105552975
"Nip7",-0.367502624733617,0.00656310552335147
"Wdr41",0.360057486161601,0.00661279025156802
"Acvr2a",-0.629055972228199,0.00667571800457434
"Jrkl",0.491144843173739,0.00674702133761035
"Nkx6-2",0.973379038481141,0.0068799589749106
"Tsc22d4",0.321820826293488,0.00693742783839449
"Nectin1",-0.677110272924072,0.00703401390273326
"Rasal2",-0.353863889413924,0.00706547166364623
"Nr4a3",-0.925862677482562,0.00712440423669125
"Slc2a3",-0.310996003769811,0.00714310711177659
"Mipol1",0.576850103269036,0.00722811332565028
"St3gal5",-0.25400599622135,0.00723273933265187
"Dock10",0.429212660540822,0.00725940702879318
"Sertad1",-0.558002599780606,0.007276978636493
"Kif26a",0.891213338970795,0.00729564808343591
"Wipf1",0.610320922820145,0.0073790277220944
"Tox3",-0.824490926212497,0.00751379551015854
"Atp1b3",0.317121600718576,0.00751470961026454
"Htr3a",-1.56239352244915,0.00764997039960451
"Gin1",0.383375752535911,0.00773833615357355
"Scarb2",0.351364736023037,0.00780926187943956
"Eps15",0.263303739760627,0.00781249816352737
"Neurod2",-1.29688520936713,0.00784842267298148
"Actr3b",-0.385357185669243,0.00816366123170836
"Lbh",0.490877222892519,0.00820648501873678
"Cldn3",-2.02906712873738,0.00828144369139531
"Zic2",-1.21006220882243,0.00832925257381185
"Fos",-0.558037580047366,0.00854806332391213
"Sash1",0.347470705961329,0.00861818382637206
"Nts",0.893626930368565,0.00864497892890505
"Tmem125",1.17886597305519,0.00880061836796067
"Nptxr",-0.958114280477817,0.00889127728993288
"Abca1",0.469950520740649,0.00898837387172165
"Wasf1",-0.605246865403219,0.00908442855620956
"Magee1",0.275157248042922,0.00908630542480711
"Cdc42se2",-0.269784283553721,0.0091087144125486
"Nptx1",-0.911082688780477,0.00929929333913058
"C1qtnf4",-0.452375621233343,0.00936983786605075
"Gabrd",-0.980243239741253,0.00940685526307487
"Neto2",0.431588233247351,0.00944072799613126
"Mcam",0.853705931172968,0.00947618380954189
"Gna12",0.482648500136178,0.00952699047860937
"Washc2",0.262031356333969,0.00954377734195369
"Reln",-0.765374289188413,0.0101268779363149
"Ncoa3",0.451560349126918,0.010383909977223
"Arhgef10l",0.556729632531346,0.0106666413855252
"Zkscan17",0.675459104793106,0.0112180777748939
"Hcrt",-2.64859930488542,0.0112313946592289
"Dip2a",0.390412299083516,0.0115390090140637
"Dennd4b",0.442837455049228,0.0115690771497735
"Cept1",0.331444520856467,0.0117835613803763
"Mef2c",-0.663549230713715,0.0120733101793242
"Arnt2",0.29392654574464,0.0122236488885325
"Kctd8",0.608807586991674,0.0123919484187834
"Camkk2",-0.428327243488675,0.012635522969204
"Dlec1",-0.769269021716535,0.0128567997055936
"Ceacam1",-0.491314331704104,0.0129659118477035
"Clasrp",0.255665390404687,0.012967305167503
"Plcxd3",0.421019251462621,0.0130902549830561
"Rilpl1",-0.529729110494205,0.0132667726612239
"Plekhg3",0.427283773853236,0.0133250675817843
"Bean1",0.350883072610371,0.0134316752764466
"Sv2c",0.569565632445404,0.0135200765549353
"Amph",-0.29597103730008,0.0136180575190195
"Strn",0.30296886079715,0.0136695393775094
"Tmem254a",1.27597445854724,0.0137157225451106
"Pld4",0.804471903695253,0.0137227164101683
"Grap",-0.558309729770095,0.013829823783548
"Mybpc1",-2.95279469944867,0.013947203885506
"Nfix",-0.586867624395079,0.0140013516010643
"Kat2b",0.583871890888156,0.0141602368193398
"Socs2",-0.538615722975267,0.0143336287396833
"Sprn",-0.471371364156774,0.0145489389397718
"Dlgap3",-0.360544794954419,0.0146069632370394
"Fam169a",0.267503260585257,0.0152198898941575
"Cep290",0.294097313231917,0.0155092042041159
"Herpud1",0.337265504380342,0.0157403640485403
"Ptgs2",-1.31273822130907,0.0158620752664567
"Zfp189",-0.725764782265435,0.0158729458266153
"Sphk2",0.358717359345947,0.0158812469292914
"Vat1l",0.555711816851273,0.0159357139075926
"R3hdm4",-0.217576604296196,0.0159643009610726
"Itih5",0.382881061492458,0.0159648554883625
"Cacnb3",-0.355744222282576,0.0161752179254205
"Lsamp",-0.332857979094017,0.0167366390354901
"Tshz2",0.567194968469042,0.0167556020714329
"Cxadr",-0.446208927326056,0.0168298033221996
"Prdm8",-1.14148775438499,0.0168774007976515
"Pcdhb21",0.739832474256447,0.0169231858199543
"Olfr1316",-0.794296962042629,0.0174157033624849
"2610044O15Rik8",0.303110776969046,0.0175952297299292
"Palmd",-0.613633195993886,0.0177052530590942
"Avl9",0.245062177605789,0.0179043996701433
"Nsmf",-0.404611975588601,0.0180528344273866
"Runx1t1",0.534322633086909,0.0182670461305667
"Tex15",-1.07529181249725,0.0184079589251371
"Lrrc73",-0.371405519209476,0.0189155149417657
"Kitl",-0.704988344556064,0.0192453250587825
"Cpeb3",0.243498372326157,0.0193403571365227
"Bmper",0.731083159945055,0.0198668789871984
"Pfkl",-0.244449035311579,0.0198870568301989
"Usp37",-0.269640795291654,0.020059976918106
"Znrf3",-0.353613287599157,0.0205059157147952
"Arsj",-1.22351185396209,0.0206437137779069
"Igdcc3",0.899707503345169,0.0208209356515759
"Hook2",-0.327122977629345,0.0209454484749908
"Ankrd33b",-0.537952959181267,0.0211455370418837
"Gabra4",-0.2541902881536,0.021309339539761
"Robo3",-1.54896222939239,0.0215339808812992
"Gm42517",-0.355883209419169,0.0216023706353008
"Pcsk2",-0.283330930439793,0.0217202053030283
"Inhba",-0.591394372676406,0.0218837808505228
"Kank4",1.03808894849425,0.0219361552911371
"Pkig",-0.295743067413439,0.0224213797299068
"Cldn12",0.333195107986329,0.0224566049154472
"Pex6",-0.428164483710849,0.0224779578085371
"Bysl",-0.300703015088027,0.0225463837535423
"Lingo1",-0.451809298986104,0.0226566598698698
"Kcnk12",-1.3026263709964,0.0229207088263804
"Dab2ip",0.351316144427548,0.0232225565689922
"Ccnjl",-1.4344115040758,0.023397568789572
"Plpp6",-0.389110621514739,0.0234274537319547
"Tmem42",-0.287857012000044,0.0235364341680485
"B3galt1",0.35120997344047,0.0245793849764291
"Myo10",0.29114426442615,0.0247441183374262
"Syt17",-0.585083408042902,0.0252503332102856
"Bmp3",-0.596377548911006,0.025628024454284
"Car4",-0.623557223408383,0.0257335795923268
"Nfib",-0.676156549256344,0.0259337199343007
"Prmt8",-0.444740573659189,0.0260829401981727
"Rapgef5",-0.569489652724528,0.0261069455733509
"Pxdn",-0.446000989392644,0.0261291858354804
"Osbpl3",0.495530894206483,0.0262468011272979
"Spn",-0.69314543496974,0.0262897561376953
"Gfod1",-0.360373492618319,0.0268618670063794
"Arpc3",-0.304215706564126,0.0268831727540276
"Cox6a2",-0.662194621402676,0.0270154290801242
"Arpc5",-0.362397596160077,0.0270600666124594
"Xlr3b",-1.06510429409294,0.0275627758067559
"Agfg2",-0.314321404126813,0.0275948484718181
"Tbc1d8",0.425509645430266,0.0276999348979133
"E130308A19Rik",0.317507902883092,0.0280930079382298
"Rab22a",0.223572273368061,0.0282308110939245
"Sfrp5",0.571969959271296,0.0282944223809898
"Abcc8",0.396836802092924,0.028730711734179
"Homer1",-0.315818253508011,0.0289535607133691
"Zfp804b",0.691490796626481,0.0289941244791004
"Meis1",0.552867112954151,0.0290957861167395
"Pik3ca",0.220507495398986,0.0292786942805585
"Zdhhc6",0.267019148963393,0.029381966025544
"Pcsk5",-0.506650420482069,0.0297611631674
"Rbmx2",0.651469631467962,0.0300134408029059
"Ppp1r1a",-0.325710666283692,0.0301481934418247
"Jdp2",-0.412477180254233,0.0305383683542388
"Dusp5",-0.770325076924048,0.0309056955612941
"Slc25a22",-0.304196722394312,0.030947432619472
"Epb41l2",0.296904640348164,0.0310617122474475
"Numb",-0.425902597828279,0.0310779246182035
"Col14a1",0.903492929880911,0.0313163018531692
"Mycn",-0.57178170639413,0.031339554225424
"Pbx3",0.675221685940808,0.0313906344157278
"Tsc22d1",-0.225524049276247,0.0321131952310277
"Fezf2",-1.0164087118891,0.0325863792579684
"Tfpt",0.379019925487487,0.0329825640393143
"Cxxc4",0.364830748131094,0.0331349752342588
"Kcnd2",0.242216717184261,0.0331567292290375
"Olfm1",-0.514821161876151,0.0332892570708568
"Tjp2",0.398681449853306,0.0334645067845738
"Tlcd1",0.382837025887139,0.0336154202231809
"Gmeb2",-0.518659462841292,0.034564922643616
"Ppp1r3f",0.355991844570695,0.0348088716677279
"Adcyap1r1",0.241036157028753,0.0348488931268728
"Slc16a1",0.442860694191284,0.0350918125557228
"Nfil3",-0.430151780228187,0.0352017793669344
"Qtrt1",-0.441114064373867,0.0355426227617938
"Zdhhc14",-0.318403680682738,0.0355437144557297
"Tiparp",-0.422746914029756,0.0355846452788202
"Cst6",-0.433726939317637,0.035696528106124
"Cdc5l",0.241039314245626,0.0356979681668632
"Aatf",-0.461767740180408,0.0361005578347957
"Nhsl1",-0.616243153817768,0.0362995633467132
"Ramp1",-0.370892857916274,0.036470836027313
"Rnpc3",0.222267563480678,0.0365275012754258
"Nudt16l1",-0.27451653526335,0.0366623015949671
"Erich3",0.352949699327555,0.0367364452252671
"Pde2a",-0.509350475450729,0.0368848225639014
"Grhl2",-0.518846252953345,0.0371924615216338
"Hhipl1",0.49062981173461,0.0372476215823408
"Ccdc163",0.47023159155421,0.0374128910177257
"Plcd1",-0.729315100870555,0.0375088484886776
"Slc30a3",-1.12815894447056,0.0376101938206171
"Nrarp",0.417101237345756,0.0377067559044549
"Fmnl1",-0.353181536137749,0.0378352260343829
"Lims1",0.426206964225954,0.038278072518804
"Igf1r",-0.394650330562171,0.0386057847206928
"Rbm17",0.216732396014023,0.0388484359006557
"Fbln5",1.26091470590761,0.0388820071012701
"Prrg1",0.403329455260889,0.0389860881699669
"Pin1",-0.26847147308495,0.0394264482276546
"Runx1",0.570615814374534,0.0394661344267385
"Agbl3",-0.383657074254097,0.0399534892283263
"Ociad2",-0.269752689757411,0.0399620974868128
"Ltbp3",0.330935707569505,0.0403836338289691
"Lig1",0.34297071821436,0.0405392783297961
"P4htm",-0.223631911861132,0.0405965450260488
"Agap1",0.202213310887956,0.0409298088514591
"Prss12",-0.59709044779534,0.0410267360375589
"Zfp608",0.235661621764223,0.0410755904912221
"Dzip1",0.201486540527739,0.0413010075736809
"Mid1ip1",0.243685853947968,0.0423501994408148
"Nbl1",-0.755599157424979,0.0426239642688341
"Lrg1",-1.45051822992866,0.0433496179322021
"Nphp4",-0.356758205813132,0.0435176956956697
"Fam13a",0.546162821157492,0.0436295350161744
"Rasl11a",-0.706839259322442,0.0436388442781895
"Sez6",-0.345519860704469,0.0442547425821077
"Cux1",0.253950535641414,0.0442626586400142
"Fuz",-0.477378649682545,0.0442646260954156
"Nptx2",-0.686520377384708,0.0454078948841763
"Kcnc4",-0.405712968696275,0.045504132261229
"Ccdc74a",-0.407290902499535,0.0460411275067888
"Smoc1",-0.639493727778851,0.0463834644120847
"1700066B19Rik",0.938224927395316,0.0465925567986539
"Vmn1r167",-0.914722941695615,0.0466387253135657
"Cnnm2",0.280838508458324,0.0473707612161469
"Lyst",-0.347804670106667,0.0477798748284335
"Vmn2r10",-0.403412827763365,0.0481520599627378
"Rab33a",-0.42194221149079,0.0481874261715815
"Phkb",0.275112789475777,0.0481925912487929
"Synb",-0.336732681855652,0.0484677628450795
"Synb",-0.336732681855652,0.0484677628450795
"Gfra1",0.375377511126036,0.0491976234692009
"Mab21l1",1.26413519173987,0.0493670736970184
"Cfap36",0.295508431552187,0.0498205695651293
