"symbol","logFCStatus","P.ValueStatus","adj.P.ValStatus","entrez","contrast","regStatus","logFCCort","P.ValueCort","adj.P.ValCort","regCort"
"Npy",0.681685348200108,0.00056568062613269,0.42742828110586,109648,"CON-SUB","up",-1.16814539851606,0.000877935716824486,0.119243435942117,"down"
"Lgi3",0.493615407576554,0.00126190727056328,0.480594976733572,213469,"CON-SUB","up",-0.726073771850312,0.009431485489641,0.217269220608925,"down"
"Rpp21",0.425750647931839,0.00219791787819328,0.480594976733572,67676,"CON-SUB","up",-0.763671445324832,0.00195746359661031,0.160581233283736,"down"
"Runx2",-0.544973732631467,0.00283535566163066,0.480594976733572,12393,"CON-SUB","down",0.672929823285232,0.0339648110814286,0.310879661002937,"up"
"Arhgap36",1.83263337605993,0.00369077106706847,0.480594976733572,75404,"CON-SUB","up",-2.50567973119865,0.0364568177550952,0.318893645641896,"down"
"Cap1",0.744393874156959,0.00441244412057539,0.480594976733572,12331,"CON-SUB","up",-0.965329725894341,0.0434378951007515,0.33632903681544,"down"
"Ndufa3",0.328861924624244,0.00484327182480697,0.480594976733572,66091,"CON-SUB","up",-0.642613672781848,0.00206488074432008,0.160581233283736,"down"
"Polr2l",0.342365547044925,0.00514779261787562,0.497124368703216,66491,"CON-SUB","up",-0.608907989784171,0.00359923964967973,0.177279449801966,"down"
"Dusp18",-0.477797002260655,0.00517489896724727,0.497124368703216,75219,"CON-SUB","down",0.61905417148601,0.0333118867788814,0.309748289883197,"up"
"Piga",-0.537883563555209,0.00647735053701005,0.507800269137849,18700,"CON-SUB","down",1.01466883061358,0.000555126295144204,0.113947381710516,"up"
"St6galnac5",0.408522373189117,0.00667918702120378,0.507800269137849,26938,"CON-SUB","up",-0.534261911264915,0.0489321072056432,0.350590886683324,"down"
"Nos1",0.414635391611158,0.00692963410252751,0.507800269137849,18125,"CON-SUB","up",-0.572420695963824,0.0360164184103358,0.317092959331912,"down"
"Gpc6",-0.673122183256847,0.0072720974962698,0.509671627112319,23888,"CON-SUB","down",0.982180050984253,0.0197535016570474,0.264067401250215,"up"
"Tdrkh",0.517388136037597,0.00813055368592961,0.523886171278371,72634,"CON-SUB","up",-0.842242934087366,0.017898002691329,0.258086466289469,"down"
"Cabp7",0.915100125352996,0.00823621575264245,0.523886171278371,192650,"CON-SUB","up",-1.70562830015746,0.00783367349388876,0.206417718174998,"down"
"Olfr167",-0.825525041867856,0.00844743506595661,0.523886171278371,258937,"CON-SUB","down",1.05119811675454,0.0318650555392846,0.304968156624236,"up"
"Cplx1",0.330158137891614,0.00957248921819557,0.525911211491185,12889,"CON-SUB","up",-0.462003346098129,0.0369950652523385,0.320567331475538,"down"
"Maob",0.472713373072746,0.00971692427225493,0.525911211491185,109731,"CON-SUB","up",-0.852057882238293,0.00979234176899671,0.221022858505822,"down"
"Gmpr",0.462222706990385,0.0123080237565507,0.538971314297189,66355,"CON-SUB","up",-1.26421927165677,4.85936090279096e-05,0.052453329973555,"down"
