"symbol","logFCStatus","P.ValueStatus","adj.P.ValStatus","entrez","contrast","regStatus","logFCCort","P.ValueCort","adj.P.ValCort","regCort"
"Jph3",-0.211136584315434,0.0211086412734048,0.868103685221382,57340,"CON-DOM","down",0.246702049811415,0.0414296504256301,0.996111667085965,"up"
"Pdlim7",-0.233792428872472,0.0212488184637361,0.868103685221382,67399,"CON-DOM","down",0.286452273412085,0.0300426175400585,0.996111667085965,"up"
"Egr3",-0.96401434162044,0.0214798436714697,0.868103685221382,13655,"CON-DOM","down",1.11107882740292,0.0427390838715355,0.996111667085965,"up"
"Mical2",-0.416137115682832,0.0215221202983994,0.868103685221382,320878,"CON-DOM","down",0.470709854250309,0.0474866127058178,0.996111667085965,"up"
"Gabbr2",-0.453675283781818,0.021652527771182,0.868103685221382,242425,"CON-DOM","down",0.572103528383407,0.0261635599731283,0.996111667085965,"up"
"Fahd1",0.291469519152726,0.02182627565864,0.868103685221382,68636,"CON-DOM","up",-0.334665463984159,0.0499324610341026,0.996111667085965,"down"
"Rasgef1c",-0.522810868115577,0.021878894321149,0.868103685221382,74563,"CON-DOM","down",0.617770156088266,0.0394964480148162,0.996111667085965,"up"
"Sgk1",-0.443219490856343,0.0219503194595765,0.868103685221382,20393,"CON-DOM","down",0.670706951711066,0.0117365988233069,0.996111667085965,"up"
"Nrg3",-0.389449684983453,0.0220439429168203,0.868103685221382,18183,"CON-DOM","down",0.483808359807518,0.0319071327520441,0.996111667085965,"up"
"Synj2",-0.632076463494487,0.0229835132837691,0.868103685221382,20975,"CON-DOM","down",0.704629593645533,0.0461409996085803,0.996111667085965,"up"
"Pcf11",-0.225916841608433,0.0230964198704556,0.868103685221382,74737,"CON-DOM","down",0.280748998060925,0.0292566916990562,0.996111667085965,"up"
"Gabra1",-0.270160177076258,0.0233297105896899,0.868103685221382,14394,"CON-DOM","down",0.347039005241254,0.030803163920408,0.996111667085965,"up"
"Plekhm1",-0.279823444233661,0.0240421218119182,0.868103685221382,353047,"CON-DOM","down",0.413124497000294,0.00828406693989433,0.996111667085965,"up"
"Nol4l",-0.274145656549255,0.0244971798695283,0.868103685221382,329540,"CON-DOM","down",0.334670365216811,0.0361816444057916,0.996111667085965,"up"
"Rph3a",-0.34948900266198,0.0247156525671229,0.868103685221382,19894,"CON-DOM","down",0.406964536607082,0.0454470223037452,0.996111667085965,"up"
"Dpyd",0.54655614173701,0.0247451894599827,0.868103685221382,99586,"CON-DOM","up",-1.12452695462709,0.000273902541988966,0.996111667085965,"down"
"Cacnb3",-0.361938023885037,0.0248588198724725,0.868103685221382,12297,"CON-DOM","down",0.505415304703185,0.015358483904582,0.996111667085965,"up"
"Vmn1r34",0.471226928712391,0.0248824168533572,0.868103685221382,546901,"CON-DOM","up",-0.745382218696679,0.00794959183490095,0.996111667085965,"down"
"Dkk3",-0.834681131056498,0.0249798653118355,0.868103685221382,50781,"CON-DOM","down",1.03935007777864,0.0308078641609324,0.996111667085965,"up"
"Akap14",0.867397067102832,0.0251434710403758,0.868103685221382,434756,"CON-DOM","up",-1.06427716885547,0.0481595148124991,0.996111667085965,"down"
"H2afy2",0.418430072650564,0.025433690870218,0.868103685221382,404634,"CON-DOM","up",-0.592200442437529,0.0275231223206208,0.996111667085965,"down"
"Sox13",0.575477469135001,0.0255150242004381,0.868103685221382,20668,"CON-DOM","up",-0.799961058116985,0.0433679955305259,0.996111667085965,"down"
"Ypel3",-0.223977192257124,0.0257396124901667,0.868103685221382,66090,"CON-DOM","down",0.271236860606733,0.039156005675007,0.996111667085965,"up"
"Lyrm9",0.262834861565642,0.0263653481329527,0.868103685221382,66274,"CON-DOM","up",-0.322018100566571,0.0397470570474048,0.996111667085965,"down"
"Mrps16",0.311702051643268,0.0263770901093178,0.868103685221382,66242,"CON-DOM","up",-0.49756856642767,0.00727870543429087,0.996111667085965,"down"
"Irf2bpl",-0.22737096186924,0.0263887807576779,0.868103685221382,238330,"CON-DOM","down",0.302018814285981,0.0231802575103516,0.996111667085965,"up"
"Scara3",-0.492824188468825,0.0265433789748837,0.868103685221382,219151,"CON-DOM","down",0.67489533278254,0.0240518529938771,0.996111667085965,"up"
"Tbc1d30",-0.369558293731269,0.0268252176143384,0.868103685221382,74694,"CON-DOM","down",0.466944731046114,0.0283299730221048,0.996111667085965,"up"
"Gucy2g",-0.887432551598346,0.0275345447293668,0.868103685221382,73707,"CON-DOM","down",1.09903709020453,0.0296312838450112,0.996111667085965,"up"
"Zfp13",0.691551121700402,0.0278248678971179,0.868103685221382,22654,"CON-DOM","up",-1.14614214637818,0.016286888742035,0.996111667085965,"down"
"Mif4gd",0.40856640430717,0.0279968982661722,0.868103685221382,69674,"CON-DOM","up",-0.584331344884869,0.0202100046241636,0.996111667085965,"down"
"Numb",-0.380572629862559,0.028440349918795,0.868103685221382,18222,"CON-DOM","down",0.453527131162728,0.0442554124127668,0.996111667085965,"up"
"Oprk1",1.22218683674462,0.0288309228937152,0.868103685221382,18387,"CON-DOM","up",-1.55198929843858,0.0445958047788663,0.996111667085965,"down"
"1110008P14Rik",-0.383654081281187,0.0291350855041393,0.868103685221382,73737,"CON-DOM","down",0.533003852505795,0.0222774697389772,0.996111667085965,"up"
"Wipf2",-0.242919146539456,0.0291624559370899,0.868103685221382,68524,"CON-DOM","down",0.291110359275801,0.0496190007631459,0.996111667085965,"up"
"Papss2",-0.303109661075767,0.0300387594069902,0.868103685221382,23972,"CON-DOM","down",0.445586990978252,0.0134224356285614,0.996111667085965,"up"
"Tmem178",-0.682207254750355,0.0305124886470822,0.868103685221382,68027,"CON-DOM","down",0.801972047825888,0.0493435531633747,0.996111667085965,"up"
"Rab40c",-0.272175538831203,0.0313847997206415,0.868103685221382,224624,"CON-DOM","down",0.407923777080694,0.0103279829842177,0.996111667085965,"up"
"Bcor",-0.394460877194332,0.0321374016806902,0.868103685221382,71458,"CON-DOM","down",0.546178181965571,0.0229740838616773,0.996111667085965,"up"
"Uck1",0.321348343128114,0.0322111195782279,0.868103685221382,22245,"CON-DOM","up",-0.426463487388594,0.0325934346550847,0.996111667085965,"down"
"Sept5",-0.42340512960733,0.0324400403619397,0.868103685221382,18951,"CON-DOM","down",0.567063854102481,0.0240164423615851,0.996111667085965,"up"
"Spata13",0.61522949109947,0.0325757650958769,0.868103685221382,219140,"CON-DOM","up",-0.838047054975968,0.0311859779812362,0.996111667085965,"down"
"Olfr1233",0.413791742043998,0.0331023935388832,0.868103685221382,258974,"CON-DOM","up",-0.565613390836562,0.0265681931031646,0.996111667085965,"down"
"Fat1",0.3570724224349,0.0331084495006855,0.868103685221382,14107,"CON-DOM","up",-0.655935863810041,0.00386011183443963,0.996111667085965,"down"
"Rmnd5b",-0.283539015294731,0.0336010973401935,0.868103685221382,66089,"CON-DOM","down",0.414722964045506,0.0217800198564903,0.996111667085965,"up"
"Slc39a8",0.454279398287623,0.03390977879128,0.868103685221382,67547,"CON-DOM","up",-0.751730244549388,0.00837353311459565,0.996111667085965,"down"
"Prickle1",-0.392519582683871,0.0339829776702182,0.868103685221382,106042,"CON-DOM","down",0.490968368197231,0.0385599643336689,0.996111667085965,"up"
"Sh3gl2",-0.281177815027434,0.0342217328250852,0.868103685221382,20404,"CON-DOM","down",0.442169262154507,0.00863168465453706,0.996111667085965,"up"
"Rpp25l",0.327517357316425,0.0343506225831792,0.868103685221382,69961,"CON-DOM","up",-0.486953321009106,0.0165487489554018,0.996111667085965,"down"
"Unc13c",0.511056070192016,0.0347117793369628,0.868103685221382,208898,"CON-DOM","up",-0.724302247712933,0.0369235371714862,0.996111667085965,"down"
"Emx1",-0.851137139946526,0.0350933262002168,0.868103685221382,13796,"CON-DOM","down",1.11962229022133,0.0228987208946001,0.996111667085965,"up"
"Poll",0.345784858452949,0.0352910460870359,0.868103685221382,56626,"CON-DOM","up",-0.496485567603174,0.0264009935735351,0.996111667085965,"down"
"Ints2",0.258791263527617,0.0352990643094377,0.868103685221382,70422,"CON-DOM","up",-0.396973042030217,0.0131609544498184,0.996111667085965,"down"
"Tmem191c",-0.213108584105677,0.0353861077592344,0.868103685221382,224019,"CON-DOM","down",0.34143228811897,0.00726463310226553,0.996111667085965,"up"
"Tfb1m",0.476707446813734,0.0362413419949652,0.868103685221382,224481,"CON-DOM","up",-0.669417362903814,0.0311454736137898,0.996111667085965,"down"
"H2afj",-0.376833160836931,0.0362710397028868,0.868103685221382,232440,"CON-DOM","down",0.465942407773387,0.0446848284264558,0.996111667085965,"up"
"Clpp",0.238308119506168,0.0363443684884711,0.868103685221382,53895,"CON-DOM","up",-0.340766178164756,0.0213791589675252,0.996111667085965,"down"
"Rpgr",0.256914841562398,0.037317340772864,0.868103685221382,19893,"CON-DOM","up",-0.469011845798868,0.00347974486243336,0.996111667085965,"down"
"Hist1h1c",0.459248115245861,0.0374059205732528,0.868103685221382,50708,"CON-DOM","up",-0.609239287421136,0.041614759608452,0.996111667085965,"down"
"Rassf3",-0.537152291256247,0.0376220800808568,0.868103685221382,192678,"CON-DOM","down",0.730414600817221,0.0225890723697799,0.996111667085965,"up"
"Alas1",-0.26587480403612,0.0377609215299202,0.868103685221382,11655,"CON-DOM","down",0.333827739121205,0.045406914930878,0.996111667085965,"up"
"Rgs9",0.753200920642917,0.0386683363641488,0.868103685221382,19739,"CON-DOM","up",-1.08797302351996,0.0229749871484307,0.996111667085965,"down"
"Cfap65",0.451920622813491,0.0391595057096513,0.868103685221382,241116,"CON-DOM","up",-0.815362281614748,0.0108387830799354,0.996111667085965,"down"
"Cpne2",0.604199696204204,0.0392829286732062,0.868103685221382,234577,"CON-DOM","up",-0.858477542684574,0.033040617511724,0.996111667085965,"down"
