"pre_idbatchcage","post_idbatchcage","post_batchcage","batch","Cage","winner","loser","score","group","period","time","lightsoff","date","ztime"
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,5855
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,5880
"1 Batch 1 Cage 3"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 3-1","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,5902
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,5936
"4 Batch 1 Cage 1"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 1-4","Cage 5-2",1,"reorganized","Post","25 hours",11,2019-10-03,5955
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-03,5986
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,6009
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,6046
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,6071
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,6102
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 5-2",1,"reorganized","Post","25 hours",11,2019-10-03,6124
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,6157
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,6204
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,6215
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,6240
"4 Batch 1 Cage 1"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post","25 hours",11,2019-10-03,6291
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,6304
"3 Batch 1 Cage 1"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 1-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,6353
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,6369
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,6468
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,6498
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,6565
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,6603
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,6624
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,6648
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 3-3",1,"reorganized","Post","25 hours",11,2019-10-03,6671
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 3-3",1,"reorganized","Post","25 hours",11,2019-10-03,6693
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,6709
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,6724
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,6759
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,6785
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,6802
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,6864
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,6903
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,6944
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,6967
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,7006
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,7026
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 3-2",1,"reorganized","Post","25 hours",11,2019-10-03,7041
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,7082
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,7116
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,7199
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,7215
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 3-3",1,"reorganized","Post","25 hours",11,2019-10-03,7246
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,7269
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,7285
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,7370
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,7388
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,7421
"4 Batch 1 Cage 2"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 2-4","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,11035
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,11081
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-03,11166
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 3-2",1,"reorganized","Post","25 hours",11,2019-10-03,11183
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,11231
"2 Batch 1 Cage 3"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 3-2","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,11292
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,11328
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 5-2",1,"reorganized","Post","25 hours",11,2019-10-03,11351
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,11583
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 5-2",1,"reorganized","Post","25 hours",11,2019-10-03,11613
"4 Batch 1 Cage 3"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 3-4","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,11640
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,11670
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,11682
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,11712
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,11763
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,11788
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,11805
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,11829
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 3-2",1,"reorganized","Post","25 hours",11,2019-10-03,11843
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,11879
"4 Batch 1 Cage 1"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 1-4","Cage 3-3",1,"reorganized","Post","25 hours",11,2019-10-03,11922
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,11971
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 3-2",1,"reorganized","Post","25 hours",11,2019-10-03,11990
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,12008
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,12025
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 3-3",1,"reorganized","Post","25 hours",11,2019-10-03,12069
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 3-2",1,"reorganized","Post","25 hours",11,2019-10-03,12102
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,12116
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 3-2",1,"reorganized","Post","25 hours",11,2019-10-03,12181
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 3-2",1,"reorganized","Post","25 hours",11,2019-10-03,12272
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,12286
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,12302
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,12333
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,12369
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,12386
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-03,12420
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,12448
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,12494
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,12587
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-03,12668
"4 Batch 1 Cage 2"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 2-4","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-03,12760
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 2-1",1,"reorganized","Post","25 hours",11,2019-10-03,12777
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,12828
"4 Batch 1 Cage 2"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 2-4","Cage 5-4",1,"reorganized","Post","25 hours",11,2019-10-03,12888
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,12900
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,12935
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,13018
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 2-1",1,"reorganized","Post","25 hours",11,2019-10-03,13049
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,13073
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,13110
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,13126
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,13145
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 3-2",1,"reorganized","Post","25 hours",11,2019-10-03,13157
"2 Batch 1 Cage 5"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 5-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,13234
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-03,13252
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-03,13294
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,13310
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 3-3",1,"reorganized","Post","25 hours",11,2019-10-03,13365
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 5-2",1,"reorganized","Post","25 hours",11,2019-10-03,13432
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,13469
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,13523
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,13576
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,13645
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,13671
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 2-1",1,"reorganized","Post","25 hours",11,2019-10-03,13734
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,13778
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,13824
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,13854
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-03,13894
"4 Batch 1 Cage 2"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 2-4","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-03,13913
"1 Batch 1 Cage 4"," Batch 1 Cage 5","Batch 1 Cage 5","1","Cage 5","Cage 4-1","Cage 4-4",1,"control","Post","25 hours",11,2019-10-03,13969
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,14005
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,14017
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,14057
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,14069
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-03,14099
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,14116
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,14153
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 5-3",1,"reorganized","Post","25 hours",11,2019-10-03,14163
"1 Batch 1 Cage 1"," Batch 1 Cage 1","Batch 1 Cage 1","1","Cage 1","Cage 1-1","Cage 2-1",1,"reorganized","Post","25 hours",11,2019-10-03,14179
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,14192
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-03,14210
"1 Batch 1 Cage 4"," Batch 1 Cage 5","Batch 1 Cage 5","1","Cage 5","Cage 4-1","Cage 4-2",1,"control","Post","25 hours",11,2019-10-03,14245
"1 Batch 1 Cage 4"," Batch 1 Cage 5","Batch 1 Cage 5","1","Cage 5","Cage 4-1","Cage 4-4",1,"control","Post","25 hours",11,2019-10-03,14284
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 5-2",1,"reorganized","Post","25 hours",11,2019-10-03,14327
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-03,14351
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 5-1",1,"reorganized","Post","25 hours",11,2019-10-03,14363
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-04,134
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 1-4",1,"reorganized","Post","25 hours",11,2019-10-04,209
"2 Batch 1 Cage 2"," Batch 1 Cage 4","Batch 1 Cage 4","1","Cage 4","Cage 2-2","Cage 5-2",1,"reorganized","Post","25 hours",11,2019-10-04,253
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-04,328
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-04,440
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 3-4",1,"reorganized","Post","25 hours",11,2019-10-04,647
"3 Batch 1 Cage 2"," Batch 1 Cage 3","Batch 1 Cage 3","1","Cage 3","Cage 2-3","Cage 1-3",1,"reorganized","Post","25 hours",11,2019-10-04,909
"1 Batch 1 Cage 4"," Batch 1 Cage 5","Batch 1 Cage 5","1","Cage 5","Cage 4-1","Cage 4-4",1,"control","Post","25 hours",11,2019-10-04,1530
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-04,1630
"1 Batch 1 Cage 4"," Batch 1 Cage 5","Batch 1 Cage 5","1","Cage 5","Cage 4-1","Cage 4-3",1,"control","Post","25 hours",11,2019-10-04,1685
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 2-4",1,"reorganized","Post","25 hours",11,2019-10-04,1717
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-04,1767
"1 Batch 1 Cage 4"," Batch 1 Cage 5","Batch 1 Cage 5","1","Cage 5","Cage 4-1","Cage 4-4",1,"control","Post","25 hours",11,2019-10-04,1812
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-04,1840
"2 Batch 1 Cage 1"," Batch 1 Cage 2","Batch 1 Cage 2","1","Cage 2","Cage 1-2","Cage 3-1",1,"reorganized","Post","25 hours",11,2019-10-04,1887
