"Cage","winner","loser","score","batch","batch.cage","group","time","id","pre_batchcage","date","hrs","min","sec","lightsoff","ztime"
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,14,22,8,11,12128
"Cage 4",1,3,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,14,22,52,11,12172
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,14,23,43,11,12223
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,14,25,3,11,12303
"Cage 4",1,4,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,14,26,20,11,12380
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,14,27,38,11,12458
"Cage 2",1,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,14,28,43,11,12523
"Cage 3",2,1,1,"1","Batch 1 Cage 3","reorganized","25 hours",2,"Batch 1 Cage 3",2019-09-30,14,31,1,11,12661
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,14,32,48,11,12768
"Cage 5",1,2,1,"1","Batch 1 Cage 5","reorganized","25 hours",1,"Batch 1 Cage 5",2019-09-30,14,36,9,11,12969
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,14,37,48,11,13068
"Cage 3",1,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",1,"Batch 1 Cage 3",2019-09-30,14,39,7,11,13147
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,14,39,47,11,13187
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,14,41,22,11,13282
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,14,44,34,11,13474
"Cage 3",2,4,1,"1","Batch 1 Cage 3","reorganized","25 hours",2,"Batch 1 Cage 3",2019-09-30,14,45,39,11,13539
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-09-30,14,46,12,11,13572
"Cage 1",2,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",2,"Batch 1 Cage 1",2019-09-30,14,46,42,11,13602
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,14,46,53,11,13613
"Cage 3",2,4,1,"1","Batch 1 Cage 3","reorganized","25 hours",2,"Batch 1 Cage 3",2019-09-30,14,47,30,11,13650
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,14,48,0,11,13680
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,14,48,48,11,13728
"Cage 4",1,4,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,14,49,8,11,13748
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,14,52,53,11,13973
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,15,32,17,11,16337
"Cage 3",1,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",1,"Batch 1 Cage 3",2019-09-30,15,33,27,11,16407
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,15,38,11,11,16691
"Cage 3",1,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",1,"Batch 1 Cage 3",2019-09-30,15,39,52,11,16792
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,15,41,0,11,16860
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,15,41,29,11,16889
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,15,42,24,11,16944
"Cage 3",1,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",1,"Batch 1 Cage 3",2019-09-30,15,43,2,11,16982
"Cage 3",2,4,1,"1","Batch 1 Cage 3","reorganized","25 hours",2,"Batch 1 Cage 3",2019-09-30,15,44,55,11,17095
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,15,45,22,11,17122
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,15,46,38,11,17198
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,15,48,34,11,17314
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,15,50,30,11,17430
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,15,52,46,11,17566
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,15,54,20,11,17660
"Cage 4",1,3,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,15,54,59,11,17699
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,15,59,43,11,17983
"Cage 5",1,2,1,"1","Batch 1 Cage 5","reorganized","25 hours",1,"Batch 1 Cage 5",2019-09-30,16,0,17,11,18017
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,2,37,11,18157
"Cage 5",1,2,1,"1","Batch 1 Cage 5","reorganized","25 hours",1,"Batch 1 Cage 5",2019-09-30,16,4,3,11,18243
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,5,5,11,18305
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,9,49,11,18589
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,12,3,11,18723
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,12,40,11,18760
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,13,17,11,18797
"Cage 2",1,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,16,13,35,11,18815
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-09-30,16,14,29,11,18869
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,16,52,11,19012
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,18,21,11,19101
"Cage 3",2,4,1,"1","Batch 1 Cage 3","reorganized","25 hours",2,"Batch 1 Cage 3",2019-09-30,16,20,7,11,19207
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,21,17,11,19277
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-09-30,16,22,7,11,19327
"Cage 1",3,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",3,"Batch 1 Cage 1",2019-09-30,16,22,35,11,19355
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,22,59,11,19379
"Cage 3",4,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",4,"Batch 1 Cage 3",2019-09-30,16,23,44,11,19424
"Cage 3",4,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",4,"Batch 1 Cage 3",2019-09-30,16,23,57,11,19437
"Cage 3",4,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",4,"Batch 1 Cage 3",2019-09-30,16,24,16,11,19456
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,24,54,11,19494
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,26,11,11,19571
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-09-30,16,27,15,11,19635
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-09-30,16,29,24,11,19764
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,1,3,11,3663
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,12,1,43,11,3703
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,12,3,6,11,3786
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,3,35,11,3815
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,12,3,52,11,3832
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,5,1,11,3901
"Cage 4",1,3,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,12,5,18,11,3918
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,6,15,11,3975
"Cage 2",4,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,7,23,11,4043
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,7,36,11,4056
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,7,52,11,4072
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,12,8,33,11,4113
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,8,53,11,4133
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,9,55,11,4195
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,10,16,11,4216
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,11,13,11,4273
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,11,52,11,4312
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,12,38,11,4358
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,14,29,11,4469
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,14,39,11,4479
"Cage 1",2,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",2,"Batch 1 Cage 1",2019-10-01,12,16,21,11,4581
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,16,36,11,4596
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,18,17,11,4697
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,18,32,11,4712
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,20,33,11,4833
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,21,57,11,4917
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,12,22,23,11,4943
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,22,34,11,4954
"Cage 4",1,4,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,12,23,36,11,5016
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,24,19,11,5059
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,25,0,11,5100
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,25,10,11,5110
"Cage 2",1,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,27,32,11,5252
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,27,56,11,5276
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,28,29,11,5309
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,29,1,11,5341
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,29,9,11,5349
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,29,28,11,5368
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,31,11,11,5471
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,12,32,47,11,5567
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,12,33,1,11,5581
"Cage 1",2,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",2,"Batch 1 Cage 1",2019-10-01,12,33,17,11,5597
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,33,28,11,5608
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,12,33,57,11,5637
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,36,35,11,5795
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,37,4,11,5824
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,38,43,11,5923
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,38,56,11,5936
"Cage 2",1,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,39,41,11,5981
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,39,59,11,5999
"Cage 2",1,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,41,21,11,6081
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,41,42,11,6102
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,41,57,11,6117
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,42,13,11,6133
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,42,48,11,6168
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,44,14,11,6254
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,44,50,11,6290
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,45,1,11,6301
"Cage 2",4,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,45,30,11,6330
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,45,45,11,6345
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,46,46,11,6406
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,12,47,31,11,6451
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,48,0,11,6480
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,12,48,33,11,6513
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,48,51,11,6531
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,49,35,11,6575
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,50,37,11,6637
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,50,47,11,6647
"Cage 4",1,4,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,12,51,16,11,6676
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,52,14,11,6734
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,52,43,11,6763
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,52,55,11,6775
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,53,36,11,6816
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,12,54,1,11,6841
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,54,39,11,6879
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,55,13,11,6913
"Cage 3",2,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",2,"Batch 1 Cage 3",2019-10-01,12,55,48,11,6948
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,56,21,11,6981
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,57,14,11,7034
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,12,58,54,11,7134
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,12,59,6,11,7146
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,10,24,11,7824
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,10,38,11,7838
"Cage 2",2,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",2,"Batch 1 Cage 2",2019-10-01,13,11,25,11,7885
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,11,51,11,7911
"Cage 2",4,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,12,9,11,7929
"Cage 5",3,2,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,13,54,11,8034
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,14,7,11,8047
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,16,14,11,8174
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,13,16,39,11,8199
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,17,14,11,8234
"Cage 5",1,2,1,"1","Batch 1 Cage 5","reorganized","25 hours",1,"Batch 1 Cage 5",2019-10-01,13,17,41,11,8261
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,18,19,11,8299
"Cage 2",4,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,19,37,11,8377
"Cage 4",1,4,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,13,20,40,11,8440
"Cage 1",1,3,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,13,23,34,11,8614
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,23,55,11,8635
"Cage 4",3,2,1,"1","Batch 1 Cage 4","control","25 hours",3,"Batch 1 Cage 4",2019-10-01,13,24,16,11,8656
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,13,26,4,11,8764
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,28,25,11,8905
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,13,28,43,11,8923
"Cage 4",2,3,1,"1","Batch 1 Cage 4","control","25 hours",2,"Batch 1 Cage 4",2019-10-01,13,29,30,11,8970
"Cage 4",2,3,1,"1","Batch 1 Cage 4","control","25 hours",2,"Batch 1 Cage 4",2019-10-01,13,30,13,11,9013
"Cage 4",1,3,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,13,30,44,11,9044
"Cage 4",2,3,1,"1","Batch 1 Cage 4","control","25 hours",2,"Batch 1 Cage 4",2019-10-01,13,30,55,11,9055
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,13,31,3,11,9063
"Cage 3",2,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",2,"Batch 1 Cage 3",2019-10-01,13,31,34,11,9094
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,31,56,11,9116
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,34,5,11,9245
"Cage 4",2,4,1,"1","Batch 1 Cage 4","control","25 hours",2,"Batch 1 Cage 4",2019-10-01,13,34,29,11,9269
"Cage 4",1,2,1,"1","Batch 1 Cage 4","control","25 hours",1,"Batch 1 Cage 4",2019-10-01,13,34,45,11,9285
"Cage 5",3,2,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,36,9,11,9369
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,13,37,52,11,9472
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,38,13,11,9493
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,13,40,8,11,9608
"Cage 2",4,1,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,42,10,11,9730
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,13,43,30,11,9810
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,13,45,49,11,9949
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,13,46,11,11,9971
"Cage 1",1,2,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,13,48,29,11,10109
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,13,49,31,11,10171
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,50,13,11,10213
"Cage 5",3,4,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,51,59,11,10319
"Cage 1",1,4,1,"1","Batch 1 Cage 1","reorganized","25 hours",1,"Batch 1 Cage 1",2019-10-01,13,53,29,11,10409
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,13,55,30,11,10530
"Cage 3",1,3,1,"1","Batch 1 Cage 3","reorganized","25 hours",1,"Batch 1 Cage 3",2019-10-01,13,56,46,11,10606
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,13,57,51,11,10671
"Cage 5",3,1,1,"1","Batch 1 Cage 5","reorganized","25 hours",3,"Batch 1 Cage 5",2019-10-01,13,59,32,11,10772
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,13,59,46,11,10786
"Cage 2",1,4,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,14,0,43,11,10843
"Cage 2",4,2,1,"1","Batch 1 Cage 2","reorganized","25 hours",4,"Batch 1 Cage 2",2019-10-01,14,1,1,11,10861
"Cage 2",1,3,1,"1","Batch 1 Cage 2","reorganized","25 hours",1,"Batch 1 Cage 2",2019-10-01,14,1,33,11,10893
