"Well","plate","dilution_factor","final_conc_ng_ul","mean_con_ng_ul","batch","period","post_id","precage","pre_id","post_idbatch","pre_idbatch","pre_idbatchcage","group","time","Postds","Postrank","Preds","Prerank","condition"
"D11",2,100,25.5115908884849,28.211246703271,13,"Pre","3-4","Cage3","4","3-4Batch13","4Batch13","4Batch13Cage3","reorganized","1 hr",2.1,1,4.08333333333333,1,"same"
"D12",2,100,30.9109025180571,28.211246703271,13,"Pre","3-4","Cage3","4","3-4Batch13","4Batch13","4Batch13Cage3","reorganized","1 hr",2.1,1,4.08333333333333,1,"same"
"E11",2,100,356.321496972633,359.454229288908,13,"Post","3-4","Cage3","4","3-4Batch13","4Batch13","4Batch13Cage3","reorganized","1 hr",2.1,1,4.08333333333333,1,"same"
"E12",2,100,362.586961605183,359.454229288908,13,"Post","3-4","Cage3","4","3-4Batch13","4Batch13","4Batch13Cage3","reorganized","1 hr",2.1,1,4.08333333333333,1,"same"
"F11",2,100,43.7677323775118,47.0689040649763,13,"Pre","1-4","Cage1","4","1-4Batch13","4Batch13","4Batch13Cage1","reorganized","1 hr",-1.55,4,3.9375,1,"descenders"
"F12",2,100,50.3700757524407,47.0689040649763,13,"Pre","1-4","Cage1","4","1-4Batch13","4Batch13","4Batch13Cage1","reorganized","1 hr",-1.55,4,3.9375,1,"descenders"
"G11",2,100,140.149298216486,149.443645142217,13,"Post","1-4","Cage1","4","1-4Batch13","4Batch13","4Batch13Cage1","reorganized","1 hr",-1.55,4,3.9375,1,"descenders"
"G12",2,100,158.737992067949,149.443645142217,13,"Post","1-4","Cage1","4","1-4Batch13","4Batch13","4Batch13Cage1","reorganized","1 hr",-1.55,4,3.9375,1,"descenders"
"D3",3,100,29.7425222883532,28.0422230870598,12,"Pre","3-4","Cage3","4","3-4Batch12","4Batch12","4Batch12Cage3","control","1 hr",3.83928571428571,1,4.74142857142857,1,"control"
"D4",3,100,26.3419238857664,28.0422230870598,12,"Pre","3-4","Cage3","4","3-4Batch12","4Batch12","4Batch12Cage3","control","1 hr",3.83928571428571,1,4.74142857142857,1,"control"
"E3",3,100,91.8998843282773,89.6988503150503,12,"Post","3-4","Cage3","4","3-4Batch12","4Batch12","4Batch12Cage3","control","1 hr",3.83928571428571,1,4.74142857142857,1,"control"
"E4",3,100,87.4978163018232,89.6988503150503,12,"Post","3-4","Cage3","4","3-4Batch12","4Batch12","4Batch12Cage3","control","1 hr",3.83928571428571,1,4.74142857142857,1,"control"
"F3",3,100,78.5832021693113,82.4418384737858,12,"Pre","3-1","Cage3","1","3-1Batch12","1Batch12","1Batch12Cage3","control","1 hr",-1.91666666666667,4,-2.82142857142857,4,"control"
"F4",3,100,86.3004747782602,82.4418384737858,12,"Pre","3-1","Cage3","1","3-1Batch12","1Batch12","1Batch12Cage3","control","1 hr",-1.91666666666667,4,-2.82142857142857,4,"control"
"G3",3,100,80.6768862124141,76.7234682503427,12,"Post","3-1","Cage3","1","3-1Batch12","1Batch12","1Batch12Cage3","control","1 hr",-1.91666666666667,4,-2.82142857142857,4,"control"
"G4",3,100,72.7700502882712,76.7234682503427,12,"Post","3-1","Cage3","1","3-1Batch12","1Batch12","1Batch12Cage3","control","1 hr",-1.91666666666667,4,-2.82142857142857,4,"control"
"H3",3,100,101.066347775765,94.8937996494673,11,"Pre","1-4","Cage1","4","1-4Batch11","4Batch11","4Batch11Cage1","reorganized","1 hr",4.19172932330827,1,-3.95348837209302,4,"ascenders"
"H4",3,100,88.7212515231693,94.8937996494673,11,"Pre","1-4","Cage1","4","1-4Batch11","4Batch11","4Batch11Cage1","reorganized","1 hr",4.19172932330827,1,-3.95348837209302,4,"ascenders"
"A5",3,100,187.729483224121,171.821962349397,11,"Post","1-4","Cage1","4","1-4Batch11","4Batch11","4Batch11Cage1","reorganized","1 hr",4.19172932330827,1,-3.95348837209302,4,"ascenders"
"A6",3,100,155.914441474673,171.821962349397,11,"Post","1-4","Cage1","4","1-4Batch11","4Batch11","4Batch11Cage1","reorganized","1 hr",4.19172932330827,1,-3.95348837209302,4,"ascenders"
"B5",3,100,57.9855693898031,53.404706136239,11,"Pre","2-3","Cage2","3","2-3Batch11","3Batch11","3Batch11Cage2","reorganized","1 hr",-3.01704260651629,4,-3.61666666666667,4,"same"
"B6",3,100,48.8238428826749,53.404706136239,11,"Pre","2-3","Cage2","3","2-3Batch11","3Batch11","3Batch11Cage2","reorganized","1 hr",-3.01704260651629,4,-3.61666666666667,4,"same"
"C5",3,100,227.217180661761,245.214919056076,11,"Post","2-3","Cage2","3","2-3Batch11","3Batch11","3Batch11Cage2","reorganized","1 hr",-3.01704260651629,4,-3.61666666666667,4,"same"
"C6",3,100,263.212657450391,245.214919056076,11,"Post","2-3","Cage2","3","2-3Batch11","3Batch11","3Batch11Cage2","reorganized","1 hr",-3.01704260651629,4,-3.61666666666667,4,"same"
"D5",3,100,50.1662710880652,48.4679201932956,10,"Pre","5-3","Cage5","3","5-3Batch10","3Batch10","3Batch10Cage5","reorganized","1 hr",-2.96296296296296,4,5.76342592592593,1,"descenders"
"D6",3,100,46.7695692985261,48.4679201932956,10,"Pre","5-3","Cage5","3","5-3Batch10","3Batch10","3Batch10Cage5","reorganized","1 hr",-2.96296296296296,4,5.76342592592593,1,"descenders"
"E5",3,100,398.340060318546,413.059060773447,10,"Post","5-3","Cage5","3","5-3Batch10","3Batch10","3Batch10Cage5","reorganized","1 hr",-2.96296296296296,4,5.76342592592593,1,"descenders"
"E6",3,100,427.778061228347,413.059060773447,10,"Post","5-3","Cage5","3","5-3Batch10","3Batch10","3Batch10Cage5","reorganized","1 hr",-2.96296296296296,4,5.76342592592593,1,"descenders"
"F5",3,100,82.8567590372622,83.9925713773192,10,"Pre","3-3","Cage3","3","3-3Batch10","3Batch10","3Batch10Cage3","reorganized","1 hr",5.34245014245014,1,4.9508547008547,1,"same"
"F6",3,100,85.1283837173762,83.9925713773192,10,"Pre","3-3","Cage3","3","3-3Batch10","3Batch10","3Batch10Cage3","reorganized","1 hr",5.34245014245014,1,4.9508547008547,1,"same"
"G5",3,100,474.356233251439,503.232724218499,10,"Post","3-3","Cage3","3","3-3Batch10","3Batch10","3Batch10Cage3","reorganized","1 hr",5.34245014245014,1,4.9508547008547,1,"same"
"G6",3,100,532.109215185559,503.232724218499,10,"Post","3-3","Cage3","3","3-3Batch10","3Batch10","3Batch10Cage3","reorganized","1 hr",5.34245014245014,1,4.9508547008547,1,"same"
"H5",3,100,74.1616681369263,68.8995060869166,9,"Pre","2-3","Cage2","3","2-3Batch9","3Batch9","3Batch9Cage2","control","1 hr",-2.95833333333333,4,-4.44761904761905,4,"control"
"H6",3,100,63.637344036907,68.8995060869166,9,"Pre","2-3","Cage2","3","2-3Batch9","3Batch9","3Batch9Cage2","control","1 hr",-2.95833333333333,4,-4.44761904761905,4,"control"
"A7",3,100,73.2295948300685,70.8141031940734,9,"Post","2-3","Cage2","3","2-3Batch9","3Batch9","3Batch9Cage2","control","1 hr",-2.95833333333333,4,-4.44761904761905,4,"control"
"A8",3,100,68.3986115580784,70.8141031940734,9,"Post","2-3","Cage2","3","2-3Batch9","3Batch9","3Batch9Cage2","control","1 hr",-2.95833333333333,4,-4.44761904761905,4,"control"
"B7",3,100,59.3311873594284,56.164500950943,9,"Pre","2-2","Cage2","2","2-2Batch9","2Batch9","2Batch9Cage2","control","1 hr",3.08333333333333,1,3.97069597069597,1,"control"
"B8",3,100,52.9978145424575,56.164500950943,9,"Pre","2-2","Cage2","2","2-2Batch9","2Batch9","2Batch9Cage2","control","1 hr",3.08333333333333,1,3.97069597069597,1,"control"
"C7",3,100,103.391265409022,112.407257272448,9,"Post","2-2","Cage2","2","2-2Batch9","2Batch9","2Batch9Cage2","control","1 hr",3.08333333333333,1,3.97069597069597,1,"control"
"C8",3,100,121.423249135873,112.407257272448,9,"Post","2-2","Cage2","2","2-2Batch9","2Batch9","2Batch9Cage2","control","1 hr",3.08333333333333,1,3.97069597069597,1,"control"
"D7",3,100,40.7904712910127,42.223220387857,8,"Pre","4-1","Cage4","1","4-1Batch8","1Batch8","1Batch8Cage4","reorganized","1 hr",2.79885057471264,1,-2.19955300127714,4,"ascenders"
"D8",3,100,43.6559694847012,42.223220387857,8,"Pre","4-1","Cage4","1","4-1Batch8","1Batch8","1Batch8Cage4","reorganized","1 hr",2.79885057471264,1,-2.19955300127714,4,"ascenders"
"E7",3,100,199.402935548079,207.341313043477,8,"Post","4-1","Cage4","1","4-1Batch8","1Batch8","1Batch8Cage4","reorganized","1 hr",2.79885057471264,1,-2.19955300127714,4,"ascenders"
"E8",3,100,215.279690538874,207.341313043477,8,"Post","4-1","Cage4","1","4-1Batch8","1Batch8","1Batch8Cage4","reorganized","1 hr",2.79885057471264,1,-2.19955300127714,4,"ascenders"
"F7",3,100,145.470647963075,136.117651194672,8,"Pre","2-2","Cage2","2","2-2Batch8","2Batch8","2Batch8Cage2","reorganized","1 hr",-1.01436781609195,4,-4.59464285714286,4,"same"
"F8",3,100,126.764654426269,136.117651194672,8,"Pre","2-2","Cage2","2","2-2Batch8","2Batch8","2Batch8Cage2","reorganized","1 hr",-1.01436781609195,4,-4.59464285714286,4,"same"
"G7",3,100,336.226016021246,329.876616791225,8,"Post","2-2","Cage2","2","2-2Batch8","2Batch8","2Batch8Cage2","reorganized","1 hr",-1.01436781609195,4,-4.59464285714286,4,"same"
"G8",3,100,323.527217561204,329.876616791225,8,"Post","2-2","Cage2","2","2-2Batch8","2Batch8","2Batch8Cage2","reorganized","1 hr",-1.01436781609195,4,-4.59464285714286,4,"same"
"H7",3,100,67.5703431088636,72.3183742727315,7,"Pre","3-4","Cage3","4","3-4Batch7","4Batch7","4Batch7Cage3","reorganized","25hr",-4.52380952380952,4,4.84027777777778,1,"descenders"
"H8",3,100,77.0664054365995,72.3183742727315,7,"Pre","3-4","Cage3","4","3-4Batch7","4Batch7","4Batch7Cage3","reorganized","25hr",-4.52380952380952,4,4.84027777777778,1,"descenders"
"A9",3,100,173.333287801662,186.368111674871,7,"Post","3-4","Cage3","4","3-4Batch7","4Batch7","4Batch7Cage3","reorganized","25hr",-4.52380952380952,4,4.84027777777778,1,"descenders"
"A10",3,100,199.402935548079,186.368111674871,7,"Post","3-4","Cage3","4","3-4Batch7","4Batch7","4Batch7Cage3","reorganized","25hr",-4.52380952380952,4,4.84027777777778,1,"descenders"
"B9",3,100,39.5432884071136,40.3798463340765,7,"Pre","4-1","Cage4","1","4-1Batch7","1Batch7","1Batch7Cage4","reorganized","25hr",5.3223602484472,1,5.72715053763441,1,"same"
"B10",3,100,41.2164042610394,40.3798463340765,7,"Pre","4-1","Cage4","1","4-1Batch7","1Batch7","1Batch7Cage4","reorganized","25hr",5.3223602484472,1,5.72715053763441,1,"same"
"C9",3,100,167.756806108147,171.511603300494,7,"Post","4-1","Cage4","1","4-1Batch7","1Batch7","1Batch7Cage4","reorganized","25hr",5.3223602484472,1,5.72715053763441,1,"same"
"C10",3,100,175.26640049284,171.511603300494,7,"Post","4-1","Cage4","1","4-1Batch7","1Batch7","1Batch7Cage4","reorganized","25hr",5.3223602484472,1,5.72715053763441,1,"same"
"D9",3,100,32.7399056030585,34.8643152334486,2,"Pre","2-1","Cage2","1","2-1Batch2","1Batch2","1Batch2Cage2","reorganized","25hr",-3.84473684210526,4,-5.17948717948718,4,"same"
"D10",3,100,36.9887248638388,34.8643152334486,2,"Pre","2-1","Cage2","1","2-1Batch2","1Batch2","1Batch2Cage2","reorganized","25hr",-3.84473684210526,4,-5.17948717948718,4,"same"
"E9",3,100,88.1062180292464,95.7487417191344,2,"Post","2-1","Cage2","1","2-1Batch2","1Batch2","1Batch2Cage2","reorganized","25hr",-3.84473684210526,4,-5.17948717948718,4,"same"
"E10",3,100,103.391265409022,95.7487417191344,2,"Post","2-1","Cage2","1","2-1Batch2","1Batch2","1Batch2Cage2","reorganized","25hr",-3.84473684210526,4,-5.17948717948718,4,"same"
"F9",3,100,212.474756135436,228.226705192036,2,"Pre","5-1","Cage5","1","5-1Batch2","1Batch2","1Batch2Cage5","reorganized","25hr",4.65123034859877,1,-3.14583333333333,4,"ascenders"
"F10",3,100,243.978654248636,228.226705192036,2,"Pre","5-1","Cage5","1","5-1Batch2","1Batch2","1Batch2Cage5","reorganized","25hr",4.65123034859877,1,-3.14583333333333,4,"ascenders"
"G9",3,100,86.3004747782602,86.0058994918857,2,"Post","5-1","Cage5","1","5-1Batch2","1Batch2","1Batch2Cage5","reorganized","25hr",4.65123034859877,1,-3.14583333333333,4,"ascenders"
"G10",3,100,85.7113242055112,86.0058994918857,2,"Post","5-1","Cage5","1","5-1Batch2","1Batch2","1Batch2Cage5","reorganized","25hr",4.65123034859877,1,-3.14583333333333,4,"ascenders"
"H9",3,100,66.3547906462627,70.9739912066382,14,"Pre","1-2","Cage1","2","1-2Batch14","2Batch14","2Batch14Cage1","reorganized","1 hr",1.75238095238095,1,5.45,1,"same"
"H10",3,100,75.5931917670137,70.9739912066382,14,"Pre","1-2","Cage1","2","1-2Batch14","2Batch14","2Batch14Cage1","reorganized","1 hr",1.75238095238095,1,5.45,1,"same"
"A11",3,100,487.600715361039,452.552545730483,14,"Post","1-2","Cage1","2","1-2Batch14","2Batch14","2Batch14Cage1","reorganized","1 hr",1.75238095238095,1,5.45,1,"same"
"A12",3,100,417.504376099928,452.552545730483,14,"Post","1-2","Cage1","2","1-2Batch14","2Batch14","2Batch14Cage1","reorganized","1 hr",1.75238095238095,1,5.45,1,"same"
"B11",3,100,69.2416584303299,71.7016632836281,14,"Pre","4-2","Cage4","2","4-2Batch14","2Batch14","2Batch14Cage4","reorganized","1 hr",-1.12380952380952,4,5.82678271907158,1,"descenders"
"B12",3,100,74.1616681369263,71.7016632836281,14,"Pre","4-2","Cage4","2","4-2Batch14","2Batch14","2Batch14Cage4","reorganized","1 hr",-1.12380952380952,4,5.82678271907158,1,"descenders"
"C11",3,100,154.343031404809,149.906839683942,14,"Post","4-2","Cage4","2","4-2Batch14","2Batch14","2Batch14Cage4","reorganized","1 hr",-1.12380952380952,4,5.82678271907158,1,"descenders"
"C12",3,100,145.470647963075,149.906839683942,14,"Post","4-2","Cage4","2","4-2Batch14","2Batch14","2Batch14Cage4","reorganized","1 hr",-1.12380952380952,4,5.82678271907158,1,"descenders"
"D11",3,100,171.43805727395,158.454352618513,5,"Pre","3-4","Cage3","4","3-4Batch5","4Batch5","4Batch5Cage3","reorganized","25hr",4.72235294117647,1,4.48851148851149,1,"same"
"D12",3,100,145.470647963075,158.454352618513,5,"Pre","3-4","Cage3","4","3-4Batch5","4Batch5","4Batch5Cage3","reorganized","25hr",4.72235294117647,1,4.48851148851149,1,"same"
"E11",3,100,151.28246820584,165.266727547779,5,"Post","3-4","Cage3","4","3-4Batch5","4Batch5","4Batch5Cage3","reorganized","25hr",4.72235294117647,1,4.48851148851149,1,"same"
"E12",3,100,179.250986889719,165.266727547779,5,"Post","3-4","Cage3","4","3-4Batch5","4Batch5","4Batch5Cage3","reorganized","25hr",4.72235294117647,1,4.48851148851149,1,"same"
"F11",3,100,189.96335053585,195.930493087638,5,"Pre","5-4","Cage5","4","5-4Batch5","4Batch5","4Batch5Cage5","reorganized","25hr",-2.45333333333333,4,5.35952380952381,1,"descenders"
"F12",3,100,201.897635639426,195.930493087638,5,"Pre","5-4","Cage5","4","5-4Batch5","4Batch5","4Batch5Cage5","reorganized","25hr",-2.45333333333333,4,5.35952380952381,1,"descenders"
"G11",3,100,118.397773444839,128.565623321335,5,"Post","5-4","Cage5","4","5-4Batch5","4Batch5","4Batch5Cage5","reorganized","25hr",-2.45333333333333,4,5.35952380952381,1,"descenders"
"G12",3,100,138.73347319783,128.565623321335,5,"Post","5-4","Cage5","4","5-4Batch5","4Batch5","4Batch5Cage5","reorganized","25hr",-2.45333333333333,4,5.35952380952381,1,"descenders"
"D3",4,100,154.234925051249,171.132394728836,9,"Pre","3-4","Cage3","4","3-4Batch9","4Batch9","4Batch9Cage3","reorganized","1 hr",-3.72777777777778,4,4.64311594202899,1,"descenders"
"D4",4,100,188.029864406424,171.132394728836,9,"Pre","3-4","Cage3","4","3-4Batch9","4Batch9","4Batch9Cage3","reorganized","1 hr",-3.72777777777778,4,4.64311594202899,1,"descenders"
"E3",4,100,350.198695413755,340.627515661503,9,"Post","3-4","Cage3","4","3-4Batch9","4Batch9","4Batch9Cage3","reorganized","1 hr",-3.72777777777778,4,4.64311594202899,1,"descenders"
"E4",4,100,331.056335909252,340.627515661503,9,"Post","3-4","Cage3","4","3-4Batch9","4Batch9","4Batch9Cage3","reorganized","1 hr",-3.72777777777778,4,4.64311594202899,1,"descenders"
"F3",4,100,87.2444186357508,94.1218352225281,9,"Pre","1-3","Cage1","3","1-3Batch9","3Batch9","3Batch9Cage1","reorganized","1 hr",4.32777777777778,1,5.78418803418803,1,"same"
"F4",4,100,100.999251809305,94.1218352225281,9,"Pre","1-3","Cage1","3","1-3Batch9","3Batch9","3Batch9Cage1","reorganized","1 hr",4.32777777777778,1,5.78418803418803,1,"same"
"G3",4,100,319.328047063204,345.402984352532,9,"Post","1-3","Cage1","3","1-3Batch9","3Batch9","3Batch9Cage1","reorganized","1 hr",4.32777777777778,1,5.78418803418803,1,"same"
"G4",4,100,371.477921641859,345.402984352532,9,"Post","1-3","Cage1","3","1-3Batch9","3Batch9","3Batch9Cage1","reorganized","1 hr",4.32777777777778,1,5.78418803418803,1,"same"
"H3",4,100,74.5037208517926,69.5798707103949,6,"Pre","2-2","Cage2","2","2-2Batch6","2Batch6","2Batch6Cage2","reorganized","25hr",5.16720779220779,1,-4.37575757575758,4,"ascenders"
"H4",4,100,64.6560205689972,69.5798707103949,6,"Pre","2-2","Cage2","2","2-2Batch6","2Batch6","2Batch6Cage2","reorganized","25hr",5.16720779220779,1,-4.37575757575758,4,"ascenders"
"A5",4,100,85.3295558215119,79.4046628782662,6,"Post","2-2","Cage2","2","2-2Batch6","2Batch6","2Batch6Cage2","reorganized","25hr",5.16720779220779,1,-4.37575757575758,4,"ascenders"
"A6",4,100,73.4797699350205,79.4046628782662,6,"Post","2-2","Cage2","2","2-2Batch6","2Batch6","2Batch6Cage2","reorganized","25hr",5.16720779220779,1,-4.37575757575758,4,"ascenders"
"B5",4,100,112.405881340693,107.936922591556,6,"Pre","1-1","Cage1","1","1-1Batch6","1Batch6","1Batch6Cage1","reorganized","25hr",-5.25595238095238,4,-4.92307692307692,4,"same"
"B6",4,100,103.467963842419,107.936922591556,6,"Pre","1-1","Cage1","1","1-1Batch6","1Batch6","1Batch6Cage1","reorganized","25hr",-5.25595238095238,4,-4.92307692307692,4,"same"
"C5",4,100,160.813030578011,152.279397029005,6,"Post","1-1","Cage1","1","1-1Batch6","1Batch6","1Batch6Cage1","reorganized","25hr",-5.25595238095238,4,-4.92307692307692,4,"same"
"C6",4,100,143.745763479999,152.279397029005,6,"Post","1-1","Cage1","1","1-1Batch6","1Batch6","1Batch6Cage1","reorganized","25hr",-5.25595238095238,4,-4.92307692307692,4,"same"
"D5",4,100,124.830225469001,128.357068794825,3,"Pre","4-1","Cage4","1","4-1Batch3","1Batch3","1Batch3Cage4","control","25hr",-2.71428571428571,4,-4,4,"control"
"D6",4,100,131.883912120649,128.357068794825,3,"Pre","4-1","Cage4","1","4-1Batch3","1Batch3","1Batch3Cage4","control","25hr",-2.71428571428571,4,-4,4,"control"
"E5",4,100,39.7523068963511,36.6584083681459,3,"Post","4-1","Cage4","1","4-1Batch3","1Batch3","1Batch3Cage4","control","25hr",-2.71428571428571,4,-4,4,"control"
"E6",4,100,33.5645098399408,36.6584083681459,3,"Post","4-1","Cage4","1","4-1Batch3","1Batch3","1Batch3Cage4","control","25hr",-2.71428571428571,4,-4,4,"control"
"F5",4,100,71.9804108817486,76.5367469400871,3,"Pre","4-2","Cage4","2","4-2Batch3","2Batch3","2Batch3Cage4","control","25hr",3.49196428571429,1,4.74432849364791,1,"control"
"F6",4,100,81.0930829984256,76.5367469400871,3,"Pre","4-2","Cage4","2","4-2Batch3","2Batch3","2Batch3Cage4","control","25hr",3.49196428571429,1,4.74432849364791,1,"control"
"G5",4,100,55.0805813256318,54.5693628431953,3,"Post","4-2","Cage4","2","4-2Batch3","2Batch3","2Batch3Cage4","control","25hr",3.49196428571429,1,4.74432849364791,1,"control"
"G6",4,100,54.0581443607588,54.5693628431953,3,"Post","4-2","Cage4","2","4-2Batch3","2Batch3","2Batch3Cage4","control","25hr",3.49196428571429,1,4.74432849364791,1,"control"
"H5",4,100,441.868319992387,418.570746735536,2,"Pre","4-4","Cage4","4","4-4Batch2","4Batch2","4Batch2Cage4","control","25hr",-3,4,-4.05092592592593,4,"control"
"H6",4,100,395.273173478684,418.570746735536,2,"Pre","4-4","Cage4","4","4-4Batch2","4Batch2","4Batch2Cage4","control","25hr",-3,4,-4.05092592592593,4,"control"
"A7",4,100,52.4066904768307,54.4445681834651,2,"Post","4-4","Cage4","4","4-4Batch2","4Batch2","4Batch2Cage4","control","25hr",-3,4,-4.05092592592593,4,"control"
"A8",4,100,56.4824458900996,54.4445681834651,2,"Post","4-4","Cage4","4","4-4Batch2","4Batch2","4Batch2Cage4","control","25hr",-3,4,-4.05092592592593,4,"control"
"B7",4,100,85.3295558215119,87.9544406529122,2,"Pre","4-3","Cage4","3","4-3Batch2","3Batch2","3Batch2Cage4","control","25hr",4,1,4.77420178799489,1,"control"
"B8",4,100,90.5793254843125,87.9544406529122,2,"Pre","4-3","Cage4","3","4-3Batch2","3Batch2","3Batch2Cage4","control","25hr",4,1,4.77420178799489,1,"control"
"C7",4,100,119.401564217459,123.840380271607,2,"Post","4-3","Cage4","3","4-3Batch2","3Batch2","3Batch2Cage4","control","25hr",4,1,4.77420178799489,1,"control"
"C8",4,100,128.279196325755,123.840380271607,2,"Post","4-3","Cage4","3","4-3Batch2","3Batch2","3Batch2Cage4","control","25hr",4,1,4.77420178799489,1,"control"
"D7",4,100,59.4268834776426,65.2156471898141,14,"Pre","3-1","Cage3","1","3-1Batch14","1Batch14","1Batch14Cage3","control","1 hr",-2.73095238095238,4,-2.82896965734494,4,"control"
"D8",4,100,71.0044109019855,65.2156471898141,14,"Pre","3-1","Cage3","1","3-1Batch14","1Batch14","1Batch14Cage3","control","1 hr",-2.73095238095238,4,-2.82896965734494,4,"control"
"E7",4,100,143.745763479999,154.012951185335,14,"Post","3-1","Cage3","1","3-1Batch14","1Batch14","1Batch14Cage3","control","1 hr",-2.73095238095238,4,-2.82896965734494,4,"control"
"E8",4,100,164.280138890672,154.012951185335,14,"Post","3-1","Cage3","1","3-1Batch14","1Batch14","1Batch14Cage3","control","1 hr",-2.73095238095238,4,-2.82896965734494,4,"control"
"F7",4,100,104.311451111062,103.473173258605,14,"Pre","3-4","Cage3","4","3-4Batch14","4Batch14","4Batch14Cage3","control","1 hr",3.45,1,4.7933352402746,1,"control"
"F8",4,100,102.634895406149,103.473173258605,14,"Pre","3-4","Cage3","4","3-4Batch14","4Batch14","4Batch14Cage3","control","1 hr",3.45,1,4.7933352402746,1,"control"
"G7",4,100,204.750908415314,199.823866935203,14,"Post","3-4","Cage3","4","3-4Batch14","4Batch14","4Batch14Cage3","control","1 hr",3.45,1,4.7933352402746,1,"control"
"G8",4,100,194.896825455093,199.823866935203,14,"Post","3-4","Cage3","4","3-4Batch14","4Batch14","4Batch14Cage3","control","1 hr",3.45,1,4.7933352402746,1,"control"
"H7",4,100,70.0466518311477,74.708374047766,12,"Pre","4-2","Cage4","2","4-2Batch12","2Batch12","2Batch12Cage4","reorganized","1 hr",2,1,-2.9517094017094,4,"ascenders"
"H8",4,100,79.3700962643843,74.708374047766,12,"Pre","4-2","Cage4","2","4-2Batch12","2Batch12","2Batch12Cage4","reorganized","1 hr",2,1,-2.9517094017094,4,"ascenders"
"A9",4,100,143.745763479999,139.062318448956,12,"Post","4-2","Cage4","2","4-2Batch12","2Batch12","2Batch12Cage4","reorganized","1 hr",2,1,-2.9517094017094,4,"ascenders"
"A10",4,100,134.378873417913,139.062318448956,12,"Post","4-2","Cage4","2","4-2Batch12","2Batch12","2Batch12Cage4","reorganized","1 hr",2,1,-2.9517094017094,4,"ascenders"
"B9",4,100,183.678952776166,169.757906403694,12,"Pre","1-2","Cage1","2","1-2Batch12","2Batch12","2Batch12Cage1","reorganized","1 hr",-2,4,-4,4,"same"
"B10",4,100,155.836860031221,169.757906403694,12,"Pre","1-2","Cage1","2","1-2Batch12","2Batch12","2Batch12Cage1","reorganized","1 hr",-2,4,-4,4,"same"
"C9",4,100,112.405881340693,120.342538833224,12,"Post","1-2","Cage1","2","1-2Batch12","2Batch12","2Batch12Cage1","reorganized","1 hr",-2,4,-4,4,"same"
"C10",4,100,128.279196325755,120.342538833224,12,"Post","1-2","Cage1","2","1-2Batch12","2Batch12","2Batch12Cage1","reorganized","1 hr",-2,4,-4,4,"same"
"D9",4,100,86.5991917198518,88.2483136853618,11,"Pre","1-3","Cage1","3","1-3Batch11","3Batch11","3Batch11Cage1","reorganized","1 hr",-1.875,4,5.76653185035389,1,"descenders"
"D10",4,100,89.8974356508717,88.2483136853618,11,"Pre","1-3","Cage1","3","1-3Batch11","3Batch11","3Batch11Cage1","reorganized","1 hr",-1.875,4,5.76653185035389,1,"descenders"
"E9",4,100,475.058965384009,453.405341935043,11,"Post","1-3","Cage1","3","1-3Batch11","3Batch11","3Batch11Cage1","reorganized","1 hr",-1.875,4,5.76653185035389,1,"descenders"
"E10",4,100,431.751718486078,453.405341935043,11,"Post","1-3","Cage1","3","1-3Batch11","3Batch11","3Batch11Cage1","reorganized","1 hr",-1.875,4,5.76653185035389,1,"descenders"
"F9",4,100,111.459134162534,105.431087039475,11,"Pre","4-4","Cage4","4","4-4Batch11","4Batch11","4Batch11Cage4","reorganized","1 hr",3.1875,1,5.504329004329,1,"same"
"F10",4,100,99.4030399164148,105.431087039475,11,"Pre","4-4","Cage4","4","4-4Batch11","4Batch11","4Batch11Cage4","reorganized","1 hr",3.1875,1,5.504329004329,1,"same"
"G9",4,100,288.297399588649,303.812723325927,11,"Post","4-4","Cage4","4","4-4Batch11","4Batch11","4Batch11Cage4","reorganized","1 hr",3.1875,1,5.504329004329,1,"same"
"G10",4,100,319.328047063204,303.812723325927,11,"Post","4-4","Cage4","4","4-4Batch11","4Batch11","4Batch11Cage4","reorganized","1 hr",3.1875,1,5.504329004329,1,"same"
"H9",4,100,83.4754931439768,91.4392665301958,1,"Pre","2-2","Cage2","2","2-2Batch1","2Batch1","2Batch1Cage2","reorganized","25hr",4.49935064935065,1,-4.08791208791209,4,"ascenders"
"H10",4,100,99.4030399164148,91.4392665301958,1,"Pre","2-2","Cage2","2","2-2Batch1","2Batch1","2Batch1Cage2","reorganized","25hr",4.49935064935065,1,-4.08791208791209,4,"ascenders"
"A11",4,100,36.411850260003,33.1494729740813,1,"Post","2-2","Cage2","2","2-2Batch1","2Batch1","2Batch1Cage2","reorganized","25hr",4.49935064935065,1,-4.08791208791209,4,"ascenders"
"A12",4,100,29.8870956881595,33.1494729740813,1,"Post","2-2","Cage2","2","2-2Batch1","2Batch1","2Batch1Cage2","reorganized","25hr",4.49935064935065,1,-4.08791208791209,4,"ascenders"
"D9",5,100,67.857087404991,71.5823252622959,13,"Pre","5-3","Cage5","3","5-3Batch13","3Batch13","3Batch13Cage5","control","1 hr",3.28333333333333,1,5.01428571428571,1,"control"
"D10",5,100,75.3075631196008,71.5823252622959,13,"Pre","5-3","Cage5","3","5-3Batch13","3Batch13","3Batch13Cage5","control","1 hr",3.28333333333333,1,5.01428571428571,1,"control"
