"Well","plate","dilution_factor","final_conc_ng_ul","mean_con_ng_ul","batch","period","post_id","precage","pre_id","post_idbatch","pre_idbatch","pre_idbatchcage","group","time","Postds","Postrank","Preds","Prerank","condition"
"E9",5,100,88.6073594583561,94.3454232000456,13,"Post","5-3","Cage5","3","5-3Batch13","3Batch13","3Batch13Cage5","control","1 hr",3.28333333333333,1,5.01428571428571,1,"control"
"E10",5,100,100.083486941735,94.3454232000456,13,"Post","5-3","Cage5","3","5-3Batch13","3Batch13","3Batch13Cage5","control","1 hr",3.28333333333333,1,5.01428571428571,1,"control"
"F9",5,100,21.5121544288081,20.8346845733204,13,"Pre","5-1","Cage5","1","5-1Batch13","1Batch13","1Batch13Cage5","control","1 hr",-2.7,4,-5.02857142857143,4,"control"
"F10",5,100,20.1572147178327,20.8346845733204,13,"Pre","5-1","Cage5","1","5-1Batch13","1Batch13","1Batch13Cage5","control","1 hr",-2.7,4,-5.02857142857143,4,"control"
"G9",5,100,138.783838172649,143.606764359867,13,"Post","5-1","Cage5","1","5-1Batch13","1Batch13","1Batch13Cage5","control","1 hr",-2.7,4,-5.02857142857143,4,"control"
"G10",5,100,148.429690547085,143.606764359867,13,"Post","5-1","Cage5","1","5-1Batch13","1Batch13","1Batch13Cage5","control","1 hr",-2.7,4,-5.02857142857143,4,"control"
"H9",5,100,123.109791908109,115.996784957262,5,"Pre","5-3","Cage5","3","5-3Batch5","3Batch5","3Batch5Cage5","reorganized","25hr",5.64705882352941,1,-4.63333333333333,4,"ascenders"
"H10",5,100,108.883778006416,115.996784957262,5,"Pre","5-3","Cage5","3","5-3Batch5","3Batch5","3Batch5Cage5","reorganized","25hr",5.64705882352941,1,-4.63333333333333,4,"ascenders"
"A11",5,100,194.356937564299,193.289706846702,5,"Post","5-3","Cage5","3","5-3Batch5","3Batch5","3Batch5Cage5","reorganized","25hr",5.64705882352941,1,-4.63333333333333,4,"ascenders"
"A12",5,100,192.222476129106,193.289706846702,5,"Post","5-3","Cage5","3","5-3Batch5","3Batch5","3Batch5Cage5","reorganized","25hr",5.64705882352941,1,-4.63333333333333,4,"ascenders"
"B11",5,100,101.763336038044,105.32355702223,5,"Pre","2-2","Cage2","2","2-2Batch5","2Batch5","2Batch5Cage2","reorganized","25hr",-4.59663865546218,4,-4.2463768115942,4,"same"
"B12",5,100,108.883778006416,105.32355702223,5,"Pre","2-2","Cage2","2","2-2Batch5","2Batch5","2Batch5Cage2","reorganized","25hr",-4.59663865546218,4,-4.2463768115942,4,"same"
"C11",5,100,76.4564293095108,71.6636350446161,5,"Post","2-2","Cage2","2","2-2Batch5","2Batch5","2Batch5Cage2","reorganized","25hr",-4.59663865546218,4,-4.2463768115942,4,"same"
"C12",5,100,66.8708407797214,71.6636350446161,5,"Post","2-2","Cage2","2","2-2Batch5","2Batch5","2Batch5Cage2","reorganized","25hr",-4.59663865546218,4,-4.2463768115942,4,"same"
"D11",5,100,190.122914611362,197.852696321426,4,"Pre","1-4","Cage1","4","1-4Batch4","4Batch4","4Batch4Cage1","control","25hr",1.32222222222222,4,-3.02272727272727,4,"control"
"D12",5,100,205.58247803149,197.852696321426,4,"Pre","1-4","Cage1","4","1-4Batch4","4Batch4","4Batch4Cage1","control","25hr",1.32222222222222,4,-3.02272727272727,4,"control"
"E11",5,100,122.009891713483,117.84876502758,4,"Post","1-4","Cage1","4","1-4Batch4","4Batch4","4Batch4Cage1","control","25hr",1.32222222222222,4,-3.02272727272727,4,"control"
"E12",5,100,113.687638341676,117.84876502758,4,"Post","1-4","Cage1","4","1-4Batch4","4Batch4","4Batch4Cage1","control","25hr",1.32222222222222,4,-3.02272727272727,4,"control"
"F11",5,100,64.9520631267009,65.4273563811385,4,"Pre","1-1","Cage1","1","1-1Batch4","1Batch4","1Batch4Cage1","control","25hr",5.24206349206349,1,5.58939393939394,1,"control"
"F12",5,100,65.9026496355759,65.4273563811385,4,"Pre","1-1","Cage1","1","1-1Batch4","1Batch4","1Batch4Cage1","control","25hr",5.24206349206349,1,5.58939393939394,1,"control"
"G11",5,100,107.956896492575,113.374439722719,4,"Post","1-1","Cage1","1","1-1Batch4","1Batch4","1Batch4Cage1","control","25hr",5.24206349206349,1,5.58939393939394,1,"control"
"G12",5,100,118.791982952864,113.374439722719,4,"Post","1-1","Cage1","1","1-1Batch4","1Batch4","1Batch4Cage1","control","25hr",5.24206349206349,1,5.58939393939394,1,"control"
"D3",6,100,107.055075186087,108.46790394988,2,"Pre","4-2","Cage4","2","4-2Batch2","2Batch2","2Batch2Cage4","control","25hr",0.833333333333333,3,-0.506034482758621,3,"control"
"D4",6,100,109.880732713673,108.46790394988,2,"Pre","4-2","Cage4","2","4-2Batch2","2Batch2","2Batch2Cage4","control","25hr",0.833333333333333,3,-0.506034482758621,3,"control"
"E3",6,100,59.0429033553474,60.9136821280833,2,"Post","4-2","Cage4","2","4-2Batch2","2Batch2","2Batch2Cage4","control","25hr",0.833333333333333,3,-0.506034482758621,3,"control"
"E4",6,100,62.7844609008191,60.9136821280833,2,"Post","4-2","Cage4","2","4-2Batch2","2Batch2","2Batch2Cage4","control","25hr",0.833333333333333,3,-0.506034482758621,3,"control"
"F3",6,100,74.9800513822266,78.1838953434748,11,"Pre","2-4","Cage2","4","2-4Batch11","4Batch11","4Batch11Cage2","reorganized","1 hr",-0.607142857142857,3,-2.54761904761905,3,"same"
"F4",6,100,81.3877393047231,78.1838953434748,11,"Pre","2-4","Cage2","4","2-4Batch11","4Batch11","4Batch11Cage2","reorganized","1 hr",-0.607142857142857,3,-2.54761904761905,3,"same"
"G3",6,100,121.287129954971,128.636463810472,11,"Post","2-4","Cage2","4","2-4Batch11","4Batch11","4Batch11Cage2","reorganized","1 hr",-0.607142857142857,3,-2.54761904761905,3,"same"
"G4",6,100,135.985797665972,128.636463810472,11,"Post","2-4","Cage2","4","2-4Batch11","4Batch11","4Batch11Cage2","reorganized","1 hr",-0.607142857142857,3,-2.54761904761905,3,"same"
"H3",6,100,58.6451940297666,63.2191842068653,1,"Pre","3-4","Cage3","4","3-4Batch1","4Batch1","4Batch1Cage3","reorganized","25hr",-1.18227424749164,3,-1.3,3,"same"
"H4",6,100,67.7931743839639,63.2191842068653,1,"Pre","3-4","Cage3","4","3-4Batch1","4Batch1","4Batch1Cage3","reorganized","25hr",-1.18227424749164,3,-1.3,3,"same"
"A5",6,100,76.091223359895,78.4326253650995,9,"Pre","5-3","Cage5","3","5-3Batch9","3Batch9","3Batch9Cage5","reorganized","1 hr",-0.425,3,4.84826203208556,1,"descenders"
"A6",6,100,80.774027370304,78.4326253650995,9,"Pre","5-3","Cage5","3","5-3Batch9","3Batch9","3Batch9Cage5","reorganized","1 hr",-0.425,3,4.84826203208556,1,"descenders"
"B5",6,100,442.515929459683,459.13817297277,9,"Post","5-3","Cage5","3","5-3Batch9","3Batch9","3Batch9Cage5","reorganized","1 hr",-0.425,3,4.84826203208556,1,"descenders"
"B6",6,100,475.760416485858,459.13817297277,9,"Post","5-3","Cage5","3","5-3Batch9","3Batch9","3Batch9Cage5","reorganized","1 hr",-0.425,3,4.84826203208556,1,"descenders"
"C5",6,100,395.720625730787,391.576668227857,4,"Pre","5-1","Cage5","1","5-1Batch4","1Batch4","1Batch4Cage5","reorganized","25hr",-1.92,3,5.78974358974359,1,"descenders"
"C6",6,100,387.432710724927,391.576668227857,4,"Pre","5-1","Cage5","1","5-1Batch4","1Batch4","1Batch4Cage5","reorganized","25hr",-1.92,3,5.78974358974359,1,"descenders"
"D5",6,100,100.036209590021,98.0151576844987,4,"Post","5-1","Cage5","1","5-1Batch4","1Batch4","1Batch4Cage5","reorganized","25hr",-1.92,3,5.78974358974359,1,"descenders"
"D6",6,100,95.9941057789767,98.0151576844987,4,"Post","5-1","Cage5","1","5-1Batch4","1Batch4","1Batch4Cage5","reorganized","25hr",-1.92,3,5.78974358974359,1,"descenders"
"E5",6,100,92.1893302981766,97.8226408710607,7,"Pre","1-1","Cage1","1","1-1Batch7","1Batch7","1Batch7Cage1","reorganized","25hr",5.8417735042735,1,-1.59407665505227,3,"ascenders"
"E6",6,100,103.455951443945,97.8226408710607,7,"Pre","1-1","Cage1","1","1-1Batch7","1Batch7","1Batch7Cage1","reorganized","25hr",5.8417735042735,1,-1.59407665505227,3,"ascenders"
"F5",6,100,95.214844347285,94.073572736872,7,"Post","1-1","Cage1","1","1-1Batch7","1Batch7","1Batch7Cage1","reorganized","25hr",5.8417735042735,1,-1.59407665505227,3,"ascenders"
"F6",6,100,92.9323011264589,94.073572736872,7,"Post","1-1","Cage1","1","1-1Batch7","1Batch7","1Batch7Cage1","reorganized","25hr",5.8417735042735,1,-1.59407665505227,3,"ascenders"
"G5",6,100,32.2301983114255,33.5791358197995,12,"Pre","4-1","Cage4","1","4-1Batch12","1Batch12","1Batch12Cage4","reorganized","1 hr",3.29175824175824,1,-1.86623931623932,3,"ascenders"
"G6",6,100,34.9280733281735,33.5791358197995,12,"Pre","4-1","Cage4","1","4-1Batch12","1Batch12","1Batch12Cage4","reorganized","1 hr",3.29175824175824,1,-1.86623931623932,3,"ascenders"
"H5",6,100,432.367878502911,437.441903981297,12,"Post","4-1","Cage4","1","4-1Batch12","1Batch12","1Batch12Cage4","reorganized","1 hr",3.29175824175824,1,-1.86623931623932,3,"ascenders"
"H6",6,100,442.515929459683,437.441903981297,12,"Post","4-1","Cage4","1","4-1Batch12","1Batch12","1Batch12Cage4","reorganized","1 hr",3.29175824175824,1,-1.86623931623932,3,"ascenders"
"A7",6,100,38.3377632069158,39.7027351275049,9,"Pre","2-4","Cage2","4","2-4Batch9","4Batch9","4Batch9Cage2","control","1 hr",-1.5,3,-1.04901960784314,3,"control"
"A8",6,100,41.067707048094,39.7027351275049,9,"Pre","2-4","Cage2","4","2-4Batch9","4Batch9","4Batch9Cage2","control","1 hr",-1.5,3,-1.04901960784314,3,"control"
"B7",6,100,208.583377874104,205.922082177967,9,"Post","2-4","Cage2","4","2-4Batch9","4Batch9","4Batch9Cage2","control","1 hr",-1.5,3,-1.04901960784314,3,"control"
"B8",6,100,203.260786481829,205.922082177967,9,"Post","2-4","Cage2","4","2-4Batch9","4Batch9","4Batch9Cage2","control","1 hr",-1.5,3,-1.04901960784314,3,"control"
"C7",6,100,138.709825977194,148.746181862378,3,"Pre","1-4","Cage1","4","1-4Batch3","4Batch3","4Batch3Cage1","control","25hr",-2.75,3,-2.32212885154062,3,"control"
"C8",6,100,158.782537747561,148.746181862378,3,"Pre","1-4","Cage1","4","1-4Batch3","4Batch3","4Batch3Cage1","control","25hr",-2.75,3,-2.32212885154062,3,"control"
"D7",6,100,124.718592522243,139.233611262876,3,"Post","1-4","Cage1","4","1-4Batch3","4Batch3","4Batch3Cage1","control","25hr",-2.75,3,-2.32212885154062,3,"control"
"D8",6,100,153.748630003509,139.233611262876,3,"Post","1-4","Cage1","4","1-4Batch3","4Batch3","4Batch3Cage1","control","25hr",-2.75,3,-2.32212885154062,3,"control"
"E7",6,100,36.4771109120474,35.8110807871951,13,"Pre","2-3","Cage2","3","2-3Batch13","3Batch13","3Batch13Cage2","reorganized","1 hr",-0.760683760683761,3,-2.41666666666667,3,"same"
"E8",6,100,35.1450506623429,35.8110807871951,13,"Pre","2-3","Cage2","3","2-3Batch13","3Batch13","3Batch13Cage2","reorganized","1 hr",-0.760683760683761,3,-2.41666666666667,3,"same"
"F7",6,100,141.522328825143,139.429671340338,13,"Post","2-3","Cage2","3","2-3Batch13","3Batch13","3Batch13Cage2","reorganized","1 hr",-0.760683760683761,3,-2.41666666666667,3,"same"
"F8",6,100,137.337013855533,139.429671340338,13,"Post","2-3","Cage2","3","2-3Batch13","3Batch13","3Batch13Cage2","reorganized","1 hr",-0.760683760683761,3,-2.41666666666667,3,"same"
"G7",6,100,135.985797665972,141.708127908149,5,"Pre","3-3","Cage3","3","3-3Batch5","3Batch5","3Batch5Cage3","reorganized","25hr",-2.41666666666667,3,-2.38068181818182,3,"same"
"G8",6,100,147.430458150325,141.708127908149,5,"Pre","3-3","Cage3","3","3-3Batch5","3Batch5","3Batch5Cage3","reorganized","25hr",-2.41666666666667,3,-2.38068181818182,3,"same"
"H7",6,100,104.338378512242,119.497026719396,5,"Post","3-3","Cage3","3","3-3Batch5","3Batch5","3Batch5Cage3","reorganized","25hr",-2.41666666666667,3,-2.38068181818182,3,"same"
"H8",6,100,134.65567492655,119.497026719396,5,"Post","3-3","Cage3","3","3-3Batch5","3Batch5","3Batch5Cage3","reorganized","25hr",-2.41666666666667,3,-2.38068181818182,3,"same"
"A9",6,100,85.875851621172,86.5496194361968,11,"Pre","2-2","Cage2","2","2-2Batch11","2Batch11","2Batch11Cage2","reorganized","1 hr",-0.6875,3,5.15238095238095,1,"descenders"
"A10",6,100,87.2233872512216,86.5496194361968,11,"Pre","2-2","Cage2","2","2-2Batch11","2Batch11","2Batch11Cage2","reorganized","1 hr",-0.6875,3,5.15238095238095,1,"descenders"
"B9",6,100,487.884622685208,481.822519585533,11,"Post","2-2","Cage2","2","2-2Batch11","2Batch11","2Batch11Cage2","reorganized","1 hr",-0.6875,3,5.15238095238095,1,"descenders"
"B10",6,100,475.760416485858,481.822519585533,11,"Post","2-2","Cage2","2","2-2Batch11","2Batch11","2Batch11Cage2","reorganized","1 hr",-0.6875,3,5.15238095238095,1,"descenders"
"C9",6,100,190.917095925073,199.750236899589,8,"Pre","4-4","Cage4","4","4-4Batch8","4Batch8","4Batch8Cage4","reorganized","1 hr",-2.49473684210526,3,3.84602143372758,1,"descenders"
"C10",6,100,208.583377874104,199.750236899589,8,"Pre","4-4","Cage4","4","4-4Batch8","4Batch8","4Batch8Cage4","reorganized","1 hr",-2.49473684210526,3,3.84602143372758,1,"descenders"
"D9",6,100,371.771251640612,357.720202284411,8,"Post","4-4","Cage4","4","4-4Batch8","4Batch8","4Batch8Cage4","reorganized","1 hr",-2.49473684210526,3,3.84602143372758,1,"descenders"
"D10",6,100,343.66915292821,357.720202284411,8,"Post","4-4","Cage4","4","4-4Batch8","4Batch8","4Batch8Cage4","reorganized","1 hr",-2.49473684210526,3,3.84602143372758,1,"descenders"
"E9",6,100,36.027245889879,37.5445532430087,6,"Pre","2-4","Cage2","4","2-4Batch6","4Batch6","4Batch6Cage2","reorganized","25hr",5.0579185520362,1,-2.58095238095238,3,"ascenders"
"E10",6,100,39.0618605961385,37.5445532430087,6,"Pre","2-4","Cage2","4","2-4Batch6","4Batch6","4Batch6Cage2","reorganized","25hr",5.0579185520362,1,-2.58095238095238,3,"ascenders"
"F9",6,100,97.5812563856081,100.08299268902,6,"Post","2-4","Cage2","4","2-4Batch6","4Batch6","4Batch6Cage2","reorganized","25hr",5.0579185520362,1,-2.58095238095238,3,"ascenders"
"F10",6,100,102.584728992432,100.08299268902,6,"Post","2-4","Cage2","4","2-4Batch6","4Batch6","4Batch6Cage2","reorganized","25hr",5.0579185520362,1,-2.58095238095238,3,"ascenders"
"G9",6,100,62.7844609008191,71.7792441355616,10,"Pre","5-2","Cage5","2","5-2Batch10","2Batch10","2Batch10Cage5","reorganized","1 hr",3.47916666666667,1,-1.59259259259259,3,"ascenders"
"G10",6,100,80.774027370304,71.7792441355616,10,"Pre","5-2","Cage5","2","5-2Batch10","2Batch10","2Batch10Cage5","reorganized","1 hr",3.47916666666667,1,-1.59259259259259,3,"ascenders"
"H9",6,100,73.3550561730725,69.865464480656,10,"Post","5-2","Cage5","2","5-2Batch10","2Batch10","2Batch10Cage5","reorganized","1 hr",3.47916666666667,1,-1.59259259259259,3,"ascenders"
"H10",6,100,66.3758727882395,69.865464480656,10,"Post","5-2","Cage5","2","5-2Batch10","2Batch10","2Batch10Cage5","reorganized","1 hr",3.47916666666667,1,-1.59259259259259,3,"ascenders"
"A11",6,100,39.5529317349842,40.7011545767305,12,"Pre","3-2","Cage3","2","3-2Batch12","2Batch12","2Batch12Cage3","control","1 hr",-1.70833333333333,3,-2.28571428571429,3,"control"
"A12",6,100,41.8493774184769,40.7011545767305,12,"Pre","3-2","Cage3","2","3-2Batch12","2Batch12","2Batch12Cage3","control","1 hr",-1.70833333333333,3,-2.28571428571429,3,"control"
"B11",6,100,190.917095925073,202.532783107409,12,"Post","3-2","Cage3","2","3-2Batch12","2Batch12","2Batch12Cage3","control","1 hr",-1.70833333333333,3,-2.28571428571429,3,"control"
"B12",6,100,214.148470289745,202.532783107409,12,"Post","3-2","Cage3","2","3-2Batch12","2Batch12","2Batch12Cage3","control","1 hr",-1.70833333333333,3,-2.28571428571429,3,"control"
"C11",6,100,142.963107361534,166.940101643303,2,"Pre","1-4","Cage1","4","1-4Batch2","4Batch2","4Batch2Cage1","reorganized","25hr",-0.850245098039216,3,-2.23474880382775,3,"same"
"C12",6,100,190.917095925073,166.940101643303,2,"Pre","1-4","Cage1","4","1-4Batch2","4Batch2","4Batch2Cage1","reorganized","25hr",-0.850245098039216,3,-2.23474880382775,3,"same"
"D11",6,100,63.6577136334479,68.774488876823,2,"Post","1-4","Cage1","4","1-4Batch2","4Batch2","4Batch2Cage1","reorganized","25hr",-0.850245098039216,3,-2.23474880382775,3,"same"
"D12",6,100,73.8912641201981,68.774488876823,2,"Post","1-4","Cage1","4","1-4Batch2","4Batch2","4Batch2Cage1","reorganized","25hr",-0.850245098039216,3,-2.23474880382775,3,"same"
"E11",6,100,140.104752560054,143.767605355189,7,"Pre","5-4","Cage5","4","5-4Batch7","4Batch7","4Batch7Cage5","reorganized","25hr",-1.7,3,5.82662058171384,1,"descenders"
"E12",6,100,147.430458150325,143.767605355189,7,"Pre","5-4","Cage5","4","5-4Batch7","4Batch7","4Batch7Cage5","reorganized","25hr",-1.7,3,5.82662058171384,1,"descenders"
"F11",6,100,104.338378512242,116.937487658865,7,"Post","5-4","Cage5","4","5-4Batch7","4Batch7","4Batch7Cage5","reorganized","25hr",-1.7,3,5.82662058171384,1,"descenders"
"F12",6,100,129.536596805488,116.937487658865,7,"Post","5-4","Cage5","4","5-4Batch7","4Batch7","4Batch7Cage5","reorganized","25hr",-1.7,3,5.82662058171384,1,"descenders"
"G11",6,100,59.4440916877758,68.0497551419181,8,"Pre","1-1","Cage1","1","1-1Batch8","1Batch8","1Batch8Cage1","reorganized","1 hr",4.45833333333333,1,-2.15151515151515,3,"ascenders"
"G12",6,100,76.6554185960605,68.0497551419181,8,"Pre","1-1","Cage1","1","1-1Batch8","1Batch8","1Batch8Cage1","reorganized","1 hr",4.45833333333333,1,-2.15151515151515,3,"ascenders"
"H11",6,100,63.6577136334479,63.2210872671335,8,"Post","1-1","Cage1","1","1-1Batch8","1Batch8","1Batch8Cage1","reorganized","1 hr",4.45833333333333,1,-2.15151515151515,3,"ascenders"
"H12",6,100,62.7844609008191,63.2210872671335,8,"Post","1-1","Cage1","1","1-1Batch8","1Batch8","1Batch8Cage1","reorganized","1 hr",4.45833333333333,1,-2.15151515151515,3,"ascenders"
"D3",7,100,86.1658463923458,89.0310809697508,14,"Pre","4-4","Cage4","4","4-4Batch14","4Batch14","4Batch14Cage4","reorganized","1 hr",2.44047619047619,1,-1.53070175438596,3,"ascenders"
"D4",7,100,91.8963155471557,89.0310809697508,14,"Pre","4-4","Cage4","4","4-4Batch14","4Batch14","4Batch14Cage4","reorganized","1 hr",2.44047619047619,1,-1.53070175438596,3,"ascenders"
"E3",7,100,195.254120021488,222.126301863549,14,"Post","4-4","Cage4","4","4-4Batch14","4Batch14","4Batch14Cage4","reorganized","1 hr",2.44047619047619,1,-1.53070175438596,3,"ascenders"
"E4",7,100,248.99848370561,222.126301863549,14,"Post","4-4","Cage4","4","4-4Batch14","4Batch14","4Batch14Cage4","reorganized","1 hr",2.44047619047619,1,-1.53070175438596,3,"ascenders"
"F3",7,100,67.8449398561176,63.0719943747231,3,"Pre","4-4","Cage4","4","4-4Batch3","4Batch3","4Batch3Cage4","control","25hr",-0.702678571428571,3,-0.870311554748942,3,"control"
"F4",7,100,58.2990488933286,63.0719943747231,3,"Pre","4-4","Cage4","4","4-4Batch3","4Batch3","4Batch3Cage4","control","25hr",-0.702678571428571,3,-0.870311554748942,3,"control"
"G3",7,100,155.717531510245,149.84173663238,3,"Post","4-4","Cage4","4","4-4Batch3","4Batch3","4Batch3Cage4","control","25hr",-0.702678571428571,3,-0.870311554748942,3,"control"
"G4",7,100,143.965941754515,149.84173663238,3,"Post","4-4","Cage4","4","4-4Batch3","4Batch3","4Batch3Cage4","control","25hr",-0.702678571428571,3,-0.870311554748942,3,"control"
"H3",7,100,139.388723553087,142.469040692991,1,"Post","5-3","Cage5","3","5-3Batch1","3Batch1","3Batch1Cage5","reorganized","25hr",-0.933333333333333,3,5.55641025641026,1,"descenders"
"H4",7,100,145.549357832894,142.469040692991,1,"Post","5-3","Cage5","3","5-3Batch1","3Batch1","3Batch1Cage5","reorganized","25hr",-0.933333333333333,3,5.55641025641026,1,"descenders"
"A5",7,100,71.8532911110811,67.9980236243534,12,"Pre","2-2","Cage2","2","2-2Batch12","2Batch12","2Batch12Cage2","reorganized","1 hr",-0.971428571428571,3,-1,3,"same"
"A6",7,100,64.1427561376257,67.9980236243534,12,"Pre","2-2","Cage2","2","2-2Batch12","2Batch12","2Batch12Cage2","reorganized","1 hr",-0.971428571428571,3,-1,3,"same"
"B5",7,100,152.194573078098,145.791648315593,12,"Post","2-2","Cage2","2","2-2Batch12","2Batch12","2Batch12Cage2","reorganized","1 hr",-0.971428571428571,3,-1,3,"same"
"B6",7,100,139.388723553087,145.791648315593,12,"Post","2-2","Cage2","2","2-2Batch12","2Batch12","2Batch12Cage2","reorganized","1 hr",-0.971428571428571,3,-1,3,"same"
"C5",7,100,119.793213836782,122.788053912375,7,"Pre","4-4","Cage4","4","4-4Batch7","4Batch7","4Batch7Cage4","reorganized","25hr",-2.37222222222222,3,-2.43548387096774,3,"same"
"C6",7,100,125.782893987968,122.788053912375,7,"Pre","4-4","Cage4","4","4-4Batch7","4Batch7","4Batch7Cage4","reorganized","25hr",-2.37222222222222,3,-2.43548387096774,3,"same"
"D5",7,100,200.765392958614,205.173802833851,7,"Post","4-4","Cage4","4","4-4Batch7","4Batch7","4Batch7Cage4","reorganized","25hr",-2.37222222222222,3,-2.43548387096774,3,"same"
"D6",7,100,209.582212709089,205.173802833851,7,"Post","4-4","Cage4","4","4-4Batch7","4Batch7","4Batch7Cage4","reorganized","25hr",-2.37222222222222,3,-2.43548387096774,3,"same"
"E5",7,100,128.320096820874,133.119051753344,5,"Pre","2-1","Cage2","1","2-1Batch5","1Batch5","1Batch5Cage2","reorganized","25hr",-2.38666666666667,3,5.69875776397516,1,"descenders"
"E6",7,100,137.918006685814,133.119051753344,5,"Pre","2-1","Cage2","1","2-1Batch5","1Batch5","1Batch5Cage2","reorganized","25hr",-2.38666666666667,3,5.69875776397516,1,"descenders"
"F5",7,100,57.5230133301542,57.716166712735,5,"Post","2-1","Cage2","1","2-1Batch5","1Batch5","1Batch5Cage2","reorganized","25hr",-2.38666666666667,3,5.69875776397516,1,"descenders"
"F6",7,100,57.9093200953158,57.716166712735,5,"Post","2-1","Cage2","1","2-1Batch5","1Batch5","1Batch5Cage2","reorganized","25hr",-2.38666666666667,3,5.69875776397516,1,"descenders"
"G5",7,100,117.528504627648,115.894757274966,2,"Pre","5-2","Cage5","2","5-2Batch2","2Batch2","2Batch2Cage5","reorganized","25hr",3.74926470588235,1,-2.71428571428571,3,"ascenders"
"G6",7,100,114.261009922283,115.894757274966,2,"Pre","5-2","Cage5","2","5-2Batch2","2Batch2","2Batch2Cage5","reorganized","25hr",3.74926470588235,1,-2.71428571428571,3,"ascenders"
"H5",7,100,139.388723553087,145.791648315593,2,"Post","5-2","Cage5","2","5-2Batch2","2Batch2","2Batch2Cage5","reorganized","25hr",3.74926470588235,1,-2.71428571428571,3,"ascenders"
"H6",7,100,152.194573078098,145.791648315593,2,"Post","5-2","Cage5","2","5-2Batch2","2Batch2","2Batch2Cage5","reorganized","25hr",3.74926470588235,1,-2.71428571428571,3,"ascenders"
"A7",7,100,114.261009922283,117.027111879533,13,"Pre","4-3","Cage4","3","4-3Batch13","3Batch13","3Batch13Cage4","reorganized","1 hr",-0.466666666666667,3,5.52207977207977,1,"descenders"
"A8",7,100,119.793213836782,117.027111879533,13,"Pre","4-3","Cage4","3","4-3Batch13","3Batch13","3Batch13Cage4","reorganized","1 hr",-0.466666666666667,3,5.52207977207977,1,"descenders"
"B7",7,100,346.803556915149,391.078945481923,13,"Post","4-3","Cage4","3","4-3Batch13","3Batch13","3Batch13Cage4","reorganized","1 hr",-0.466666666666667,3,5.52207977207977,1,"descenders"
"B8",7,100,435.354334048698,391.078945481923,13,"Post","4-3","Cage4","3","4-3Batch13","3Batch13","3Batch13Cage4","reorganized","1 hr",-0.466666666666667,3,5.52207977207977,1,"descenders"
"C7",7,100,63.2608576482673,68.0843611174795,9,"Pre","4-2","Cage4","2","4-2Batch9","2Batch9","2Batch9Cage4","reorganized","1 hr",3.65994152046784,1,-1.62424242424242,3,"ascenders"
"C8",7,100,72.9078645866918,68.0843611174795,9,"Pre","4-2","Cage4","2","4-2Batch9","2Batch9","2Batch9Cage4","reorganized","1 hr",3.65994152046784,1,-1.62424242424242,3,"ascenders"
"D7",7,100,94.1975378728303,96.2176315735226,9,"Post","4-2","Cage4","2","4-2Batch9","2Batch9","2Batch9Cage4","reorganized","1 hr",3.65994152046784,1,-1.62424242424242,3,"ascenders"
"D8",7,100,98.237725274215,96.2176315735226,9,"Post","4-2","Cage4","2","4-2Batch9","2Batch9","2Batch9Cage4","reorganized","1 hr",3.65994152046784,1,-1.62424242424242,3,"ascenders"
"E7",7,100,82.2164961697305,89.8123634584627,14,"Pre","5-2","Cage5","2","5-2Batch14","2Batch14","2Batch14Cage5","control","1 hr",-0.75,3,-1.43333333333333,3,"control"
"E8",7,100,97.4082307471949,89.8123634584627,14,"Pre","5-2","Cage5","2","5-2Batch14","2Batch14","2Batch14Cage5","control","1 hr",-0.75,3,-1.43333333333333,3,"control"
"F7",7,100,84.8182247137264,100.075833319271,14,"Post","5-2","Cage5","2","5-2Batch14","2Batch14","2Batch14Cage5","control","1 hr",-0.75,3,-1.43333333333333,3,"control"
"F8",7,100,115.333441924815,100.075833319271,14,"Post","5-2","Cage5","2","5-2Batch14","2Batch14","2Batch14Cage5","control","1 hr",-0.75,3,-1.43333333333333,3,"control"
"G7",7,100,48.2345166343888,55.3149627961078,3,"Pre","2-4","Cage2","4","2-4Batch3","4Batch3","4Batch3Cage2","control","25hr",-2.23997668997669,3,-2.27865384615385,3,"control"
"G8",7,100,62.3954089578269,55.3149627961078,3,"Pre","2-4","Cage2","4","2-4Batch3","4Batch3","4Batch3Cage2","control","25hr",-2.23997668997669,3,-2.27865384615385,3,"control"
"H7",7,100,48.2345166343888,46.4693298713013,3,"Post","2-4","Cage2","4","2-4Batch3","4Batch3","4Batch3Cage2","control","25hr",-2.23997668997669,3,-2.27865384615385,3,"control"
"H8",7,100,44.7041431082138,46.4693298713013,3,"Post","2-4","Cage2","4","2-4Batch3","4Batch3","4Batch3Cage2","control","25hr",-2.23997668997669,3,-2.27865384615385,3,"control"
"A9",7,100,155.717531510245,147.553127531666,9,"Pre","3-2","Cage3","2","3-2Batch9","2Batch9","2Batch9Cage3","reorganized","1 hr",-0.854093567251462,3,-0.396739130434783,3,"same"
"A10",7,100,139.388723553087,147.553127531666,9,"Pre","3-2","Cage3","2","3-2Batch9","2Batch9","2Batch9Cage3","reorganized","1 hr",-0.854093567251462,3,-0.396739130434783,3,"same"
"B9",7,100,423.403638505531,407.261064662692,9,"Post","3-2","Cage3","2","3-2Batch9","2Batch9","2Batch9Cage3","reorganized","1 hr",-0.854093567251462,3,-0.396739130434783,3,"same"
